position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
qb,"Stockton, California",St. Mary's,78,198,,0,,,Eastern Washington,Bowe Merin,2012
ol,"El Dorado Hills, California",Oak Ridge,78,260,,0,,,Eastern Washington,Will Boule,2012
qb,"Folsom, California",Folsom,78,175,,0,,,Cal Poly,Tanner Trosin,2012
dt,"Canfield, Ohio",Canfield,78,255,4.9,2,5.2,,Miami (OH),Jimmy Rousher,2012
db,"Fair Oaks, California",Del Campo,65,170,4.5,0,,,Cal Poly,Norman Sadler,2012
wr,"Folsom, California",Folsom,78,175,,2,5.3,,Cal Poly,Carson McMurtrey,2012
lb,"Elk Grove, California",Elk Grove,78,220,,0,,,Cal Poly,Josh Letuligasenoa,2012
lb,"San Jose, California",Bellarmine Prep,78,219,4.7,0,,,Cal Poly,Joe Gigantino,2012
wr,"Charlotte, North Carolina",East Mecklenburg,78,200,4.8,2,5.2,,Miami (OH),Sam Shisso,2012
ol,"Danville, California",San Ramon Valley,78,232,,0,,,Cal Poly,Matthew Fisher,2012
qb,"Franklin, Ohio",Bishop Fenwick,78,205,4.7,2,5.2,,Miami (OH),Austin Gearing,2012
db,"Silver Spring, Maryland",Springbrook Senior,65,160,,0,,,Duquesne,Xavier Nelson,2012
lb,"Mason, Ohio",Mason,78,205,4.5,2,5.2,,Miami (OH),Josh Dooley,2012
wr,"Gaithersburg, Maryland",Gaithersburg,78,180,4.6,0,,,Delaware,Simba Gwashavanhu,2012
ol,"Hyattsville, Maryland",DeMatha,78,304,,0,,,Delaware,Connor Bozick,2012
rb,"Kings, Ohio",Kings,65,185,,2,5.2,,Miami (OH),Jamire Westbrook,2012
qb,"Brunswick, Maryland",Brunswick,78,245,,0,,,James Madison,Ian Fisher,2012
de,"Fallston, Maryland",Fallston,78,220,,0,,,Stony Brook,Connor Davis,2012
rb,"Galt, California",Liberty Ranch,78,192,,0,,,Air Force,John Wiernicki,2012
lb,"Elk Grove, California",Pleasant Grove,78,220,,2,5.3,,Air Force,D.J. Dunn,2012
db,"Elk Grove, California",Pleasant Grove,78,165,,2,5.3,,Air Force,Desmond Lewis,2012
wr,"Hyattsville, Maryland",DeMatha,78,210,,0,,,Duquesne,Chris King,2012
lb,"Frederick, Maryland",Linganore,65,222,4.6,0,,,Monmouth,Tyler Thompson,2012
lb,"North Potomac, Maryland",Quince Orchard,78,225,,0,,,Monmouth,Darnell Leslie,2012
ol,"Frederick, Maryland",Linganore,78,250,,0,,,Monmouth,Keith Kluetz,2012
db,"Baltimore, Maryland",Gilman School,65,185,,0,,,Monmouth,Malcolm Powers,2012
db,"Oakland, California",Bishop O'Dowd,78,180,,0,,,Sacramento State,Brendan Royal,2012
wr,"Edgewater, Maryland",South River,78,195,,0,,,Monmouth,Michael Strange,2012
ath,"Baltimore, Maryland",Mt St Josephs,78,195,4.4,0,,,Stony Brook,Angelo DeShields,2012
dt,"Baltimore, Maryland",Mount St. Joseph,78,315,,0,,,Rhode Island,Hunter Eubanks,2012
wr,"Sacramento, California",Sheldon,78,185,,0,,,Sacramento State,Kyiron Thomas,2012
rb,"Elk Grove, California",Elk Grove,65,170,,0,,,Sacramento State,Deon Ransom,2012
te,"Westminster, Maryland",Winters Mill,78,260,,0,,,Maine,Calvert Schaefer,2012
de,"Oakland, California",Bishop O'Dowd,78,240,,0,,,Sacramento State,Nehemiah Mitchell,2012
rb,"Clarksville, Maryland",River Hill,65,185,4.4,2,5.2,,Villanova,Aaron Wells,2012
lb,"Redwood City, California",Sequoia,65,210,,0,,,Sacramento State,Josh Lauese,2012
ol,"Pittsburgh, Pennsylvania",Seton La Salle,78,265,,2,5.2,,Bowling Green,J.J. Beggan,2012
te,"Oxon Hill, Maryland",Potomac,78,210,,0,,,St. Francis (PA),Valshawn Wallace,2012
wr,"Los Angeles, California",East Los Angeles College,65,170,,2,5.2,,Bowling Green,Michael Allen,2012
ath,"Olney, Maryland",Good Counsel,65,200,4.6,0,,,Albany,Michael Nicastro,2012
de,"Novato, California",San Marin,78,245,,0,,,Sacramento State,Nick Kristofors,2012
qb,"Perryville, Maryland",Perryville,78,210,,0,,,Delaware State,Gabe Sherrod,2012
ol,"Temple Hills, Maryland",Crossland Senior,78,275,,0,,,Delaware State,Keevon Prather,2012
ol,"Waldorf, Maryland",Westlake,78,285,,0,,,Delaware State,Dimitri Hill,2012
lb,"Indian Head, Maryland",Lackey,78,220,,0,,,Savannah State,Marquis Smith,2012
qb,"Owings Mills, Maryland",New Town,78,190,4.7,0,,,Grambling State,Shawheem Dowdy,2012
wr,"Natchitoches, Louisiana",St Marys,78,180,4.6,0,,,McNeese State,Steele Merritt,2012
ol,"Hyattsville, Maryland",DeMatha,78,325,,0,,,Alabama State,Richard Webb,2012
ol,"Frederick, Maryland",Linganore,78,260,,0,,,Robert Morris,Anthony Lucian,2012
rb,"Baltimore, Maryland",Dunbar,65,210,,0,,,Morgan State,Lavar Highsmith,2012
rb,"Joppa, Maryland",Joppatowne,65,190,,0,,,Morgan State,Jamil Lee,2012
dt,"Annapolis, Maryland",Annapolis Christian School,78,295,,2,5.2,,Old Dominion,Galen Evans,2012
db,"Annapolis, Maryland",Annapolis Christian School,78,195,4.5,2,5.2,,Old Dominion,Malique Johnson,2012
wr,"Upper Marlboro, Maryland",Wise,78,181,,0,,,Old Dominion,Zach Pascal,2012
ol,"Severn, Maryland",Archbishop Spalding,78,280,,2,5.3,,Towson,Shayne Sullivan,2012
ol,"Fredrick, Maryland",Tuscarora,78,270,5.2,0,,,Towson,Brady Stup,2012
ath,"Woodlawn, Maryland",Woodlawn,78,165,4.4,0,,,Towson,Juleon Killikelly-Lee,2012
rb,"Millersville, Maryland",Old Mill,65,175,,2,5.4,,Towson,Robert Chesson,2012
wr,"Aberdeen, Maryland",Aberdeen,78,185,,0,,,Towson,Christian Carpenter,2012
dt,"Croswell, Michigan",Croswell Lexington,78,248,4.8,2,5.2,,Central Michigan,Michael Jorde,2012
k,"Naperville, Illinois",Naperville North,65,185,,2,5.2,,Central Michigan,Ron Coluzzi,2012
db,"Grand Rapids, Michigan",Grand Rapids Christian,78,200,,2,5.2,,Central Michigan,Kavon Frazier,2012
ol,"Livonia, Michigan",Stevenson,78,295,,2,5.2,,Central Michigan,Kevin D'Arcy,2012
qb,"Tyrone, Pennsylvania",Tyrone Area,78,170,,2,5.2,,Akron,Steve Franco,2012
rb,"Farmington, Michigan",Farmington,65,195,4.6,2,5.2,,Akron,Bryan Green,2012
db,"Fairfield, Ohio",Fairfield,78,195,4.6,0,5.2,,Akron,James Turner,2012
qb,"Medina, Ohio",Medina,78,210,4.8,2,5.2,,Buffalo,Mason Schreck,2012
rb,"Youngstown, Ohio",Boardman,78,190,4.4,2,5.2,,Buffalo,Devin Campbell,2012
ol,"Hyattsville, Maryland",DeMatha,78,270,5.3,2,5.2,,Buffalo,Dan Collura,2012
db,"Pensacola, Florida",Catholic,78,171,4.6,2,5.4,,Georgia State,Ladarion Young,2012
qb,"Summit, Mississippi",Southwest Mississippi C.C.,65,190,4.6,2,5.2,,East Carolina,Vintavious Cooper,2012
lb,"Miramar, Florida",Miramar,78,210,,2,5.3,,Georgia State,Bryan Williams,2012
qb,"Evans, Georgia",Lakeside,78,190,,0,,,Georgia State,Mark Weidenaar,2012
ol,"Dothan, Alabama",Dothan,78,300,,0,,,Georgia State,Aaron Thomas,2012
wr,"Brunswick, Georgia",Brunswick,65,155,4.5,0,,,Georgia State,Avery Sweeting,2012
qb,"Summerville, Georgia",Chattooga,78,200,,0,,,Georgia State,Nathan Schuster,2012
ol,"Duluth, Georgia",Duluth,78,285,5.7,0,,,Georgia State,Mark Ruskell,2012
lb,"Dothan, Alabama",Dothan,78,210,,0,,,Georgia State,Joseph Peterson,2012
db,"Greensboro, North Carolina",Ben L Smith,65,162,4.5,0,,,Georgia State,Myles Morris,2012
dt,"Portal, Georgia",Portal,78,290,,0,,,Georgia State,Joe Lockley,2012
de,"Hinesville, Georgia",Liberty County,78,220,,0,,,Georgia State,Melvin King,2012
ath,"Santee, South Carolina",Lake Marion,65,170,,0,,,Georgia State,Chris Jenkins,2012
ol,"Loganville, Georgia",Grayson,78,275,,0,,,Georgia State,Garrett Gorringe,2012
ol,"Trion, Georgia",Trion,78,260,,0,,,Georgia State,Trevor Flannigan,2012
dt,"Snellville, Georgia",Brookwood,78,270,,0,,,Georgia State,Jai-Mah Davidson,2012
dt,"East Orange, New Jersey",East Orange,78,220,,2,5.2,,Connecticut,Omaine Stephens,2012
ath,"Clarksville, Maryland",River Hill,65,165,4.5,0,,,Bryant,Raamah Vaughn,2012
db,"Severna Park, Maryland",Severna Park,78,180,,0,,,Bryant,Brian Taylor,2012
ol,"Owings, Maryland",Northern,78,285,5.5,0,,,Bryant,Amadou M'Bodj,2012
qb,"Frederick, Maryland",Linganore,78,190,,0,,,Bryant,Kyle Jennings,2012
qb,"Baltimore, Maryland",Loyola,78,205,4.6,0,,,Bryant,Taylor Janoskie,2012
rb,"Baltimore, Maryland",Loyola,65,255,,0,,,Bryant,Jordan Horne,2012
lb,"Kensington, Maryland",Albert Einstein,78,225,,0,,,Bryant,Ryan Ferguson,2012
rb,"Baltimore, Maryland",Loyola,78,205,4.5,0,,,Bryant,Ryan Black,2012
db,"Enid, Oklahoma",Enid,78,190,4.5,0,,,Valparaiso,Trevor Hammer,2012
ol,"Murrieta, California",Vista Murrieta,78,270,,3,5.5,,Nebraska,Corey Whitaker,2012
ol,"Mission Viejo, California",Saddleback C.C.,78,320,4.7,3,5.7,,Florida State,Menelik Watson,2012
ath,"Washington, District of Columbia",Friendship Collegiate Academy,65,170,,0,,,Virginia Military,Douglas Moore,2012
db,"Towson, Maryland",Calvert Hall,78,206,4.5,2,5.2,,Navy,C.J. Williams,2012
dt,"Madison, Mississippi",Madison Central,78,282,,3,5.5,,California,Maurice Bennett,2012
ol,"Ellisville, Mississippi",Jones County J.C.,78,295,,2,5.3,,Tennessee-Martin,McKay Tingle,2012
db,"Scooba, Mississippi",East Mississippi C.C.,65,195,,0,,,Tennessee-Martin,Amos Tatum,2012
wr,"Visalia, California",College of the Sequoias,78,205,,0,,,Tennessee-Martin,Jeremy Butler,2012
db,"Poplarville, Mississippi",Pearl River C.C.,65,190,,0,,,Tennessee-Martin,Derrick Bourne,2012
db,"Raymond, Mississippi",Hinds C.C.,78,190,4.5,0,,,Tennessee-Martin,J'Vontez Blackmon,2012
dt,"Hutchinson, Kansas",Hutchinson C.C.,78,300,5.1,0,,,Murray State,Kamalie Matthews,2012
ol,"Tyler, Texas",Tyler J.C.,78,290,,0,,,Murray State,Hunter Hogan,2012
qb,"Booneville, Mississippi",Northeast Mississippi C.C.,78,235,,0,,,Murray State,Parks Frazier,2012
wr,"San Pablo, California",Contra Costa C.C.,65,160,,0,,,Murray State,Jordan Morrow,2012
db,"Summit, Mississippi",Southwest Mississippi C.C.,65,175,,0,,,Murray State,Josh Manning,2012
dt,"Garden City, Kansas",Garden City C.C.,78,260,,0,,,Murray State,Jerome Davis,2012
ol,"Brenham, Texas",Blinn C.C.,78,315,,3,5.6,,Oklahoma State,Chris Grisbhy,2012
de,"Spanaway, Washington",Bethel School,78,220,4.7,0,,,Army,Joel Ragazzo,2012
rb,"Atlanta, Georgia",North Atlanta,65,205,4.6,3,5.7,,Kentucky,Justin Taylor,2012
ol,"Richlands, Virginia",Richlands,78,305,5.7,2,5.4,,Richmond,Josh Hess,2012
lb,"Washington, District of Columbia",Friendship Collegiate Academy,78,200,4.7,0,,,Richmond,Selton Hodge,2012
wr,"Dendron, Virginia",Surry County,78,184,4.7,0,,,Richmond,Reginald Diggs,2012
lb,"Midlothian, Virginia",Midlothian,78,200,4.7,0,,,Richmond,Omar Howard,2012
rb,"Yuma, Arizona",Arizona Western C.C.,78,215,4.5,3,5.6,,Oklahoma,Damien Williams,2012
rb,"Jacksonville, Florida",Ed White,65,175,,0,,,Richmond,Jacobi Green,2012
dt,"Atlanta, Georgia",Grady,78,305,5.1,0,,,Richmond,Kieno Jones,2012
rb,"Stone Mountain, Georgia",Stephenson,65,216,,2,5.4,,Richmond,T.J. Moon,2012
ol,"Memphis, Tennessee",Memphis University School,78,270,5.0,0,,,Richmond,Nicholas Vergos,2012
qb,"Suwanee, Georgia",Lambert,78,212,4.7,2,5.4,,Richmond,David Broadus,2012
db,"Charlotte, North Carolina",Latin,65,170,,0,,,Richmond,Xander Maddox,2012
db,"Waldorf, Maryland",Westlake,78,187,4.5,0,,,Richmond,Ayo Ogunniyi,2012
ath,"St. Petersburg, Florida",St. Petersburg,78,160,,2,5.3,,Richmond,David Jones,2012
ol,"Franklin, North Carolina",Franklin,78,286,5.0,0,,,Richmond,Thomas Evans,2012
rb,"Charlotte, North Carolina",Charlotte Catholic,78,195,,0,,,Richmond,David Herlocker,2012
ol,"Burlington, North Carolina",Walter M Williams School,78,275,5.1,0,,,Richmond,Alex Gee,2012
ol,"Garden City, New York",Nassau C.C.,78,295,,0,,,Eastern Kentucky,Moe Vogel,2012
dt,"Garden City, New York",Nassau C.C.,78,285,,0,,,Eastern Kentucky,Julio Geronimo,2012
ol,"Athens, Texas",Trinity Valley C.C.,78,315,,0,,,Eastern Kentucky,Travon Carter,2012
de,"Fresno, California",Fresno City C.C.,78,260,,0,,,Stony Brook,Dimetrius Bernard,2012
lb,"Culver City, California",West Los Angeles C.C.,78,240,,0,,,Robert Morris,Adrian Perez,2012
lb,"Franklin, Massachusetts",Dean J.C.,65,210,,0,,,Central Connecticut State,Chuck Watson,2012
qb,"Salinas, California",Hartnell C.C.,78,195,,0,,,Central Connecticut State,Austin Fales,2012
ol,"Franklin, Massachusetts",Dean J.C.,78,290,,0,,,Central Connecticut State,Joseph Dowling,2012
ol,"Orchard Park, New York",Erie C.C.,78,280,,0,,,Central Connecticut State,Jonathan Connors,2012
de,"Garden City, New York",Nassau C.C.,78,270,,0,,,Central Connecticut State,Darnell Benjamin,2012
qb,"Woodland Hills, California",Pierce C.C.,78,210,,0,,,Norfolk State,Jake Basmagian,2012
db,"Hayward, California",Chabot C.C.,65,185,,0,,,Morgan State,Tajghi Robertson,2012
rb,"Wilmington, California",Los Angeles Harbor C.C.,78,220,,0,,,Morgan State,Wesley Nichols,2012
lb,"West Chicago, Illinois",West Chicago Community,78,235,,2,5.2,,Dayton,Nate Sudnick,2012
dt,"Bakersfield, California",Bakersfield C.C.,78,280,,0,,,Morgan State,Armonti Yharbrough,2012
lb,"Milpitas, California",Milpitas,78,245,,2,5.2,,San Jose State,Lemaki Musika,2012
te,"Reedley, California",Reedley C.C.,78,230,,0,,,Bethune-Cookman,Jamel Turner,2012
ath,"Columbia, South Carolina",Eau Claire,65,180,,0,,,North Carolina A&T,Marquis Boyan,2012
db,"San Diego, California",Helix,78,175,,2,5.2,,San Jose State,Jimmy Pruitt,2012
de,"Quincy, California",Feather River C.C.,78,265,,0,,,Duquesne,Mike Hutchings,2012
wr,"Dallas, Georgia",East Paulding,65,179,4.6,2,5.4,,Air Force,Andrej Suttles,2012
ol,"Brooklyn, New York",ASA College,78,300,,0,,,Duquesne,Frank Balmaceda,2012
ath,"Lithonia, Georgia",Martin Luther King,65,187,4.6,2,5.4,,Alabama State,Carnell Boyd,2012
lb,"Oakland, California",Laney C.C.,78,235,,2,5.4,,Cal Poly,Omar Omilabu,2012
db,"San Mateo, California",College of San Mateo,65,190,,0,,,Cal Poly,Alex Hubbard,2012
de,"Glendale, Arizona",Glendale C.C.,78,235,,0,,,South Dakota State,Marshall Peugh,2012
rb,"Atlanta, Georgia",Westlake,65,180,4.7,0,,,Alabama State,Charles Purnell,2012
de,"Wilmar, Minnesota",Ridgewater C.C.,78,230,,0,,,South Dakota State,Rob Diane,2012
db,"Council Bluffs, Iowa",Iowa Western C.C.,65,195,,0,,,South Dakota State,Andrew Brown,2012
db,"San Marcos, California",Mission,65,170,,2,5.2,,San Jose State,Miles Milner,2012
ol,"Grand Rapids, Michigan",Grand Rapids C.C.,78,305,,0,,,Youngstown State,Dana Harris,2012
dt,"Joliet, Illinois",Joliet J.C.,78,310,,0,,,Youngstown State,Brandon Davis,2012
ol,"Chandler, Arizona",Basha,78,255,,2,5.2,,San Jose State,Evan Sarver,2012
ol,"Fallbrook, California",Fallbrook,78,290,,2,5.2,,San Jose State,Jeremiah Kolone,2012
de,"Tucson, Arizona",Sahuaro,78,240,,2,5.2,,San Jose State,Niko Kittrell,2012
lb,"Palo Cedro, California",Foothill,78,215,,2,5.2,,San Jose State,Addison Gillam,2012
ath,"Powder Springs, Georgia",Hillgrove,78,207,4.6,0,,,Elon,John Silas,2012
lb,"Clearwater, Florida",Countryside,78,200,,0,,,Youngstown State,Terry Johnson,2012
wr,"Lakeland, Florida",Lakeland Christian School,65,165,,0,,,Youngstown State,Michael Wheary,2012
db,"Miami, Florida",Miami Norland,78,180,,2,5.3,,Youngstown State,Jameel Smith,2012
db,"Hialeah, Florida",American,78,175,,0,,,Youngstown State,David Rivers,2012
wr,"Tampa, Florida",Robinson,78,185,,2,5.4,,Youngstown State,Byron Pringle,2012
db,"Miami, Florida",Booker T. Washington,65,185,,0,,,Youngstown State,Kevon Caffey,2012
te,"Daytona Beach, Florida",Mainland,78,255,,3,5.5,,Florida Atlantic,Anthony Russell,2012
wr,"Fort Lauderdale, Florida",Westminster Academy,78,190,4.5,2,5.3,,Florida Atlantic,Josh Orsino,2012
de,"Sugar Land, Texas",Kempner,78,245,4.9,3,5.5,,Florida Atlantic,Shalom Ogbonda,2012
db,"Corsicana, Texas",Navarro J.C.,65,180,,2,5.4,,Florida Atlantic,Jeremy McKnight,2012
ol,"Bethesda, Maryland",Landon School,78,255,,0,,,Davidson,Allan Spiegel,2012
db,"Milwaukee, Wisconsin",Germantown,65,195,,0,,,Army,Chasen Brown,2012
te,"Fort Scott, Kansas",Fort Scott C.C.,78,260,4.7,3,5.6,,Florida Atlantic,Terrell Mitchell,2012
de,"Valdosta, Georgia",Lowndes,78,270,,2,5.4,,Florida Atlantic,James Mathis,2012
ath,"Belle Glade, Florida",Glades Central,65,175,,2,5.4,,Florida Atlantic,Cre'von LeBlanc,2012
rb,"Fort Scott, Kansas",Fort Scott C.C.,65,165,,2,5.4,,Florida Atlantic,Martese Jackson,2012
db,"Yuma, Arizona",Arizona Western C.C.,78,175,4.5,3,5.6,,Florida Atlantic,Tony Grimes,2012
wr,"Oakland Park, Florida",Northeast,78,180,,2,5.4,,Florida Atlantic,Jeremy Glinton,2012
lb,"Thatcher, Arizona",Eastern Arizona J.C.,78,215,,3,5.5,,Florida Atlantic,Adarius Glanton,2012
qb,"Poplarville, Mississippi",Pearl River C.C.,78,210,,3,5.5,,Florida Atlantic,Melvin German,2012
qb,"Venice, Florida",Venice,78,185,,2,5.4,,Florida Atlantic,Grant Flessner,2012
ol,"Bethesda, Maryland",Landon School,78,255,,0,,,Davidson,Matt Hunt,2012
ol,"Tarpon Springs, Florida",East Lake,78,245,4.7,2,5.4,,Florida Atlantic,Dillon DeBoer,2012
ol,"Delray Beach, Florida",American Heritage School,78,250,,2,5.2,,Florida Atlantic,Arthur Crouse,2012
de,"Miramar, Florida",Miramar,78,225,,3,5.5,,Florida Atlantic,Trevon Coley,2012
de,"Fort Scott, Kansas",Fort Scott C.C.,78,260,,3,5.5,,Florida Atlantic,Brandin Bryant,2012
lb,"Miami, Florida",Miami Central,78,210,,2,5.3,,Florida Atlantic,Josh Ballesteros,2012
ath,"Miami, Florida",Braddock,65,195,4.6,2,5.4,,Florida Atlantic,Jarvon Anderson,2012
wr,"San Antonio, Texas",Ronald Reagan,78,185,4.5,2,5.2,,Oklahoma State,Austin Hays,2012
lb,"Boynton Beach, Florida",Boynton Beach,78,225,,2,5.2,,Bucknell,Audrey Dieujuste,2012
de,"Sacramento, California",American River C.C.,78,250,,3,5.5,,Texas State,Thomas Evans,2012
wr,"Sanford, Florida",Seminole,65,195,4.4,2,5.4,,Bethune-Cookman,Ray Martin,2012
ol,"Hollywood, Florida",Chaminade Madonna,78,270,,0,,,Bethune-Cookman,Tim Nicholas,2012
db,"Hollywood, Florida",Hollywood Hills,78,170,,2,5.4,,Bethune-Cookman,Terry Harden,2012
db,"Deland, Florida",Deland,78,185,,0,,,Bethune-Cookman,Tevin Gordon,2012
te,"Jupiter, Florida",Jupiter,78,220,,0,,,Bryant,Jacob Logan,2012
k,"New Orleans, Louisiana",Jesuit,65,180,,0,,,Army,Ralph Freibert,2012
de,"Miami, Florida",Felix Varela,78,230,,0,,,Southern Illinois,Ryan Campbell,2012
ath,"Kinston, North Carolina",Kinston,65,170,4.4,0,,,North Carolina Central,Shaheed Swinson,2012
db,"Midlothian, Virginia",Clover Hill,78,185,,0,,,North Carolina Central,Tim Thaniel,2012
qb,"Richmond, Virginia",Henrico,78,178,4.8,0,,,North Carolina Central,Malcolm Bell,2012
db,"Woodland Hills, California",Pierce C.C.,65,170,4.4,0,,,North Carolina Central,Aldain Barham,2012
qb,"Fullerton, California",Fullerton C.C.,78,225,4.9,0,,,North Carolina Central,Matt Goggans,2012
lb,"Boiling Springs, South Carolina",Boiling Springs,65,173,5.2,0,,,North Carolina Central,Shaquan Burney,2012
ol,"Stafford, Virginia",Mountain View,78,285,,0,,,North Carolina Central,Desmond Cooper,2012
ol,"Hialeah, Florida",Champagnat Catholic,78,285,,0,,,North Carolina Central,Jamaal Symmonett,2012
lb,"Upper Marlboro, Maryland",Wise,78,195,,0,,,North Carolina Central,Tre Smith,2012
db,"Ocala, Florida",Vanguard,78,195,,0,,,North Carolina Central,Jamarius Quary,2012
ol,"Boynton Beach, Florida",Boynton Beach,78,255,,2,5.4,,North Carolina Central,Decarreus Mason,2012
ol,"Miramar, Florida",Miramar,78,275,,2,5.4,,North Carolina Central,Clevonne Davis,2012
de,"Navarre, Florida",Navarre,78,244,4.8,0,,,Jacksonville,Virgilio Hunter,2012
ol,"New Port Richey, Florida",Gulf,78,280,,0,,,Cornell,Jeff Kruse,2012
ol,"Bethesda, Maryland",Walt Whitman,78,275,,0,,,Davidson,Josh Daryoush,2012
ol,"Upper Marlboro, Maryland",Riverdale Baptist,78,298,,0,,,Norfolk State,Daniel Oladimeji,2012
wr,"Cleveland, Ohio",Shaw,65,180,,2,5.2,,Kent State,William Woods,2012
ath,"Zephyrhills, Florida",Zephyrhills,65,170,,2,5.2,,Kent State,Jamal Roberts,2012
wr,"Aurora, Ohio",Aurora,65,185,4.6,2,5.2,,Kent State,Anthony Melchiori,2012
wr,"Columbus, Ohio",St. Francis DeSales,78,185,,2,5.2,,Kent State,Charles Chandler,2012
lb,"Philadelphia, Pennsylvania",West Catholic,78,235,,0,,,Navy,T.J. Waters,2012
wr,"Allentown, Pennsylvania",Central Catholic,78,195,4.8,0,,,Duquesne,Jalen Snyder-Scipio,2012
wr,"Miami, Florida",Palmetto,65,150,,0,,,South Dakota,Darrick Jones,2012
qb,"McKees Rocks, Pennsylvania",Montour,78,175,,0,,,Duquesne,Dillon Buechel,2012
wr,"Pompano Beach, Florida",Highlands Christian,78,185,4.6,0,,,South Dakota,Tyson Graham,2012
wr,"Covina, California",Charter Oak,78,190,,0,,,Florida Atlantic,Chris Gilchrist,2012
ol,"Hollywood, Florida",Chaminade Madonna,78,250,,0,,,Alabama State,Darren Davis,2012
qb,"Birdsboro, Pennsylvania",Daniel Boone,78,195,,0,,,Bucknell,Tom Bodolus,2012
lb,"West Chester, Pennsylvania",Westchester Henderson,78,225,4.7,2,5.2,,Villanova,T.J. White,2012
ol,"McKees Rocks, Pennsylvania",Montour,78,290,,0,,,William & Mary,Dom Martinelli,2012
rb,"Pittsburgh, Pennsylvania",Seton La Salle,65,195,,0,,,William & Mary,Kevin Hart,2012
ath,"Miami, Florida",Coral Reef,65,165,,0,,,listClose this windowFlorida International (none)Iowa State (none)Middle Tennessee State (none)Mississippi (none)Missouri (none),Trashaun Ward,2012
lb,"Mechanicsburg, Pennsylvania",Mechanicsburg,78,212,4.8,2,5.3,,Towson,Bryton Barr,2012
ol,"Philadelphia, Pennsylvania",West Catholic,78,270,5.0,0,,,Coastal Carolina,Dom DiGalbo,2012
de,"Tampa, Florida",Berkeley Prep,78,200,,0,,,Jacksonville,Tyler Davis,2012
lb,"Miami, Florida",Gulliver Prep,78,175,,0,,,Elon,Jackson Huggett,2012
wr,"Jacksonville, Florida",First Coast,65,160,4.6,2,5.3,,Elon,Justin Osborne,2012
ath,"Orlando, Florida",Colonial,78,190,,2,5.3,,Elon,Jeremy Gloston,2012
db,"Jacksonville, Florida",First Coast,65,160,,2,5.3,,Elon,Adrian McClendon,2012
lb,"Crestview, Florida",Crestview,78,205,,0,,,Elon,Javaris Seastrunk,2012
rb,"Folsom, Pennsylvania",Ridley,78,220,4.6,3,5.5,,Delaware,Jalen Randolph,2012
lb,"Deland, Florida",Deland,65,180,,0,,,Robert Morris,David Taylor,2012
ol,"Deland, Florida",Deland,78,260,,0,,,Robert Morris,Maxwell Robertson,2012
ol,"Deland, Florida",Deland,78,255,,0,,,Robert Morris,Sean Guy,2012
de,"Glendale, Arizona",Glendale C.C.,78,270,,0,,,Missouri State,Cullan Randall,2012
db,"Fort Scott, Kansas",Fort Scott C.C.,78,190,,0,,,Missouri State,Jeremiah Plowden,2012
lb,"Glendale, Arizona",Glendale C.C.,78,235,,0,,,Missouri State,Timothy Piccarreto,2012
db,"Scottsdale, Arizona",Scottsdale C.C.,65,185,4.5,0,,,Missouri State,Adam Dixon,2012
de,"Miami, Oklahoma",Northeastern Oklahoma A&M J.C.,78,260,4.9,0,,,Missouri State,Kerry Burks,2012
lb,"Highland, Kansas",Highland C.C.,78,200,,0,,,Southern Illinois,Tyler Williamson,2012
wr,"Monticello, Florida",Jefferson County,78,180,,0,,,Northern Arizona,James Strawter,2012
db,"Coffeyville, Kansas",Coffeyville C.C.,65,165,,0,,,Southern Illinois,Elroy Douglas,2012
dt,"Fort Dodge, Iowa",Iowa Central C.C.,78,305,5.2,0,,,Northern Iowa,Ricky Taylor,2012
ol,"Zebulon, Georgia",Pike County,78,260,,0,,,Georgia State,Tanner Strickland,2012
qb,"Glendora, California",Citrus C.C.,78,225,,2,5.4,,Indiana State,Blake Loncar,2012
ol,"Glendale, California",Glendale C.C.,78,310,,0,,,Illinois State,Sam Campbell,2012
wr,"Garden City, Kansas",Garden City C.C.,78,205,4.5,0,,,Gardner-Webb,Kenny Cook,2012
rb,"Scranton, Pennsylvania",Lackawanna C.C.,78,227,,0,,,Coastal Carolina,Lorenzo Taliaferro,2012
db,"Santa Maria, California",Allan Hancock C.C.,78,175,,0,,,Weber State,Chris Wheeler,2012
rb,"Los Angeles, California",Los Angeles Southwest College,65,175,,0,,,Sacramento State,Ezekiel Graham,2012
k,"Fresno, California",Fresno City C.C.,78,210,,0,,,Sacramento State,Justin Weldon,2012
qb,"Senatobia, Mississippi",Northwest Mississippi C.C.,78,230,,3,5.5,,Lamar,Ryan Mossakowski,2012
rb,"Conroe, Texas",Oak Ridge,65,165,,2,5.3,,Lamar,Michael Handy,2012
lb,"Visalia, California",College of the Sequoias,78,240,,0,,,Sacramento State,Jaycee Totty,2012
ol,"Sacramento, California",American River C.C.,78,250,,0,,,Sacramento State,Jessie Brown,2012
db,"San Jacinto, California",Mount San Jacinto C.C.,78,190,4.5,0,,,Portland State,Dennis Fite,2012
db,"El Cajon, California",Grossmont C.C.,65,205,4.5,0,,,Portland State,David Edgerson,2012
ol,"Victorville, California",Victor Valley C.C.,78,300,,0,,,Portland State,Matt Hollen,2012
qb,"Oroville, California",Butte C.C.,78,195,,0,,,Portland State,Collin Ramirez,2012
dt,"Yuma, Arizona",Arizona Western C.C.,78,275,4.8,0,,,Portland State,Tomasi Molesi,2012
