position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
ol,"Plano, Texas",Plano East,78,268,4.9,3,5.6,15,UCLA,Jake Brendel,2011
ol,"Vero Beach, Florida",Vero Beach,78,315,,4,5.8,15,Tennessee,Marcus Jackson,2011
dt,"Round Rock, Texas",Stony Point,78,293,,4,5.8,15,Oklahoma,Jordan Wade,2011
k,"Dallas, Texas",Jesuit,78,200,,2,5.4,15,LSU,James Hairston,2011
qb,"Washington, District of Columbia",Gonzaga,78,200,4.7,3,5.7,15,Stanford,Kevin Hogan,2011
qb,"Highlands Ranch, Colorado",Valor Christian,78,205,4.6,3,5.7,15,Kansas,Brock Berglund,2011
qb,"Myrtle Beach, South Carolina",Myrtle Beach,78,170,,3,5.7,16,Notre Dame,Everett Golson,2011
wr,"Long Branch, New Jersey",Long Branch,65,173,4.4,4,5.8,16,Rutgers,Miles Shuler,2011
lb,"Middletown, Connecticut",Xavier,78,216,4.5,4,5.8,16,Florida,Graham Stewart,2011
ol,"Chandler, Arizona",Hamilton,78,260,,4,5.8,16,Oregon,Tyler Johnstone,2011
k,"Boca Raton, Florida",West Boca Raton,78,190,,2,5.4,16,Nebraska,Mauro Bondi,2011
rb,"Fort Wayne, Indiana",Bishop Dwenger,65,190,4.5,4,5.8,16,Stanford,Remound Wright,2011
db,"League City, Texas",Clear Springs,78,200,4.5,4,5.8,16,Texas A&M,Howard Matthews,2011
db,"Sugar Land, Texas",Dulles,78,185,4.4,4,5.8,16,Texas,Sheroid Evans,2011
de,"Muleshoe, Texas",Muleshoe,78,225,4.6,3,5.7,16,Texas Tech,Cooper Washington,2011
lb,"Trotwood, Ohio",Trotwood-Madison,78,204,4.9,4,5.8,16,Pittsburgh,Nicholas Grigsby,2011
de,"Canton, Michigan",Plymouth,78,222,4.5,4,5.8,16,Michigan,Brennen Beyer,2011
dt,"Tempe, Arizona",Corona Del Sol,78,300,5.0,4,5.8,16,Nebraska,Todd Peat Jr.,2011
qb,"Lee's Summit, Missouri",Lee's Summit,78,224,,3,5.7,16,Missouri,Corbin Berkstresser,2011
te,"Picayune, Mississippi",Picayune,78,265,,4,5.8,16,Alabama,Malcolm Faciane,2011
ath,"Bay Springs, Mississippi",Sylva Bay Academy,78,200,,4,5.8,16,Mississippi,Cody Prewitt,2011
te,"Summerton, South Carolina",Scotts Branch,78,220,4.6,3,5.7,17,South Carolina,Jerell Adams,2011
dt,"Covington, Louisiana",St. Paul's,78,310,5.0,4,5.8,17,LSU,Mickey Johnson,2011
ol,"Springdale, Arkansas",Springdale,78,291,,3,5.7,17,Arkansas,Mitch Smothers,2011
db,"Chino Hills, California",Chino Hills,65,180,4.5,4,5.8,17,Oregon,Ifo Ekpre-Olomu,2011
ol,"Indianapolis, Indiana",Warren Central,78,270,5.4,4,5.8,17,North Carolina,Kiaro Holts,2011
db,"Miami, Florida",Jackson,65,180,,4,5.8,17,Auburn,Robenson Therezie,2011
de,"Shawnee Mission, Kansas",Bishop Miege,78,221,4.8,3,5.7,17,Missouri,Shane Ray,2011
qb,"St. Louis, Missouri",Chaminade,78,205,,3,5.7,17,Boston College,Christian Suntrup,2011
qb,"Cincinnati, Ohio",Badin,78,220,4.7,3,5.7,17,Cincinnati,Patrick Coyne,2011
ath,"Homewood, Alabama",Homewood,65,177,4.5,3,5.7,17,Nebraska,Ameer Abdullah,2011
wr,"Raleigh, Mississippi",Raleigh,78,203,4.5,4,5.8,17,Mississippi,Donte Moncrief,2011
lb,"League City, Texas",Clear Springs,78,205,4.5,3,5.7,17,LSU,Trevon Randle,2011
de,"Los Angeles, California",Salesian,78,225,4.6,4,5.8,17,Southern Methodist,Davon Moreland,2011
rb,"South Jordon, Utah",Bingham,78,220,,4,5.8,17,Utah,Harvey Langi,2011
lb,"Cincinnati, Ohio",St. Xavier,78,225,,4,5.8,17,Boston College,Steven Daniels,2011
k,"Canton, Michigan",Plymouth,78,195,,2,5.4,17,Notre Dame,Kyle Brindza,2011
db,"East Stroudsburg, Pennsylvania",East Stroudsburg South,78,182,4.6,4,5.8,18,Virginia Tech,Kyshoen Jarrett,2011
wr,"Santa Ana, California",Mater Dei,78,186,4.4,4,5.8,18,USC,Victor Blackwell,2011
dt,"San Diego, California",Cathedral Catholic,78,300,5.1,4,5.8,18,California,Mustafa Jalil,2011
ol,"Succasunna, New Jersey",Roxbury,78,290,,3,5.7,18,Penn State,Angelo Mangiro,2011
qb,"Mobile, Alabama",St. Paul's,78,210,,3,5.7,18,Florida State,Jacob Coker,2011
de,"Lansdowne, Pennsylvania",Penn Wood,78,240,,4,5.8,18,Penn State,Shawn Oakman,2011
rb,"Pflugerville, Texas",Hendrickson,65,206,4.5,4,5.8,18,Texas Tech,Kenny Williams,2011
ol,"Memphis, Tennessee",Central,78,265,,4,5.8,18,Tennessee,Cameron Clear,2011
ath,"Arlington, Texas",Martin,65,190,,3,5.7,18,Oklahoma,Danzel Williams,2011
lb,"Decatur, Georgia",Southwest Dekalb,78,215,4.6,3,5.7,18,Florida State,Terrance Smith,2011
db,"Adamsville, Alabama",Minor,78,185,4.5,4,5.8,18,Alabama,Chris Jones,2011
de,"Cincinnati, Ohio",Moeller,78,230,,3,5.7,18,Wisconsin,Jesse Hayes,2011
lb,"Lauderdale Lakes, Florida",Boyd Anderson,78,230,,3,5.7,18,Georgia,Kent Turene,2011
k,"Palm Coast, Florida",Matanzas,78,190,,2,5.3,18,Georgia State,Christian Benvenuto,2011
qb,"Rocklin, California",Rocklin,78,180,,3,5.7,18,Boise State,Jimmy Laughrea,2011
te,"Naples, Florida",Barron Collier,78,240,4.7,3,5.7,18,Ohio State,Jeff Heuerman,2011
dt,"Fayetteville, North Carolina",Jack Britt,78,280,,4,5.8,19,North Carolina,Devonte Brown,2011
wr,"Sicklerville, New Jersey",Timber Creek,65,165,4.6,4,5.8,19,South Carolina,Damiere Byrd,2011
te,"Charlotte, North Carolina",Ardrey Kell,78,227,4.8,3,5.7,19,South Carolina,Drew Owens,2011
de,"West Orange, New Jersey",Seton Hall Prep,78,250,4.8,4,5.8,19,Boston College,Connor Wujciak,2011
lb,"Cibolo, Texas",Steele,78,218,,3,5.7,19,Oklahoma State,Ryan Simmons,2011
ath,"Hollywood, Florida",South Broward,65,165,,3,5.7,19,Miami (FL),Kevin Grooms,2011
qb,"Richmond, Illinois",Burton,78,200,,3,5.7,19,Wyoming,Adam Pittser,2011
qb,"Athens, Alabama",Athens,78,200,,3,5.7,19,LSU,Stephen Rivers,2011
lb,"Long Beach, California",Poly,78,210,4.6,3,5.7,19,Washington,Corey Waller,2011
db,"Damascus, Maryland",Damascus,78,175,4.4,4,5.8,19,Virginia,Brandon Phelps,2011
rb,"Spokane, Washington",Gonzaga Prep,65,183,4.4,4,5.8,19,Washington,Bishop Sankey,2011
ol,"McMinnville, Tennessee",Warren County,78,306,4.9,3,5.7,19,Duke,Cody Robinson,2011
ol,"Chicago, Illinois",Simeon,78,330,,4,5.8,19,Michigan,Chris Bryant,2011
de,"Venice, Florida",Venice,78,230,,3,5.7,19,Florida,Clay Burton,2011
k,"St. Amant, Louisiana",St. Amant,78,175,,2,5.3,19,Louisiana-Monroe,Justin Manton,2011
db,"Washington, District of Columbia",Dunbar,65,166,4.6,4,5.8,19,West Virginia,Vance Roberts,2011
te,"Suwannee, Georgia",North Gwinnett,78,230,4.7,3,5.7,20,Auburn,C.J. Uzomah,2011
wr,"Madison, Mississippi",Madison Central,78,187,4.4,4,5.8,20,Mississippi,Tobias Singleton,2011
de,"Las Vegas, Nevada",Bishop Gorman,78,255,4.8,4,5.8,20,Miami (FL),Jalen Grimble,2011
dt,"Jacksonville, Florida",First Coast,78,285,4.8,4,5.8,20,Florida State,Derrick Mitchell,2011
lb,"Dallas, Texas",Parish Episcopal School,78,219,4.5,3,5.7,20,Arizona,Rob Hankins,2011
ol,"Lakeland, Florida",Lake Gibson,78,305,,3,5.7,20,Georgia Tech,Errin Joe,2011
de,"Corona, California",Corona,78,230,4.7,3,5.7,20,USC,DeVante Wilson,2011
rb,"Newport News, Virginia",Menchville,78,195,4.4,4,5.8,20,Virginia,Clifton Richardson,2011
db,"Pottstown, Pennsylvania",Pottsgrove,65,180,4.5,4,5.8,20,West Virginia,Terrell Chestnut,2011
lb,"Lake Oswego, Oregon",Lake Oswego,78,200,,3,5.7,20,Oregon,Tyson Coleman,2011
ol,"Parker, Colorado",Chaparral,78,263,5.9,4,5.8,20,Stanford,Brendon Austin,2011
qb,"Tampa, Florida",Plant,78,186,4.6,3,5.7,20,Alabama,Phillip Ely,2011
k,"Raleigh, North Carolina",Wakefield,78,190,,2,5.3,20,North Carolina State,Niklas Sade,2011
db,"Brunswick, Georgia",Brunswick,65,175,4.4,4,5.8,20,Tennessee,Justin Coleman,2011
ath,"Jackson, Tennessee",Trinity Christian Academy,65,165,,3,5.7,20,Alabama,Jabriel Washington,2011
db,"Lorton, Virginia",South County,78,200,4.5,4,5.8,21,Virginia Tech,Ronny Vandyke,2011
dt,"Tupelo, Mississippi",Tupelo,78,252,5.3,4,5.8,21,Mississippi State,P.J. Jones,2011
te,"Greensboro, North Carolina",Ben L Smith,78,225,4.6,3,5.7,21,North Carolina,Eric Ebron,2011
de,"Dinwiddie, Virginia",Dinwiddie,78,239,4.8,4,5.8,21,Virginia Tech,Corey Marshall,2011
ath,"Missouri City, Texas",Fort Bend Marshall,65,183,4.5,3,5.7,21,Texas Tech,DeAndre Washington,2011
lb,"Avon, Indiana",Avon,78,225,,3,5.7,21,Marshall,Armonze Daniel,2011
de,"Chicago, Illinois",Curie,78,250,,3,5.7,21,Wisconsin,James Adeyanju,2011
wr,"Vernon Hills, Illinois",Vernon Hills,78,190,4.5,4,5.8,21,Notre Dame,Davaris Daniels,2011
ol,"Del City, Oklahoma",Del City,78,311,,3,5.7,21,TCU,Jamelle Naff,2011
db,"Carrollton, Texas",Hebron,78,185,4.5,4,5.8,21,LSU,David Jenkins,2011
qb,"Moore, Oklahoma",Southmoore,78,180,4.6,3,5.7,21,Oklahoma,Kendal Thompson,2011
ol,"Seguin, Texas",Seguin,78,271,4.9,4,5.8,21,Texas A&M,Joseph Cheek,2011
qb,"Dublin, Ohio",Coffman,78,200,4.7,3,5.6,21,Clemson,Cole Stoudt,2011
dt,"Woodland Hills, California",Taft,78,322,5.0,4,5.8,22,USC,Antwaun Woods,2011
wr,"Encino, California",Crespi,78,189,4.5,4,5.8,22,UCLA,Devin Lucien,2011
de,"Klein, Texas",Klein Oak,78,263,4.7,4,5.8,22,Oklahoma,Nathan Hughes,2011
ath,"Folkston, Georgia",Charlton County,78,175,4.4,3,5.7,22,Georgia Tech,Chris Milton,2011
qb,"Murrieta, California",Vista Murrieta,78,230,4.8,3,5.7,22,Washington,Derrick Brown,2011
ol,"Duncan, Oklahoma",Duncan,78,292,,4,5.8,22,Oklahoma,Dylan Dismuke,2011
lb,"Sicklerville, New Jersey",Timber Creek,78,234,4.6,3,5.7,22,Iowa,Quinton Alston,2011
te,"Merrill, Wisconsin",Merrill,78,233,4.7,3,5.7,22,Wisconsin,Sam Arneson,2011
de,"Salem, Utah",Salem Hills,78,238,5.1,3,5.7,22,Utah,Jordan Robles,2011
db,"Greenville, South Carolina",J. L. Mann,65,196,4.6,4,5.8,22,Tennessee,Pat Martin,2011
lb,"Powder Springs, Georgia",Mceachern,78,205,,3,5.7,22,South Carolina,Marcquis Roberts,2011
db,"Olive Branch, Mississippi",Olive Branch,78,180,4.5,4,5.8,22,LSU,Jalen Collins,2011
ol,"Arlington, Texas",Sam Houston,78,287,5.3,3,5.7,22,Texas Tech,Alfredo Morales,2011
rb,"Blue Springs, Missouri",Blue Springs,65,181,,4,5.8,22,Kansas,Darrian Miller,2011
qb,"Shawnee Mission, Kansas",Bishop Miege,78,214,5.0,3,5.6,22,Minnesota,Max Shortell,2011
db,"Wiggins, Mississippi",Stone,78,215,,3,5.7,23,Mississippi State,Darion Arrington,2011
lb,"Lauderdale Lakes, Florida",Boyd Anderson,78,225,4.6,3,5.7,23,Texas A&M,Shaun Ward,2011
db,"Miami, Florida",Southridge,65,170,,4,5.8,23,Louisville,Andrew Johnson,2011
dt,"Miami, Florida",Booker T. Washington,78,275,4.9,4,5.8,23,South Florida,Elkino Watson,2011
de,"Woodbridge, New Jersey",Woodbridge,78,240,4.6,3,5.7,23,Rutgers,Max Issaka,2011
wr,"Moreno Valley, California",Rancho Verde,78,237,4.6,4,5.8,23,USC,Junior Pomee,2011
de,"Brenham, Texas",Brenham,78,230,4.7,3,5.7,23,Texas A&M,Brandon Alexander,2011
ol,"Cedar Park, Texas",Cedar Park,78,264,5.1,4,5.8,23,Baylor,Spencer Drango,2011
qb,"Orlando, Florida",Lake Nona,78,213,4.7,3,5.7,23,Wake Forest,Kevin Sousa,2011
ath,"Tallahassee, Florida",Lincoln,78,210,4.4,3,5.7,23,USC,Javorius Allen,2011
te,"Westlake Village, California",Oaks Christian,78,230,4.7,3,5.7,23,Vanderbilt,Dillon van der Wal,2011
ol,"Cullman, Alabama",Cullman,78,330,5.5,3,5.7,23,Clemson,Spencer Region,2011
lb,"Concord, California",De La Salle,78,233,4.7,3,5.7,23,Boise State,Blake Renaud,2011
rb,"Daytona Beach, Florida",Mainland,78,205,,4,5.8,23,Tennessee,Marlin Lane,2011
qb,"Fulton, Mississippi",Itawamba Agricultural,78,235,,3,5.6,23,Mississippi,Maikhail Miller,2011
db,"Gadsden, Alabama",Gadsden City,78,215,4.6,3,5.7,24,Auburn,Anthony Swain,2011
de,"Huntington Beach, California",Edison,78,230,4.6,3,5.7,24,USC,Charles Burks,2011
te,"Shrewsbury, Massachusetts",St. John's,78,230,4.6,3,5.7,24,California,Richard Rodgers,2011
lb,"Waldorf, Maryland",North Point,78,215,4.5,3,5.7,24,Ohio State,Conner Crowell,2011
ol,"Cleveland, Ohio",John F. Kennedy,78,325,,3,5.7,24,Ohio State,Chris Carter,2011
dt,"Indianapolis, Indiana",Warren Central,78,265,,4,5.8,24,Virginia Tech,Kris Harley,2011
db,"Greenwood, Mississippi",Amanda Elzy,78,183,,4,5.8,24,Auburn,Jermaine Whitehead,2011
ath,"Tucker, Georgia",Tucker,78,176,,3,5.7,24,Georgia,Chris Sanders,2011
wr,"Hoover, Alabama",Hoover,78,190,4.5,4,5.8,24,Auburn,Jaylon Denson,2011
rb,"Kenosha, Wisconsin",Bradford,78,185,4.5,4,5.8,24,Wisconsin,Melvin Gordon,2011
de,"Oakland Park, Florida",Northeast,78,240,4.9,3,5.7,24,Louisville,Bryant Dubose,2011
qb,"Rock Hill, South Carolina",Northwestern,78,196,4.8,3,5.6,24,Tennessee,Justin Worley,2011
ol,"Anaheim, California",Servite,78,243,4.7,4,5.8,24,Notre Dame,Troy Niklas,2011
lb,"Cincinnati, Ohio",Colerain,78,240,4.6,3,5.7,24,Notre Dame,Jarrett Grace,2011
qb,"Mesquite, Texas",West Mesquite,78,205,4.5,3,5.6,24,TCU,Trevone Boykin,2011
lb,"Coral Gables, Florida",Coral Gables,65,217,,3,5.7,25,Miami (FL),Denzel Perryman,2011
ol,"Union City, New Jersey",Union City,78,290,,4,5.8,25,Florida State,Josue Matias,2011
ath,"Oradell, New Jersey",Bergen Catholic,78,200,4.7,3,5.7,25,South Carolina,Tanner McEvoy,2011
de,"Concord, California",De La Salle,78,234,4.8,3,5.7,25,Oregon State,Dylan Wynn,2011
rb,"The Woodlands, Texas",The Woodlands,78,190,4.4,3,5.7,25,California,Daniel Lasco,2011
te,"Kansas City, Missouri",Rockhurst,78,220,,3,5.7,25,Oklahoma,Dan Tapko,2011
de,"Rock Hill, South Carolina",South Pointe,78,260,,3,5.7,25,South Carolina,Gerald Dixon,2011
qb,"Virginia Beach, Virginia",Ocean Lakes,78,224,,3,5.6,25,Vanderbilt,Lafonte Thourogood,2011
dt,"Hamilton, Georgia",Harris County,78,285,,4,5.8,25,Alabama,LaMichael Fanning,2011
ol,"Harbor City, California",Narbonne,78,279,,3,5.7,25,Southern Methodist,Dontae Levingston,2011
wr,"Mobile, Alabama",LeFlore,78,200,4.5,4,5.8,25,Alabama,Danny Woodson,2011
db,"Detroit, Michigan",Cass Tech,65,162,4.7,3,5.7,25,Michigan,Delonte Hollowell,2011
lb,"Taylorsville, Mississippi",Taylorsville,78,195,,3,5.7,25,Mississippi,Marcus Mayers,2011
db,"Plantation, Florida",Plantation,78,185,,3,5.7,25,Ohio State,Jeremy Cash,2011
qb,"New Orleans, Louisiana",McDonogh 35,78,190,4.5,3,5.6,26,Kentucky,Theltus Cobbins,2011
ath,"Gilbert, Arizona",Higley,65,173,4.6,3,5.7,26,Arkansas,Kelvin Fisher Jr.,2011
wr,"Stockton, California",Lincoln,65,165,,4,5.8,26,Oregon State,Brandin Cooks,2011
rb,"Parkersburg, West Virginia",Parkersburg,65,196,4.5,3,5.7,26,Marshall,Allan Wasonga,2011
dt,"Griffin, Georgia",Spalding,78,295,,4,5.8,26,Georgia,Chris Mayes,2011
ol,"Hastings, Nebraska",Hastings St Cecilia,78,260,5.0,4,5.8,26,Nebraska,Zach Sterup,2011
db,"Pasadena, Texas",South Houston,65,190,4.4,3,5.7,26,Texas,Leroy Scott,2011
db,"Columbus, Ohio",Eastmoor,78,190,4.5,3,5.7,26,Ohio State,Ron Tanner,2011
lb,"Cincinnati, Ohio",Winton Woods,78,210,,3,5.7,26,Michigan,Antonio Poole,2011
te,"Powder Springs, Georgia",Mceachern,78,200,4.7,3,5.6,26,South Carolina,Rory Anderson,2011
de,"Bronxville, New York",Bronxville,78,265,4.7,3,5.7,26,Boston College,Kieran Borcich,2011
qb,"Baton Rouge, Louisiana",Catholic,78,220,,3,5.6,26,Northwestern,Zack Oliver,2011
ol,"Spanish Fork, Utah",Spanish Fork,78,319,,3,5.7,26,Utah,Isaac Asiata,2011
de,"Atlanta, Georgia",Mays,78,210,4.6,3,5.7,26,Illinois,Darrius Caldwell,2011
lb,"League City, Texas",Clear Springs,78,204,4.5,3,5.7,26,Texas A&M,Donnie Baggs,2011
lb,"Dallastown, Pennsylvania",Dallastown,78,220,,3,5.7,27,Penn State,Ben Kline,2011
db,"Fort Myers, Florida",South Fort Myers,65,185,,3,5.7,27,Miami (FL),Dallas Crawford,2011
lb,"Detroit, Michigan",Southeastern,78,215,4.5,3,5.7,27,Michigan State,Ed Davis,2011
ol,"Mahtomedi, Minnesota",Mahtomedi,78,275,5.1,3,5.7,27,Minnesota,Tommy Olson,2011
de,"Plantersville, Alabama",Dallas County,78,235,4.7,3,5.7,27,Auburn,Keymiya Harrell,2011
wr,"Miami, Florida",Columbus,65,151,4.4,4,5.8,27,Oregon,Tacoi Sumler,2011
ol,"Piedmont, South Carolina",Wren,78,260,5.1,3,5.7,27,Clemson,Shaq Anthony,2011
dt,"West Monroe, Louisiana",West Monroe,78,294,,4,5.8,27,TCU,Chuck Hunter,2011
qb,"Athens, Georgia",Clarke Central,78,185,4.7,3,5.6,27,South Carolina,Martay Mattox,2011
de,"Breaux Bridge, Louisiana",Breaux Bridge,78,265,,3,5.7,27,LSU,Quentin Thomas,2011
db,"Deland, Florida",Deland,78,180,4.5,3,5.7,27,Florida,De'Ante Saunders,2011
te,"Columbus, Indiana",Columbus North,78,231,4.9,3,5.6,27,Indiana,Jake Reed,2011
qb,"Whitehall, Pennsylvania",Whitehall,78,200,4.8,3,5.6,27,Villanova,Chris Polony,2011
rb,"Scranton, South Carolina",Lake City,65,195,4.4,3,5.7,28,South Carolina,Shon Carson,2011
ol,"Los Angeles, California",Crenshaw,78,357,5.2,3,5.6,28,USC,Marcus Martin,2011
dt,"Washington, District of Columbia",St. John's College High,78,281,5.2,4,5.8,28,UCLA,Kevin McReynolds,2011
de,"Honolulu, Hawaii",St. Louis,78,245,,3,5.7,28,Colorado,Juda Parker,2011
ath,"Franklinton, Louisiana",Franklinton,65,190,,3,5.7,28,LSU,Terrance Magee,2011
wr,"Lakeland, Florida",Lakeland,65,170,,4,5.8,28,Florida,Javares McRoy,2011
db,"Mount Ulla, North Carolina",West Rowan,78,190,4.5,3,5.7,28,Georgia Tech,Domonique Noble,2011
db,"Las Vegas, Nevada",Bishop Gorman,78,200,4.5,3,5.7,28,Washington,Evan Zeger,2011
qb,"Los Angeles, California",Loyola,78,180,,3,5.6,28,UCLA,Jerry Neuheisel,2011
qb,"Indianapolis, Indiana",Lawrence Central,78,170,,3,5.6,28,Indiana,Tre Roberson,2011
lb,"Kansas City, Missouri",Staley,78,199,4.5,3,5.7,28,Northern Illinois,Videl Nelson,2011
ol,"Plant City, Florida",Plant City,78,280,5.0,3,5.7,28,Florida State,Jordan Prestwood,2011
te,"Fayetteville, Arkansas",Fayetteville,78,245,4.7,3,5.6,28,Arkansas,Demetrius Dean,2011
de,"Lake Waccamaw, North Carolina",East Columbus,78,262,4.8,3,5.7,28,Clemson,Joe Gore,2011
de,"McKeesport, Pennsylvania",McKeesport,78,220,,3,5.7,29,Texas Tech,Branden Jackson,2011
lb,"Cincinnati, Ohio",St. Xavier,78,215,,3,5.7,29,Boston College,Sean Duggan,2011
dt,"Davie, Florida",Nova,78,299,,4,5.8,29,Florida State,Nile Lawrence-Stample,2011
te,"McDonough, Georgia",Eagle's Landing Christian,78,214,4.5,3,5.6,29,Virginia Tech,Christian Reeves,2011
wr,"Ft. Lauderdale, Florida",St. Thomas Aquinas,78,175,4.4,4,5.8,29,Florida State,Rashad Greene,2011
db,"Clearwater, Florida",Countryside,78,185,,3,5.7,29,North Carolina,Alex Dixon,2011
de,"Grand Prairie, Texas",South Grand Prairie,78,215,,3,5.6,29,Texas Tech,Kindred Evans,2011
qb,"Hampton, Virginia",Hampton,78,180,4.6,3,5.5,29,Virginia,David Watford,2011
db,"Pittsburgh, Pennsylvania",Woodland Hills,65,185,,3,5.7,29,Pittsburgh,Lafayette Pitts,2011
ath,"Rossville, Georgia",Ridgeland,78,175,4.5,3,5.7,29,Georgia,Devin Bowman,2011
ol,"Miami, Florida",Jackson,78,285,,3,5.6,29,Florida State,Ruben Carter,2011
ol,"Lisle, Illinois",Benet Academy,78,260,,3,5.7,29,Illinois,Pat Flavin,2011
lb,"Houston, Texas",St. Pius X,78,209,4.6,3,5.7,29,Michigan,Kellen Jones,2011
rb,"Apopka, Florida",Apopka,65,205,4.5,3,5.7,29,Tennessee,Tom Smith,2011
qb,"Ft. Lauderdale, Florida",St. Thomas Aquinas,78,190,4.8,3,5.6,29,Iowa,Jake Rudock,2011
de,"Malvern, Arkansas",Malvern,78,273,4.9,3,5.7,30,Arkansas,Grady Ollison,2011
de,"Ponte Vedra, Florida",Nease,78,230,,3,5.6,30,Northwestern,Max Chapman,2011
ath,"Slidell, Louisiana",Salmen,78,210,4.3,3,5.7,30,Kansas State,Daniel Sams,2011
lb,"New Baltimore, Michigan",Anchor Bay,78,205,,3,5.7,30,Michigan State,Taiwan Jones,2011
wr,"Dallas, Texas",St. Mark's,78,202,4.5,4,5.8,30,Stanford,Ty Montgomery,2011
db,"Stone Mountain, Georgia",Stephenson,78,182,4.6,3,5.7,30,South Carolina,Kadetrix Marcus,2011
db,"Oakland, California",McClymonds,78,174,,3,5.7,30,Washington,Marcus Peters,2011
te,"Pickerington, Ohio",Pickerington North,78,215,4.5,3,5.6,30,Vanderbilt,Darien Bryant,2011
dt,"Virginia Beach, Virginia",Green Run,78,285,5.1,3,5.7,30,Virginia,David Dean,2011
ol,"Rockdale, Texas",Rockdale,78,245,4.9,3,5.7,30,Texas Tech,Le'Raven Clark,2011
lb,"Bakersfield, California",Centennial,78,228,,3,5.7,30,Utah,Jared Norris,2011
qb,"Houston, Texas",Lamar,78,197,5.3,3,5.6,30,Houston,Bram Kohlhausen,2011
qb,"Burke, Virginia",Lake Braddock,78,190,4.4,3,5.5,30,Connecticut,Michael Nebrich,2011
ol,"Overland Park, Kansas",Blue Valley West,78,264,5.2,3,5.6,30,Kansas,Dylan Admire,2011
rb,"Loveland, Colorado",Thompson Valley,78,220,4.5,3,5.7,30,Colorado State,Dorian Brown,2011
dt,"Bear, Delaware",Red Lion Christian Academy,78,290,,3,5.7,31,Auburn,Angelo Blackson,2011
lb,"Decatur, Georgia",Columbia,78,225,4.7,3,5.7,31,Oklahoma State,Demarcus Sherod,2011
ol,"Glendale, Arizona",Cactus,78,272,,3,5.7,31,Penn State,Ryan Nowicki,2011
rb,"Odessa, Texas",Odessa,65,173,4.5,3,5.7,31,Texas Tech,Bradley Marquez,2011
de,"Birmingham, Alabama",John Carroll,78,220,4.6,3,5.6,31,Mississippi,Kameron Wood,2011
de,"Mobile, Alabama",Davidson,78,270,4.7,3,5.7,31,Auburn,JaBrian Niles,2011
wr,"Brooksville, Florida",Nature Coast,78,190,4.4,4,5.8,31,Florida,Ja'Juan Story,2011
db,"North Miami Beach, Florida",North Miami Beach,78,175,,3,5.7,31,Syracuse,Ritchy Desir,2011
db,"Port St. Joe, Florida",Port Saint Joe,78,190,,3,5.7,31,Louisville,Calvin Pryor,2011
ol,"Brentwood, Tennessee",Brentwood,78,280,,3,5.6,31,Duke,Lucas Patrick,2011
ath,"Louisville, Kentucky",Eastern,78,233,4.6,3,5.7,31,Illinois,Jon Davis,2011
te,"Bristol, Tennessee",Tennessee,78,224,4.7,3,5.6,31,Tennessee,Brendan Downs,2011
lb,"Aurora, Colorado",Grandview,78,235,4.8,3,5.7,31,Wyoming,Eddie Yarbrough,2011
rb,"Jefferson City, Missouri",Jefferson City,78,230,4.7,3,5.7,32,Arkansas,Kody Walker,2011
dt,"Monroe, Louisiana",Neville,78,300,5.0,3,5.7,32,Arkansas,Demarcus Hodge,2011
db,"Bowie, Maryland",Bowie,78,188,4.4,3,5.7,32,Maryland,Jeremiah Hendy,2011
ol,"Kankakee, Illinois",Bishop Mcnamara,78,280,5.2,3,5.6,32,Northwestern,Matt Frazier,2011
te,"Waunakee, Wisconsin",Waunakee,78,220,4.7,3,5.6,32,Wisconsin,Austin Maly,2011
wr,"Camilla, Georgia",Mitchell County,78,210,4.4,4,5.8,32,Georgia,Justin Scott-Wesley,2011
db,"Marietta, Georgia",Kell,78,180,4.5,3,5.7,32,Tennessee,Brian Randolph,2011
ol,"Jersey City, New Jersey",St. Peter's Prep,78,295,,3,5.7,32,Rutgers,Keith Lumpkin,2011
lb,"Jacksonville, North Carolina",White Oak,78,225,4.7,3,5.7,32,Georgia Tech,Tremayne McNair,2011
de,"Everett, Washington",Archbishop Murphy,78,260,4.8,3,5.7,32,Washington,Taniela Tupou,2011
ath,"West Monroe, Louisiana",West Monroe,65,190,,3,5.7,32,LSU,Paul Turner,2011
de,"Norman, Oklahoma",North,78,235,4.5,3,5.6,32,Pennsylvania,Daniel Davis,2011
rb,"Mesquite, Texas",North Mesquite,78,215,4.5,3,5.7,33,Texas,Joe Bergeron,2011
de,"Mesquite, Texas",Horn,78,225,4.6,3,5.6,33,Southern Methodist,Stephon Sanders,2011
dt,"Hyattsville, Maryland",DeMatha,78,275,5.0,3,5.7,33,Iowa,Darian Cooper,2011
db,"Valdosta, Georgia",Lowndes,78,190,4.6,3,5.7,33,Florida State,Tyler Hunter,2011
db,"Pascagoula, Mississippi",Pascagoula,78,180,,3,5.7,33,Mississippi,Senquez Golson,2011
te,"Sacramento, California",Sheldon,78,217,,3,5.6,33,Washington State,Mansel Simmons,2011
ath,"Euless, Texas",Trinity,65,161,,3,5.7,33,TCU,Brandon Carter,2011
ol,"Lake Worth, Florida",Park Vista,78,275,5.1,3,5.7,33,South Carolina,Mike Matulis,2011
lb,"Stockton, California",Ronald E. McNair,78,220,,3,5.6,33,Fresno State,Malique Micenheimer,2011
lb,"Lakeland, Florida",Kathleen,78,227,,3,5.7,33,Miami (FL),Gionni Paul,2011
