position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
rb,"Brandywine, Maryland",Gwynn Park,78,225,4.6,2,5.3,14,Maryland,Taylor Watson,2007
dt,"Salt Lake City, Utah",Cottonwood Senior,78,339,5.1,4,5.9,15,Oregon,Simi Fili,2007
qb,"Gilmer, Texas",Gilmer,78,207,4.6,3,5.7,15,Texas,G.J. Kinne,2007
ath,"Irving, Texas",Macarthur,78,170,4.4,4,5.9,15,LSU,Ron Brooks,2007
rb,"Frederick, Maryland",Thomas Johnson,78,208,4.5,4,5.8,15,West Virginia,Terence Kerns,2007
ol,"Coeur d' Alene, Idaho",Lake City,78,270,5.2,4,5.8,15,Oregon,Carson York,2007
lb,"Hollandale, Mississippi",Simmons School,78,240,4.6,3,5.7,15,Mississippi State,Antonio White,2007
de,"DeSoto, Texas","",78,210,4.5,4,5.8,15,Texas A&M,Von Miller,2007
ol,"Lakeland, Florida",Lakeland,78,287,,4,5.8,15,Florida,Maurkice Pouncey,2007
wr,"Tifton, Georgia",Tift County,78,200,4.4,4,5.9,15,Georgia,Israel Troupe,2007
k,"Glendale, Arizona",Ironwood,65,175,,2,5.4,15,Arizona,Alex Zendejas,2007
ol,"York, Pennsylvania",William Penn,78,280,5.0,3,5.5,15,Pittsburgh,Greg Gaskins,2007
db,"Compton, California",Dominguez,78,174,4.5,4,5.9,15,Oregon State,David Ross,2007
de,"Mansfield, Massachusetts",Mansfield,78,265,4.8,4,5.8,15,Boston College,Corey Eason,2007
rb,"Canyon Country, California",Canyon,65,175,4.5,3,5.5,15,Brigham Young,J.J. Di Luigi,2007
te,"Forestville, Maryland",Forestville High,78,234,4.7,4,5.8,15,Maryland,Devonte Campbell,2007
lb,"Massillon, Ohio",Washington,78,209,4.8,4,5.8,15,Penn State,Andrew Dailey,2007
db,"Ventura, California",St. Bonaventure,65,181,4.7,4,5.8,15,Michigan,Michael Williams,2007
qb,"Kennewick, Washington",Southridge,78,229,,3,5.7,15,Brigham Young,Jason Munns,2007
ath,"Miami, Florida",Pace,78,161,4.3,4,5.8,16,Miami (FL),Demarcus VanDyke,2007
te,"Brenham, Texas",Brenham,78,225,4.7,3,5.7,16,Texas,Ahmard Howard,2007
db,"San Diego, California",Hoover,78,175,4.6,4,5.8,16,Oregon,Todd Doxey,2007
k,"Findlay, Ohio",Findlay,78,190,,2,5.4,16,Notre Dame,Brandon Walker,2007
rb,"Oakland Park, Florida",Northeast,78,203,4.5,4,5.8,16,Florida,Bo Williams,2007
wr,"Bradenton, Florida",Bradenton Prep,78,164,4.4,4,5.9,16,Miami (FL),Jermaine McKenzie,2007
ol,"Lakeland, Florida",Lakeland,78,280,,4,5.8,16,Florida,Michael Pouncey,2007
qb,"San Jacinto, California",San Jacinto,78,184,5.0,3,5.7,16,Arizona State,Chasen Stangel,2007
de,"Jackson, Georgia",Jackson,78,216,4.8,4,5.8,16,Georgia,Neland Ball,2007
lb,"State College, Pennsylvania",State College,78,220,4.6,4,5.8,16,Penn State,Nathan Stupar,2007
dt,"West Monroe, Louisiana",West Monroe,78,296,5.0,4,5.8,16,LSU,Will Blackwell,2007
qb,"Omaha, Nebraska",North,78,189,4.5,3,5.7,16,Iowa State,Phillip Bates,2007
de,"Northfield, Minnesota",Northfield,78,265,4.6,4,5.8,16,Minnesota,Anthony Jacobs,2007
ol,"East Meadow, New York",East Meadow,78,288,5.2,4,5.8,16,Boston College,John Elliott,2007
db,"Huber Heights, Ohio",Wayne High School,65,185,4.4,4,5.8,16,Ohio State,Donnie Evege,2007
ol,"Dyersburg, Tennessee",Dyersburg,78,260,5.4,3,5.5,16,Missouri,J.T. Beasley,2007
lb,"Joliet, Illinois",Joliet Catholic,78,217,4.7,3,5.7,16,Wisconsin,Kevin Rouse,2007
db,"Highland Springs, Virginia",Highland Springs,65,166,4.4,4,5.8,17,Virginia Tech,Cris Hill,2007
dt,"Jacksonville, Florida",Andrew Jackson,78,289,4.6,4,5.8,17,Illinois,D'Angelo McCray,2007
ol,"Mobile, Alabama",B. C. Rain,78,276,5.2,3,5.5,17,Florida State,Rodney Hudson,2007
ol,"Aledo, Texas",Aledo,78,290,,4,5.8,17,Texas,Kyle Hix,2007
rb,"Miami, Florida",Northwestern,65,195,4.5,4,5.8,17,Southern Miss,Antwain Easterling,2007
qb,"Denver, Colorado",Mullen,78,187,4.8,3,5.7,17,Minnesota,Clint Brewster,2007
de,"West Chester, Ohio",Lakota West,78,210,4.8,4,5.8,17,Ohio State,Solomon Thomas,2007
ol,"Phoenix, Arizona",Brophy Prep,78,280,5.1,3,5.7,17,Colorado,Blake Behrens,2007
lb,"Westlake Village, California",Oaks Christian,78,220,4.7,3,5.7,17,Oregon,Casey Matthews,2007
te,"Columbus, Georgia",Shaw,78,238,4.8,3,5.7,17,Georgia,Bruce Figgins,2007
db,"Trotwood, Ohio",Trotwood-Madison,78,216,4.6,4,5.8,17,Louisville,C.J. Peake,2007
wr,"Ocala, Florida",Trinity Catholic,78,192,4.5,4,5.9,17,South Carolina,Dion Lecorn,2007
qb,"Mill Creek, Washington",Jackson,78,206,4.7,3,5.7,17,Oregon State,Jake Gelakoska,2007
ath,"Detroit, Michigan",Mumford,78,178,4.4,4,5.8,17,Iowa,Cedric Everson,2007
lb,"Immokalee, Florida",Immokalee,65,202,4.5,4,5.8,17,Ohio State,Brian Rolle,2007
de,"Ramsey, New Jersey",Don Bosco Prep,78,230,4.8,4,5.8,17,Florida,Justin Trattou,2007
k,"Oklahoma City, Oklahoma",Putnam City North,78,200,,2,5.4,17,Kansas,Stephen Hoge,2007
rb,"Royal Palm Beach, Florida","",65,181,4.5,3,5.5,17,Wake Forest,Brandon Pendergrass,2007
qb,"Wylie, Texas",Wylie,78,215,4.8,3,5.6,18,Nebraska,Patrick Witt,2007
qb,"San Antonio, Texas",Churchill,78,200,4.6,3,5.6,18,Alabama,Nick Fanuzzi,2007
ol,"Seattle, Washington",Rainier Beach,78,290,,4,5.8,18,Washington,Emeka Iweka,2007
ath,"Panama City, Florida",Bay,65,165,4.4,4,5.8,18,Florida State,Bert Reed,2007
rb,"Warren, Ohio",Harding,65,190,4.5,4,5.8,18,Ohio State,Daniel Herron,2007
k,"Fort Worth, Texas",North Crowley,78,175,4.7,2,5.4,18,Nebraska,Adi Kunalic,2007
dt,"Kahuku, Hawaii",Kahuku,78,280,5.0,4,5.8,18,Arizona,Kaniela Tuipulotu,2007
db,"Lakeland, Florida",Lakeland,65,170,4.5,4,5.8,18,Florida,Ahmad Black,2007
lb,"Overland Park, Kansas",Shawnee Mission West,78,199,4.7,4,5.8,18,Nebraska,Blake Lawrence,2007
te,"Pineville, Kentucky",Bell County,78,221,4.8,3,5.7,18,Auburn,Brent Slusher,2007
ol,"Chicago, Illinois",Mt. Carmel,78,297,5.3,3,5.7,18,Michigan State,Arthur Ray Jr.,2007
ol,"Mesquite, Texas",North Mesquite,78,260,5.2,3,5.5,18,Oklahoma State,Grant Garner,2007
wr,"Nashville, Tennessee",Pearl-Cohn,78,215,4.5,4,5.8,18,North Carolina,Rashad Mason,2007
de,"Whitehall, Michigan","",78,260,4.8,4,5.8,18,Michigan,Ryan Van Bergen,2007
de,"Bunn, North Carolina",Bunn,78,234,4.7,4,5.8,18,Notre Dame,Kerry Neal,2007
lb,"Potomac, Virginia",Osbourn Park,78,200,4.6,3,5.7,18,Virginia Tech,Quillie Odom,2007
db,"Harvey, Illinois",Thornton Township,78,200,,4,5.8,18,Illinois,Anthony Morris,2007
rb,"Monrovia, California",Monrovia,65,181,4.5,3,5.5,18,Wyoming,James Davis,2007
wr,"Homestead, Florida",Homestead,78,190,4.5,4,5.8,19,UCF,Alphonso Bryant,2007
ol,"Birmingham, Alabama",Oak Mountain,78,275,5.3,3,5.5,19,Mississippi State,D.J. Looney,2007
ol,"Gainesville, Georgia",Gainesville High School,78,312,5.6,4,5.8,19,Georgia Tech,Nick Claytor,2007
rb,"Bolingbrook, Illinois","",65,195,,4,5.8,19,Louisville,Dale Martin,2007
ol,"Pittsburgh, Pennsylvania",Seton La Salle,78,287,5.2,3,5.7,19,West Virginia,Gino Gradkowski,2007
db,"Lawrence, Kansas",Free State,65,171,4.4,4,5.8,19,Kansas,Ryan Murphy,2007
de,"Glendale, Arizona",Ironwood,78,223,4.7,4,5.8,19,Nebraska,William Yancy,2007
lb,"Garland, Texas",North Garland,65,220,4.5,4,5.8,19,Arkansas,Jermaine Love,2007
te,"Denver, Colorado",Mullen,78,235,4.7,3,5.7,19,Michigan,Steve Watson,2007
ath,"Breaux Bridge, Louisiana",Breaux Bridge,65,175,4.4,4,5.8,19,LSU,John Williams,2007
qb,"Greensburg, Pennsylvania",Central Catholic,78,200,4.7,3,5.6,19,Syracuse,Cody Catalina,2007
de,"Rosenberg, Texas",Lamar Consolidated,78,240,,3,5.7,19,Arizona,Levar Brown,2007
qb,"Miami, Florida",Central,78,193,4.4,3,5.6,19,Toledo,Travaris Cadet,2007
dt,"Powder Springs, Georgia",McEachern,78,285,4.9,4,5.8,19,Mississippi,Ted Laurent,2007
lb,"Wrightsville, Georgia",Johnson County,78,205,4.6,3,5.7,19,Georgia Tech,Brad Jefferson,2007
db,"Lakewood, Ohio",St. Edward,65,179,4.6,4,5.8,19,Iowa,Diauntae Morrow,2007
k,"Northboro, Massachusetts",Algonquin,78,215,5.0,2,5.4,19,Connecticut,Dave Teggart,2007
lb,"San Antonio, Texas",San Antonio Lee,78,213,4.3,4,5.8,20,Oklahoma,Travis Lewis,2007
qb,"Camarillo, California",Camarillo,78,190,4.6,3,5.6,20,Arizona State,Samson Szakacsy,2007
wr,"San Diego, California",Mira Mesa,78,198,4.6,4,5.8,20,Colorado,Markques Simas,2007
dt,"Central, South Carolina",Daniel,78,308,4.9,4,5.8,20,Clemson,Jarvis Jenkins,2007
db,"Fresno, California",Edison,65,160,4.8,3,5.7,20,UCLA,Courtney Viney,2007
k,"Springdale, Arkansas",Springdale,78,190,,2,5.4,20,Arkansas,Alex Tejada,2007
ol,"Hoover, Alabama",Hoover,78,285,5.0,3,5.7,20,Alabama,Patrick Crump,2007
rb,"Peculiar, Missouri",Raymore-Peculiar,65,194,4.5,4,5.8,20,Missouri,Derrick Washington,2007
ath,"Tallahassee, Florida",Lincoln,65,185,4.4,4,5.8,20,Florida State,Brandon Paul,2007
lb,"Germantown, Maryland",Seneca Valley,78,247,4.5,3,5.7,20,Rutgers,Jourdan Brooks,2007
de,"Sacramento, California",Grant,78,260,4.8,4,5.8,20,USC,Christian Tupou,2007
te,"New Iberia, Louisiana",Catholic,78,243,4.8,3,5.7,20,LSU,Mitch Joseph,2007
ol,"New Iberia, Louisiana",Catholic,78,263,,4,5.8,20,LSU,Josh Dworaczyk,2007
de,"Greensboro, North Carolina",Page,78,233,4.6,3,5.7,20,Penn State,Kevion Latham,2007
db,"Bloomfield Hills, Michigan",Lahser,65,202,4.5,4,5.8,20,Wisconsin,Quincy Landingham,2007
qb,"South Point, Ohio",South Point,78,220,4.7,3,5.6,20,Marshall,Chris Smith,2007
db,"Jacksonville, Florida",First Coast,78,180,4.4,3,5.7,21,South Carolina,Jamire Williams,2007
qb,"Redlands, California",East Valley,78,180,4.7,3,5.6,21,Washington,Ronnie Fouch,2007
lb,"Encino, California",Crespi,78,236,4.8,3,5.7,21,California,D.J. Holt,2007
lb,"Hamlet, North Carolina",Richmond County,78,224,4.9,4,5.8,21,South Carolina,Melvin Ingram,2007
db,"Los Angeles, California",Loyola,78,180,,4,5.8,21,California,Chris Conte,2007
te,"Round Rock, Texas",Round Rock,78,231,4.7,3,5.7,21,LSU,Alex Russian,2007
k,"Fort Collins, Colorado",Ft. Collins,78,185,,2,5.4,21,Wisconsin,Phil Welch,2007
de,"Bastrop, Louisiana",Bastrop,78,285,,4,5.8,21,LSU,Kentravis Aubrey,2007
ath,"Natchez, Mississippi",Trinity Episcopal,78,211,4.6,4,5.8,21,LSU,Stevan Ridley,2007
ol,"Midlothian, Virginia",Clover Hill,78,300,5.0,4,5.8,21,Virginia Tech,Blake DeChristopher,2007
dt,"Ahoskie, North Carolina",Hertford County,78,298,4.9,4,5.8,21,North Carolina,Tydreke Powell,2007
ol,"Kansas City, Missouri",North Kansas City,78,295,5.4,3,5.7,21,Missouri,Jayson Palmgren,2007
rb,"Matthews, North Carolina",Butler,78,245,4.6,3,5.7,21,North Carolina,Ryan Houston,2007
rb,"Paterson, New Jersey",Paterson Catholic,65,168,4.4,3,5.5,19,Purdue,Malcolm Harris,2007
qb,"Angier, North Carolina",Harnett Central,78,228,4.6,3,5.6,21,East Carolina,Rodney Cox,2007
de,"Titusville, Florida",Astronaut,78,225,,3,5.7,21,Tennessee,Rufus Williams,2007
dt,"Lutcher, Louisiana",Lutcher,78,260,4.8,4,5.8,22,Tennessee,Rolando Melancon,2007
rb,"Dallas, Texas",Madison,65,181,4.5,3,5.7,22,Miami (FL),Shawnbrey McNeal,2007
de,"Honolulu, Hawaii",Farrington,78,220,4.7,3,5.7,22,Texas Tech,Sam Fehoko,2007
de,"Durham, North Carolina",Riverside,78,270,4.7,4,5.8,22,South Carolina,Weslye Saunders,2007
lb,"Alexander City, Alabama",Benjamin Russell,65,199,4.5,4,5.8,22,Auburn,Eltoro Freeman,2007
te,"Pittsburgh, Pennsylvania",Mt. Lebanon,78,255,4.9,3,5.7,22,Virginia,Andrew Devlin,2007
db,"Lexington, Kentucky",Henry Clay,78,185,4.5,4,5.8,22,Virginia,Chase Minnifield,2007
ol,"Ashburn, Virginia",Stone Bridge,78,290,5.1,4,5.8,22,Notre Dame,Andrew Nuss,2007
k,"Laurinburg, North Carolina",Scotland County,78,180,4.8,2,5.4,22,North Carolina,Jay Wooten,2007
ath,"Piscataway, New Jersey",Piscataway,65,170,4.4,4,5.8,22,Maryland,Tony Logan,2007
qb,"Bethlehem, Pennsylvania",Liberty,78,201,4.6,3,5.6,22,Northwestern,Dan Persa,2007
wr,"Madison, Wisconsin",Middleton High,78,200,4.4,4,5.8,22,Wisconsin,Nick Toon,2007
db,"Immokalee, Florida",Immokalee,65,169,4.5,3,5.7,22,Wisconsin,Aaron Henry,2007
qb,"Morgantown, West Virginia",Morgantown,78,215,5.0,3,5.6,22,West Virginia,Charlie Russell,2007
db,"Mobile, Alabama",B. C. Rain,65,182,4.4,3,5.7,23,Auburn,Ryan Williams,2007
de,"Dallas, Texas",St. Mark's,78,250,4.7,3,5.7,23,Texas,Sam Acho,2007
te,"Mountain View, California",St. Francis,78,230,,3,5.7,23,USC,Rhett Ellison,2007
qb,"Nampa, Idaho",Skyview,78,203,4.9,3,5.6,23,Colorado,Matt Ballenger,2007
rb,"Stockton, California",Lincoln,65,178,4.5,3,5.7,23,Washington,Curtis Shaw,2007
de,"Hollywood, Florida",Hollywood Hills,78,240,4.6,3,5.7,23,Pittsburgh,Jabaal Sheard,2007
db,"Chandler, Arizona",Hamilton,78,205,,3,5.7,23,UCLA,Glenn Love,2007
wr,"Denver, Colorado",Montbello,78,210,4.5,4,5.8,23,Oregon,Drew Davis,2007
ol,"Washington, District of Columbia",Ballou,78,266,5.2,4,5.8,23,Virginia,Lamar Milstead,2007
lb,"Lynn Haven, Florida",Mosley,78,184,4.5,4,5.8,23,Auburn,Carlton Johnson,2007
qb,"Big Spring, Texas",Big Spring,78,193,4.6,3,5.5,23,Texas A&M,Ryan Tannehill,2007
dt,"Damascus, Maryland",Good Counsel,78,282,,4,5.8,23,Virginia,Nick Jenkins,2007
lb,"Newport News, Virginia",Woodside,78,235,4.6,3,5.6,23,Virginia,Jared Detrick,2007
ath,"Belle Glade, Florida",Glades Central,65,176,4.5,4,5.8,23,Auburn,Johnnie Lee Dixon,2007
ol,"Nashville, Georgia",Berrien,78,315,,3,5.7,23,Georgia,Tanner Strickland,2007
k,"Tacoma, Washington",Bellarmine Prep,78,190,,2,5.4,23,Boise State,Brad Elkin,2007
lb,"Flint, Michigan",Carman Ainsworth,78,252,4.8,3,5.6,24,Missouri,George White,2007
ath,"Canton, Ohio",Canton South,78,200,4.4,4,5.8,24,Ohio State,Devon Torrence,2007
dt,"Athens, Alabama",Athens,78,297,4.9,4,5.8,24,Alabama,Alfred McCullough,2007
de,"Westlake Village, California",Oaks Christian,78,245,4.7,3,5.7,24,Texas A&M,Michael Ebbitt,2007
te,"Honolulu, Hawaii",Moanalua,78,245,4.8,3,5.7,24,California,Savai'i Eselu,2007
db,"Moultrie, Georgia",Colquitt County,65,170,4.4,3,5.7,24,Georgia,Vance Cuff,2007
ol,"Brownsboro, Texas",Brownsboro,78,305,5.1,4,5.8,24,Texas Tech,Lonnie Edwards,2007
db,"Detroit, Michigan",Renaissance,78,192,4.5,3,5.7,24,West Virginia,Derek Knight,2007
qb,"Clayton, Ohio",Northmont,78,220,4.9,3,5.6,24,Miami (OH),Clay Belton,2007
lb,"Jersey City, New Jersey",St. Peter's Prep,78,230,4.7,3,5.7,24,Boston College,Will Thompson,2007
de,"St. Marys, Georgia",Camden County,78,260,4.7,3,5.7,24,Clemson,Rennie Moore Jr.,2007
wr,"Norfolk, Virginia",Lake Taylor,78,200,4.5,4,5.8,24,North Carolina State,Jay Smith,2007
k,"Charlotte, North Carolina",Providence,78,180,4.9,2,5.4,24,Virginia,Chris Hinkebein,2007
ol,"Hollywood, Florida",Chaminade Madonna,78,285,5.3,3,5.7,24,Notre Dame,Emeka Nwankwo,2007
qb,"Beaumont, Texas",Westbrook,78,167,4.6,3,5.5,24,Arkansas,Joe Chaisson,2007
de,"Killeen, Texas",Shoemaker,78,230,4.5,3,5.7,25,Arkansas State,Brandon Joiner,2007
dt,"West Monroe, Louisiana",West Monroe,78,254,4.8,4,5.8,25,Alabama,Luther Davis,2007
db,"Tallahassee, Florida",Lincoln,78,195,4.4,3,5.7,25,Tennessee,Deshaun Barnes,2007
te,"Wilmington, Delaware",Salesianum School,78,265,4.8,3,5.7,25,Penn State,Andrew Szczerba,2007
wr,"Farmington Hills, Michigan",Harrison,78,177,4.5,4,5.8,21,Michigan State,Mark Dell,2007
ol,"Bowling Green, Kentucky",Bowling Green,78,280,5.1,3,5.7,25,Kentucky,Stuart Hines,2007
wr,"Orchard Lake, Michigan",St. Mary's,78,167,4.5,4,5.8,,Ohio State,Taurian Washington,2007
qb,"Prattville, Alabama",Prattville,78,194,4.6,3,5.5,25,Vanderbilt,Larry Smith,2007
lb,"Sugar Land, Texas",Dulles,78,198,4.6,3,5.7,25,Michigan,Brandon Herron,2007
ol,"Lauderdale Lakes, Florida",Boyd Anderson,78,380,5.9,3,5.7,25,North Carolina,Kevin Bryant,2007
ath,"Knoxville, Tennessee",Catholic,78,201,4.4,4,5.8,25,Notre Dame,Harrison Smith,2007
db,"Highland Springs, Virginia",Highland Springs,65,165,4.5,3,5.7,25,Tennessee,C.J. Fleming,2007
rb,"Lakeland, Florida",Lakeland,65,204,4.7,3,5.7,25,Alabama,Jamar Taylor,2007
de,"`Ewa Beach, Hawaii",Campbell,78,258,4.8,3,5.7,25,Stanford,Matthew Masifilo,2007
k,"Seffner, Florida",Armwood,65,185,,2,5.4,25,Tulane,Darren deRochemont,2007
lb,"Beaumont, Texas",Westbrook,78,229,4.6,3,5.6,25,Iowa,Jacody Coleman,2007
qb,"Brooklyn, New York",South Shore,78,210,4.8,3,5.6,25,Syracuse,David Legree,2007
ol,"Las Vegas, Nevada",Bishop Gorman,78,330,5.7,3,5.7,26,Arizona State,Po'u Palelei,2007
lb,"New Orleans, Louisiana",Edna Karr,78,233,4.7,3,5.6,26,Southern Miss,Korey Williams,2007
wr,"Brenham, Texas",Brenham,78,167,4.4,4,5.8,26,Texas,Brandon Collins,2007
ath,"Beaumont, Texas",Central,78,225,4.5,4,5.8,26,Texas A&M,Brandon Williams,2007
de,"Plano, Texas",West,78,263,4.8,3,5.7,26,Texas A&M,Ben Bass,2007
de,"Chatham, Virginia",Hargrave Military Academy,78,255,4.8,3,5.7,26,Clemson,Miguel Chavis,2007
dt,"Altamonte Springs, Florida",Lyman,78,294,5.1,3,5.7,26,Notre Dame,Ian Williams,2007
qb,"Inver Grove Heights, Minnesota",Sibley,78,185,4.8,3,5.6,26,Illinois,Phil Haig,2007
rb,"Indianapolis, Indiana",Warren Central,78,207,4.7,3,5.7,26,Virginia Tech,Darren Evans,2007
lb,"Hayward, California",Hayward,78,197,4.5,3,5.7,26,Nebraska,Austin Stafford,2007
db,"Oakland, California",Wilson College Prep,78,195,4.4,3,5.7,26,San Diego State,DeAndre West,2007
ol,"Catawissa, Pennsylvania",Southern Columbia,78,300,5.0,3,5.7,26,Penn State,Josh Marks,2007
te,"Lincolnton, Georgia",Lincoln County,78,211,4.6,3,5.7,26,Virginia Tech,Brandon Barden,2007
qb,"New Port Richey, Florida",Gulf,78,213,4.7,3,5.5,26,South Florida,Alton Voss,2007
de,"Las Vegas, Nevada",Las Vegas,78,266,5.0,3,5.7,27,Boise State,Billy Winn,2007
wr,"Round Rock, Texas",Round Rock,65,178,4.5,4,5.8,27,Texas,James Kirkendoll,2007
db,"Macedonia, Ohio",Nordonia,65,178,4.5,3,5.7,27,Northwestern,Jordan Mabin,2007
de,"Hialeah, Florida",Hialeah,78,217,4.6,3,5.6,27,Miami (FL),Adewale Ojomo,2007
ol,"Monaca, Pennsylvania",Center,78,310,5.1,3,5.7,27,Ohio State,Evan Blankenship,2007
db,"Seattle, Washington",O'Dea,65,204,4.5,3,5.7,27,Washington,Quinton Richardson,2007
rb,"Pflugerville, Texas",Hendrickson,78,190,4.4,3,5.7,27,Arizona,Joseph Reese,2007
te,"Rockville, Maryland",Good Counsel,78,228,4.6,3,5.7,27,Duke,Danny Parker,2007
lb,"College Station, Texas",A&M Consolidated,78,212,4.6,3,5.5,27,Kansas,Drew Dudley,2007
qb,"Pickerington, Ohio",Pickerington Central,0,197,4.6,3,5.5,27,Cincinnati,Chazz Anderson,2007
ath,"Palmetto, Florida",Palmetto,78,213,,4,5.8,27,South Carolina,Joseph Hills,2007
ol,"Pacific Palisades, California",Palisades,78,297,5.5,3,5.7,27,California,Mitchell Schwartz,2007
dt,"Keller, Texas",Fossil Ridge,78,319,5.1,3,5.7,27,Miami (FL),Chris Perry,2007
qb,"Clearwater, Florida",Countryside,78,213,5.2,3,5.5,27,Stanford,L.D. Crow,2007
lb,"St. Paul, Minnesota",Cretin-Derham Hall,78,235,4.7,3,5.7,27,Iowa,Broderick Binns,2007
dt,"Neeses, South Carolina",Hunter-Kinard-Tyler,78,287,,3,5.7,28,Tennessee,William Brimfield,2007
lb,"Duncan, South Carolina",Byrnes,65,205,4.4,3,5.7,28,Clemson,Stanley Hunter,2007
db,"Hollywood, Florida",Chaminade Madonna,65,177,4.6,3,5.7,28,West Virginia,Eain Smith,2007
ol,"Mobile, Alabama",Williamson,78,257,4.9,3,5.7,28,Auburn,Nick Fairley,2007
ath,"Los Angeles, California",Verbum Dei,65,158,4.4,4,5.8,28,Oregon State,Reggie Dunn,2007
ol,"Woodbridge, Virginia",C. D. Hylton,78,305,5.2,3,5.7,28,Virginia Tech,William Alvarez,2007
qb,"Ft. Lauderdale, Florida",St. Thomas Aquinas,78,190,4.5,3,5.5,28,Mississippi State,Wesley Carroll,2007
de,"Pittsburgh, Pennsylvania",Keystone Oaks,78,258,4.9,3,5.7,28,Pittsburgh,Myles Caragein,2007
rb,"Cochran, Georgia",Bleckley County,78,205,4.6,3,5.7,28,Georgia Southern,Zeke Rozier,2007
wr,"Spartanburg, South Carolina",Gettys D Broome,78,183,4.4,4,5.8,28,Clemson,Markish Jones,2007
de,"Tarboro, North Carolina",Southwest Edgecombe,78,210,4.7,3,5.6,28,North Carolina,Linwan Euwell,2007
qb,"Stafford, Virginia",Stafford,78,184,4.5,3,5.5,28,Maryland,Torrey Smith,2007
te,"Jefferson Hills, Pennsylvania",Thomas Jefferson,78,232,4.8,3,5.7,28,Virginia Tech,Chris Drager,2007
lb,"Deland, Florida",Deland,65,208,,3,5.5,28,South Florida,Calvin Sutton,2007
rb,"Canton, Ohio",McKinley,78,190,4.5,3,5.7,29,Toledo,Morgan Williams,2007
db,"Wendell, North Carolina",East Wake,65,181,4.6,3,5.7,28,North Carolina State,Dominique Ellis,2007
de,"Westlake Village, California",Oaks Christian,78,231,4.7,3,5.7,29,Florida,Duke Lemmens,2007
lb,"Humboldt, Iowa","",78,210,4.5,3,5.7,29,Iowa,Tyler Nielsen,2007
de,"Bixby, Oklahoma","",78,220,4.8,3,5.6,29,Oklahoma State,Jared Glover,2007
lb,"Pacific Grove, California",Pacific Grove,78,214,,3,5.5,29,California,John Tyndall,2007
dt,"Prattville, Alabama",Prattville,78,265,4.8,3,5.7,29,Alabama,Nick Gentry,2007
db,"Atlanta, Georgia",Westlake,65,169,4.5,3,5.7,29,South Carolina,Addison Williams,2007
ol,"Cuyahoga Falls, Ohio",Walsh Jesuit,78,273,5.4,3,5.6,29,Boston College,Nick Schepis,2007
ol,"Sacramento, California",Grant,78,305,5.1,3,5.7,29,Fresno State,Devan Cunningham,2007
wr,"Pontiac, Michigan",Northern,78,225,4.6,4,5.8,29,Michigan,Martell Webb,2007
ath,"Pittsburgh, Pennsylvania",Hampton,78,215,4.6,4,5.8,29,Notre Dame,Steve Paskorz,2007
te,"Charlottesville, Virginia",St. Anne's-Belfield,78,217,4.7,3,5.7,29,Clemson,Brian Linthicum,2007
qb,"Pittsburgh, Pennsylvania",Seton La Salle,78,193,4.7,3,5.5,29,Akron,Matt Rodgers,2007
qb,"Land O' Lakes, Florida",Land O' Lakes,78,188,4.8,3,5.5,29,UCF,Joe Weatherford,2007
lb,"Granite Bay, California",Granite Bay,78,242,4.7,3,5.5,30,San Diego State,Miles Burris,2007
wr,"Memphis, Tennessee",Wooddale,78,192,4.4,4,5.8,30,Mississippi,Roderick Davis,2007
db,"Homestead, Florida",Homestead,78,198,4.5,3,5.7,30,Miami (FL),Joseph Nicolas,2007
ol,"Alpharetta, Georgia",Chattahoochee,78,261,4.9,3,5.7,30,Georgia,Clint Boling,2007
qb,"Austin, Texas",Westlake,78,235,,3,5.5,30,Michigan State,Nick Foles,2007
de,"Muskogee, Oklahoma","",78,225,,3,5.6,30,Oklahoma,Jontae Bumpus,2007
qb,"Paterson, New Jersey",John F. Kennedy,78,202,4.6,3,5.5,30,Boston College,Chris Johnson,2007
de,"Trenton, New Jersey",Trenton Central,78,280,5.1,3,5.7,30,Rutgers,Keith Newell,2007
rb,"Mendota Heights, Minnesota",Sibley,78,215,4.5,3,5.7,30,Minnesota,Andre Tate',2007
db,"New Orleans, Louisiana",McDonogh 35,78,175,4.6,3,5.7,30,LSU,Delvin Breaux,2007
ath,"Diboll, Texas",Diboll,78,200,4.5,4,5.8,30,Missouri,Gilbert Moye,2007
te,"Wilmington, North Carolina",New Hanover,78,250,4.8,3,5.6,30,North Carolina State,George Bryan,2007
lb,"Sarasota, Florida",Booker,78,210,4.6,3,5.7,30,Florida,John Jones,2007
ol,"Midlothian, Virginia",Manchester,78,290,4.9,3,5.6,30,Virginia Tech,Ibn Latif,2007
dt,"Dawsonville, Georgia",Dawson County,78,272,5.2,3,5.7,30,Georgia Tech,Logan Walls,2007
qb,"Prosser, Washington",Prosser,78,176,5.0,3,5.5,31,Boise State,Kellen Moore,2007
dt,"Nottingham, New Jersey",Nottingham,78,285,4.9,3,5.7,31,Rutgers,Wayne Thomas,2007
lb,"Mayo, Florida",Lafayette,78,222,,3,5.5,31,Florida State,Aaron Gresham,2007
lb,"Sarasota, Florida",Cardinal Mooney,78,220,4.5,3,5.7,31,Virginia Tech,Hunter Ovens,2007
db,"Greenville, Florida",Madison,65,169,4.6,3,5.7,31,Florida State,Bernard Brinson,2007
de,"Honolulu, Hawaii",St. Louis,78,240,,3,5.6,31,California,Scott Smith,2007
