position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
lb,"Claremont, California",Claremont,78,195,4.6,3,5.7,15,Oregon State,Isaiah Cook,2004
ol,"Sandersville, Georgia",Washington County,78,290,5.1,4,5.8,15,Georgia,Seth Watts,2004
ath,"San Leandro, California",San Leandro,78,212,4.5,4,5.8,15,California,Sekeli Faaeteete,2004
db,"Long Beach, California",Poly,78,175,4.4,3,5.7,15,UCLA,Rodney Van,2004
qb,"Memphis, Tennessee",Melrose,78,180,4.5,3,5.6,15,South Carolina,Antonio Heffner,2004
db,"Greensboro, North Carolina",Dudley,78,180,4.5,3,5.7,15,North Carolina,Martel Thatch,2004
dt,"Cullman, Alabama","",78,270,4.8,4,5.8,16,Alabama,Justin Britt,2004
rb,"Keller, Texas","",65,182,4.4,3,5.5,16,Colorado,Hugh Charles,2004
lb,"Kansas City, Missouri",Oak Park,78,220,4.5,3,5.7,16,Nebraska,Michael Keenan,2004
k,"Parrish, Florida",Lakewood Ranch,65,209,4.8,2,5.4,16,Florida State,Gary Cismesia,2004
db,"Orlando, Florida",Edgewater,78,200,4.5,3,5.7,16,Florida State,Kenny Ingram,2004
ol,"Cerritos, California",Cerritos,78,285,5.0,4,5.8,16,Oregon,Jacob Hucko,2004
qb,"Charlotte, North Carolina",Olympic,78,190,4.5,3,5.6,16,Chattanooga,Antonio Miller,2004
de,"Jonesboro, Georgia","",78,215,4.5,3,5.6,16,Georgia Tech,Darrell Robertson,2004
ol,"Stuttgart, Arkansas",Stuttgart Senior,78,300,5.2,3,5.7,16,LSU,Brett Helms,2004
wr,"Ewing, Missouri",Highland,78,210,4.5,4,5.8,16,Missouri,Jerrill Humphrey,2004
db,"Hamilton, Ohio","",78,170,4.5,3,5.7,16,Ohio State,Brandon Underwood,2004
te,"Picayune, Mississippi","",78,245,4.9,3,5.6,16,LSU,Mit Cole,2004
lb,"Downers Grove, Illinois",Downers Grove South,78,225,4.7,4,5.8,16,Illinois,Sam Carson,2004
de,"Butler, Pennsylvania","",78,235,4.6,3,5.7,16,Penn State,Tyrell Sales,2004
rb,"Grand Rapids, Michigan",Creston,65,190,4.4,3,5.7,16,Notre Dame,Justin Hoskins,2004
qb,"Mukilteo, Washington",Kamiak,78,215,4.8,3,5.6,16,Washington State,Gary Rogers,2004
ath,"Norwich, Connecticut",Norwich Free Academy,78,215,4.5,4,5.8,16,Maryland,J.J. Justice,2004
qb,"Corpus Christi, Texas",Calallen,78,200,4.6,3,5.6,17,Texas A&M,Jordan Chambless,2004
dt,"Galveston, Texas",Ball,78,330,5.1,4,5.8,17,Oklahoma State,Walter Thomas,2004
rb,"Horn Lake, Mississippi","",78,220,4.4,3,5.7,17,Nebraska,Brandon Jackson,2004
db,"Farmington Hills, Michigan",Harrison,78,188,4.5,3,5.7,17,Michigan,Charles Stewart,2004
ol,"Woodinville, Washington",Woodinville,78,290,5.4,3,5.7,17,Washington,Casey Bulyca,2004
rb,"San Diego, California",Marian Catholic,65,175,4.4,3,5.5,17,San Diego State,Patrick Gates,2004
de,"Arlington Heights, Illinois",Buffalo Grove,78,212,4.8,3,5.7,17,Michigan State,Eric Andino,2004
ath,"Harvey, Illinois",Thornton Township,65,175,4.5,3,5.7,17,Wisconsin,Marcus Randle El,2004
lb,"Sewell, New Jersey",Washington Township,78,229,4.6,4,5.8,17,Michigan State,Hugh D'Imperio,2004
db,"Columbus, Ohio",Beechcroft,65,180,4.5,3,5.7,17,Ohio State,Sirjo Welch,2004
k,"Tulsa, Oklahoma",Union,78,175,4.7,2,5.4,17,Missouri State,Jake Spavital,2004
wr,"Cedar Rapids, Iowa",Washington High School,78,180,4.5,4,5.8,17,Michigan,Adrian Arrington,2004
te,"Lancaster, Pennsylvania",Lancaster Catholic,78,235,4.7,3,5.6,17,Boston College,Ryan Purvis,2004
de,"Columbia, South Carolina",Spring Valley,78,235,4.7,3,5.6,17,Maryland,Mack Frost,2004
lb,"Tampa, Florida",Tampa Bay Tech,78,215,4.6,3,5.7,17,Notre Dame,Maurice Crum,2004
ol,"Mayfield, Kentucky",Mayfield,78,336,5.2,4,5.8,17,Kentucky,Micah Jones,2004
qb,"Camp Hill, Pennsylvania",Trinity,78,220,4.5,3,5.6,17,Boston College,Chris Crane,2004
qb,"Bay City, Texas","",78,172,4.9,3,5.6,18,Tulane,Scott Elliott,2004
qb,"Houston, Texas",Booker T. Washington,78,214,4.6,3,5.6,18,Syracuse,Joseph Fields,2004
rb,"Texarkana, Texas",Texas,65,195,4.4,3,5.5,18,Arkansas,Korey Sutton,2004
lb,"Spring, Texas","",78,220,4.6,3,5.7,18,Arizona,Ronnie Palmer,2004
wr,"Burnet, Texas",Burnet,78,180,4.4,4,5.8,18,Texas,Jordan Shipley,2004
ol,"Round Rock, Texas",Westwood,78,275,5.0,4,5.8,18,Texas,Greg Dolan,2004
rb,"Buford, Georgia",Buford,65,197,4.5,3,5.7,18,Notre Dame,Darius Walker,2004
db,"Charlotte, North Carolina",Butler,78,198,4.5,3,5.7,18,Michigan,Jamar Adams,2004
ath,"Tulsa, Oklahoma",Booker T. Washington,78,205,4.5,3,5.7,18,Oklahoma,Quentin Chaney,2004
de,"La Quinta, California",La Quinta,78,260,4.7,3,5.6,18,USC,Lawrence Miles,2004
dt,"Grayson, Georgia",Grayson,78,270,4.7,4,5.8,18,Alabama,Lorenzo Washington,2004
k,"Houston, Texas",Strake Jesuit,78,195,,2,5.4,18,Rice,Luke Juist,2004
lb,"Waynesboro, Mississippi",Wayne County,78,190,4.5,3,5.6,18,Auburn,Steve Gandy,2004
te,"Irving, Texas","",78,243,4.7,3,5.6,18,Southern Methodist,Vincent Chase,2004
ol,"Jacksonville, Florida",Raines,78,305,5.2,3,5.7,18,Florida State,Cornelius Lewis,2004
de,"Laurinburg, North Carolina",Scotland County,78,200,4.5,3,5.6,18,North Carolina,Hilee Taylor,2004
db,"Phoenix, Arizona",Brophy Prep,78,175,4.4,3,5.7,18,Arizona State,Uriah Marshall,2004
te,"Longview, Texas","",78,225,4.7,3,5.6,19,Florida,Tate Casey,2004
lb,"Galveston, Texas",Ball,78,230,4.6,3,5.6,19,Oklahoma State,Roderick Johnson,2004
qb,"Arlington, Texas",Grace Prepatory,78,200,4.5,3,5.6,19,Purdue,David Ramirez,2004
ol,"Wharton, Texas","",78,335,4.9,4,5.8,19,Miami (FL),Kellen Heard,2004
wr,"Dallas, Texas",South Oak Cliff,78,180,4.4,4,5.8,19,Oklahoma,Lendy Holmes,2004
de,"Lovejoy, Georgia","",78,220,4.7,3,5.6,19,Georgia,Jeremy Lomax,2004
dt,"Beaufort, South Carolina",Battery Creek,78,275,5.0,4,5.8,19,South Carolina,Dorian Capers,2004
k,"Riverside, Missouri",Park Hill South,78,185,4.6,2,5.4,19,Vanderbilt,Daniel Lee,2004
ath,"Tulsa, Oklahoma",Tulsa High School For Science & Technology,78,185,4.4,3,5.7,19,Oklahoma State,Printiss Elliot,2004
lb,"Pittsburgh, Pennsylvania",Peabody,78,302,4.7,3,5.7,19,Pittsburgh,Corey Davis,2004
rb,"Omaha, Nebraska",Central High School,65,190,4.5,3,5.7,19,Iowa State,Brandon Gunn,2004
ol,"Seffner, Florida",Armwood,78,285,5.0,3,5.7,19,South Florida,Jacob Griffin,2004
qb,"Hopkins, Minnesota","",78,200,4.5,3,5.5,19,Minnesota,John Carlson,2004
db,"Fort Payne, Alabama",Ft. Payne,78,190,4.5,3,5.7,19,Alabama,Marcus Carter,2004
de,"Fort Wayne, Indiana",Northrop,78,245,4.8,3,5.6,19,Penn State,Josh Gaines,2004
rb,"Woodland Hills, California",Taft,65,190,4.5,3,5.5,19,Washington State,Ian Bell,2004
te,"Houston, Texas",Jersey Village,78,230,4.6,3,5.6,20,Tulane,Gabe Ratcliff,2004
de,"Davenport, Iowa",Assumption,78,245,4.7,3,5.6,20,Iowa,Ted Bentler,2004
ath,"Sacramento, California",Natomas,78,190,4.4,3,5.7,20,Oregon State,Lamar Herron,2004
wr,"Oakland, California",Skyline,78,195,4.3,4,5.8,20,Florida State,Kenny O'Neal,2004
ol,"Albuquerque, New Mexico",Cibola,78,315,5.2,4,5.8,20,Michigan,Alan Branch,2004
db,"Teaneck, New Jersey",Don Bosco Prep,65,180,4.4,3,5.7,20,Boston College,Marquise Liverpool,2004
dt,"Ft. Lauderdale, Florida",Dillard,78,295,4.8,4,5.8,20,Auburn,Pat Sims,2004
qb,"Scottsdale, Arizona",Chaparral,78,215,4.5,3,5.5,20,San Diego State,Darren Mougey,2004
rb,"Chester, Pennsylvania",Cardinal O'Hara,78,210,4.5,3,5.7,20,Purdue,Anthony Heygood,2004
de,"Shreveport, Louisiana",Evangel Christian,78,240,4.7,3,5.6,20,Mississippi,Chris Bowers,2004
k,"Wilkes Barre, Pennsylvania",Hoban,78,200,4.7,2,5.3,20,Buffalo,Gerry McGroarty,2004
qb,"Westlake, California",Westlake,78,190,4.7,3,5.6,20,Arizona State,Rudy Carpenter,2004
lb,"Elk Grove, California",Laguna Creek,78,225,4.7,3,5.7,20,Oregon State,Alan Darlin,2004
lb,"Ijamsville, Maryland",Urbana,78,220,4.6,3,5.6,20,Maryland,Eric Lenz,2004
ol,"Fountain Valley, California",Fountain Valley,78,320,5.2,3,5.7,20,Arizona State,Leo Talavou,2004
rb,"Claremont, California","",65,185,4.5,3,5.5,20,Colorado State,Jamaal Floyd,2004
ol,"Spring, Texas",Westfield,78,270,4.9,3,5.7,21,Oklahoma State,Jeray Chatham,2004
db,"Dallas, Texas",Wilmer Hutchins,78,184,4.4,3,5.7,21,Kansas State,Walter Hudson,2004
wr,"Citra, Florida",North Marion,78,200,4.6,4,5.8,21,Florida State,Greg Carr,2004
de,"Everett, Washington",Mariner,78,220,4.6,3,5.6,21,Washington,Trenton Tuiasosopo,2004
db,"Roselle, Illinois",Lake Park,78,195,4.5,3,5.7,21,Oregon,Kwame Agyeman,2004
lb,"Canyon Country, California",Canyon,78,215,4.6,3,5.6,21,San Diego State,Andrew Schantz,2004
dt,"Little Rock, Arkansas",Central,78,280,4.9,4,5.8,21,Arkansas,Fred Bledsoe,2004
te,"Frederick, Maryland",Linganore,78,245,4.9,3,5.5,21,Penn State,Mike Lucian,2004
rb,"Longview, Texas",Spring Hill,65,190,4.4,3,5.7,21,North Texas,Jamario Thomas,2004
qb,"Vincennes, Indiana",Lincoln,78,200,4.8,3,5.5,21,Purdue,Curtis Painter,2004
ath,"Sebastopol, California",Analy,78,240,4.5,3,5.7,21,Washington,Greyson Gunheim,2004
rb,"Naruna, Virginia",William Campbell,65,185,4.5,3,5.6,21,Virginia,Cedric Peerman,2004
de,"Madison, Alabama",Bob Jones,78,255,4.9,3,5.6,21,Georgia Tech,David Brown,2004
ol,"Vallejo, California",Vallejo,78,303,5.0,3,5.7,21,Arizona State,Bradis McGriff,2004
lb,"Durham, North Carolina",Northern Durham,78,215,4.6,3,5.6,21,Maryland,Chase Bullock,2004
k,"Lock Haven, Pennsylvania",Central Mountain,78,185,,2,5.3,21,Virginia,Chris Gould,2004
qb,"Papillion, Nebraska",Lavista,78,205,4.5,3,5.5,21,Kansas State,Allan Evridge,2004
ol,"Lake Gibson, Florida","",78,300,5.0,3,5.7,22,Florida,Jason Watkins,2004
dt,"Bennington, Nebraska","",78,275,5.0,3,5.7,22,Nebraska,Andy Christensen,2004
db,"Randallstown, Maryland","",65,170,4.4,3,5.7,22,Maryland,Christian Varner,2004
ol,"Southaven, Mississippi","",78,310,5.0,3,5.6,22,South Carolina,Josh Winchell,2004
db,"Ventura, California",Saint Bonaventure,78,185,4.4,3,5.7,22,Notre Dame,Terrail Lambert,2004
rb,"San Diego, California",Mission Bay,78,208,4.5,3,5.5,22,Tennessee,Arian Foster,2004
qb,"Cordele, Georgia",Crisp County,78,190,4.6,3,5.5,22,Kentucky,Joe Joe Brown,2004
de,"Banks, Oregon",Banks,78,270,4.9,3,5.6,22,Oregon,Cole Linehan,2004
rb,"Niles, Illinois",West,78,195,4.4,3,5.7,22,Illinois,Walter Mendenhall,2004
lb,"Anaheim, California",Western High,78,240,4.7,3,5.6,22,Oregon State,Will Price,2004
te,"Nashville, Tennessee",Montgomery Bell Academy,78,225,4.5,3,5.5,22,Virginia,Tom Santi,2004
ath,"Concord, California",De La Salle,65,185,4.4,3,5.7,22,Oregon,Jackie Bates,2004
de,"Seffner, Florida",Armwood,78,230,4.7,3,5.6,22,South Florida,Jariette Buie,2004
wr,"Newnan, Georgia",Newnan,78,185,4.4,4,5.8,22,Georgia,Demiko Goodman,2004
lb,"Paterson, New Jersey",Paterson Catholic,78,205,4.7,3,5.6,22,Rutgers,Chenry Lewis,2004
de,"Belton, Texas","",78,225,4.5,3,5.6,23,Oklahoma State,William Bell,2004
ol,"Ft. Bend, Texas",Hightower,78,260,5.0,3,5.7,23,Miami (FL),Tyrone Byrd,2004
wr,"Long Beach, California",Poly,78,170,4.4,4,5.8,23,USC,Derrick Jones,2004
dt,"Aliquippa, Pennsylvania",Hopewell,78,270,5.0,3,5.7,23,Pittsburgh,Craig Bokor,2004
rb,"Bloomfield, Connecticut","",65,192,4.4,3,5.5,23,Purdue,Kory Sheets,2004
lb,"Corona, California",Corona,78,244,4.8,3,,23,Arizona,Jonathan Turner,2004
te,"Mundelein, Illinois",Carmel Catholic,78,205,4.7,3,5.5,23,Minnesota,Jack Simmons,2004
k,"Brandon, Mississippi",Northwest Rankin,65,170,4.9,2,5.3,23,Louisiana-Monroe,Ragan Walters,2004
qb,"Riverside, Illinois",Brookfield,78,185,,3,5.5,23,Northern Illinois,Britt Davis,2004
rb,"Columbus, Ohio",Independence,65,205,4.4,3,5.7,23,Ohio State,Erik Haw,2004
lb,"Shawnee, Kansas",Shawne Mission Northwest,78,230,4.6,3,5.6,23,Kansas,Mike Rivera,2004
db,"Chicago, Illinois",Hubbard,78,195,4.4,3,5.7,23,Virginia,Nate Lyles,2004
qb,"Haverford, Pennsylvania",The Haverford School,78,210,4.7,3,5.5,23,Wisconsin,Bryan Savage,2004
db,"Birmingham, Alabama",Briarwood Christian,78,185,4.6,3,5.7,23,Alabama,Simeon Castille,2004
ath,"Powder Springs, Georgia",Mceachern,78,205,4.5,3,5.7,23,Southern Miss,C.J. Barrows,2004
de,"Santa Ana, California",Mater Dei,78,260,4.9,3,5.6,23,Notre Dame,Brandon Nicolas,2004
lb,"Bellflower, California",Bellflower,78,200,4.4,3,5.6,23,Arizona State,Antone Saulsberry,2004
ol,"Tucson, Arizona",Salpointe,78,310,5.6,3,5.6,23,Notre Dame,John Kadous,2004
db,"Haines City, Florida","",78,190,4.5,3,5.6,24,Florida,Tony Joiner,2004
db,"Port Arthur, Texas",McAllen Memorial,65,180,4.4,3,5.7,24,Texas A&M,Danny Gorrer,2004
rb,"Richardson, Texas",Pearce,65,204,4.4,3,5.7,24,Kansas State,Parrish Fisher,2004
ol,"Southlake, Texas",Carroll,78,270,5.1,3,5.7,24,Texas,Adam Ulatoski,2004
lb,"Overland Park, Kansas",St. Thomas Aquinas,78,215,4.7,3,5.6,24,Nebraska,Lance Brandenburgh,2004
ol,"Plainfield, Indiana","",78,290,5.1,3,5.6,24,Purdue,Jordan Grimes,2004
wr,"Orchard Lake, Michigan",St. Mary's,78,180,4.4,4,5.8,24,Michigan,Morgan Trent,2004
de,"Waterloo, Iowa",East High School,78,230,4.7,3,5.5,24,Iowa State,Travis Ferguson,2004
de,"LaPlace, Louisiana",J.F. Kennedy,78,255,4.9,3,5.6,24,Mississippi,Dion Gales,2004
dt,"Prattville, Alabama","",78,260,4.9,3,5.7,24,Alabama,Kevin Hamilton,2004
ath,"Idalou, Texas",Idalou,78,230,4.7,3,5.7,24,TCU,Shae Reagan,2004
qb,"Youngstown, Ohio",Ursuline,78,190,4.7,3,5.5,24,Penn State,Daryll Clark,2004
te,"Ponca City, Oklahoma","",78,220,4.7,3,5.5,24,Oklahoma State,Justin Waller,2004
lb,"Long Beach, California",Linwood,78,210,4.5,3,5.6,24,California,Marlin Simmons,2004
qb,"Dayton, Ohio",Chaminade,78,195,4.6,3,5.5,24,Bowling Green,Anthony Turner,2004
rb,"Jacksonville, Florida",Trinity Christian,65,188,4.4,3,5.5,24,Florida State,Lamar Lewis,2004
k,"Humble, Texas","",65,150,4.6,2,5.2,24,Arizona,Jason Bondzio,2004
dt,"Homewood, Illinois",Flossmoor,78,245,4.8,3,5.7,25,Illinois,Xavier Fulton,2004
te,"Round Rock, Texas","",78,233,4.9,3,5.5,25,Texas,Peter Ullman,2004
ol,"Leander, Texas","",78,285,5.3,3,5.7,25,Oklahoma,Randy McAdams,2004
ath,"Duncanville, Texas","",78,180,4.5,3,5.7,25,Texas A&M,Pierre Brown,2004
ol,"Garland, Texas","",78,269,5.0,3,5.6,25,Oklahoma,J.D. Quinn,2004
de,"Tulsa, Oklahoma",Union,78,230,4.7,3,5.5,25,Nebraska,Adam Blankenship,2004
rb,"Seattle, Washington",Ballard,78,215,4.4,3,5.6,25,Washington State,J.T. Diederichs,2004
k,"Pickerington, Ohio","",78,220,4.6,2,5.3,25,Ohio State,A.J. Trapasso,2004
db,"Vandergrift, Pennsylvania",Kiski Area,78,200,4.5,3,5.6,25,Pittsburgh,Adam Gunn,2004
wr,"Fayetteville, Arkansas","",65,160,4.5,4,5.8,25,Arkansas,Cedric Logan,2004
qb,"Cedar Hill, Texas","",78,205,4.5,3,5.5,25,Kansas,Marcus Herford,2004
lb,"Minooka, Illinois",Minooka,78,230,4.6,3,5.6,25,Illinois,Russ Weil,2004
lb,"Atlanta, Georgia",Douglass,78,215,4.6,3,5.6,25,Minnesota,Leland Jones,2004
db,"West Covina, California",South Hills,78,180,4.5,3,5.6,25,Arizona State,Jeremy Payton,2004
qb,"Meridian, Idaho",Meridian,78,220,4.7,3,5.5,25,Brigham Young,Jacob Bower,2004
de,"Mansfield, Massachusetts","",78,240,4.8,3,5.6,25,Boston College,Jerry Willette,2004
wr,"Texarkana, Texas",Texas,78,180,4.5,3,5.7,26,Texas,Nathan Jones,2004
db,"Arlington, Texas",Bowie,65,165,4.4,3,5.6,26,Texas,Ryan Palmer,2004
de,"Wilde Lake, Maryland","",78,245,4.7,3,5.6,26,Maryland,Dane Randolph,2004
rb,"Palatine, Illinois",Fremd,78,205,4.4,3,5.6,26,Wisconsin,Jamil Walker,2004
te,"Little Rock, Arkansas",Parkview,78,235,4.7,3,5.5,26,Arkansas,Marc Winston,2004
ol,"Kahuku, Hawaii",Kahuku,78,295,5.1,3,5.7,26,Oregon State,Jeremy Perry,2004
ol,"Kennesaw, Georgia",Kennesaw Mountain,78,275,5.0,3,5.6,26,Michigan,Jeremy Ciulla,2004
db,"Ft. Lauderdale, Florida",St. Thomas Aquinas,78,190,4.6,3,5.6,26,Miami (FL),Anthony Reddick,2004
lb,"Corona, California",Centennial,78,210,4.4,3,5.6,26,Oregon,Ryan Phipps,2004
qb,"Mesa, Arizona",Mountain View,78,185,4.6,3,5.5,26,Arizona State,Max Hall,2004
lb,"Detroit, Michigan",Crockett,78,230,4.5,3,5.6,26,Michigan,John Thompson,2004
dt,"Honolulu, Hawaii",Mckinley,78,280,4.9,3,5.7,26,Utah,Randy Faletoi,2004
ath,"Edison, New Jersey",JP Stevens,78,165,4.5,3,5.7,26,Rutgers,Anthony Miller,2004
de,"Vanceboro, North Carolina",West Craven,78,265,4.7,3,5.5,26,North Carolina State,Gerard Miller,2004
k,"Puyallup, Washington",Puyallup,65,160,4.8,2,5.2,26,Washington State,Loren Langley,2004
ol,"Crawfordville, Florida",Wakulla,78,310,5.2,3,5.5,27,Florida,Jim Tartt,2004
lb,"Lake Highlands, Texas","",78,215,4.7,3,5.5,27,Texas,Jeremy Campbell,2004
db,"Houston, Texas",Madison,65,180,4.4,3,5.6,27,LSU,Jeffrey Jack,2004
db,"Euless, Texas",Trinity School,78,200,4.5,3,5.6,27,Arkansas,Desmond Williams,2004
wr,"Riviera Beach, Florida",Suncoast,78,190,4.4,3,5.7,27,North Carolina State,Dajuan Morgan,2004
qb,"Alpharetta, Georgia",Sequoyah,78,200,4.9,3,5.5,27,Clemson,Cullen Harper,2004
dt,"Newnan, Georgia",Newnan,78,280,4.9,3,5.7,27,Arkansas,"Ernest Mitchell, Jr.",2004
te,"Springfield, Oregon",Thurston,78,230,4.6,3,5.5,27,Oregon,Ryan Keeling,2004
k,"Albemarle, North Carolina",Albermarle,78,230,,2,5.2,27,North Carolina State,Tyler Lewis,2004
de,"Hoover, Alabama",Hoover,78,248,4.8,3,5.5,27,Alabama,Jerami Holifield,2004
de,"Littleton, Colorado",Arapahoe,78,215,4.8,3,5.5,27,Colorado State,Tommie Hill,2004
rb,"Columbus, Ohio",Academy,78,205,4.5,3,5.6,27,Stanford,Ray Jones,2004
ol,"Hudson, Wisconsin","",78,280,5.2,3,5.6,27,Wisconsin,Kraig Urbik,2004
lb,"West Deptford, New Jersey","",78,239,4.7,3,5.5,27,Boston College,Tom Walls,2004
ath,"Indianapolis, Indiana",Warren Central,78,180,4.5,3,5.7,27,Purdue,Desmond Tardy,2004
ol,"Voorhees, New Jersey",Eastern Regional,78,310,5.1,3,5.6,28,Florida,Phil Trautwein,2004
lb,"Lufkin, Texas","",78,205,4.5,3,5.5,28,Kansas State,Aaron Darks,2004
dt,"Garland, Texas",Lakeview Centennial,78,289,5.2,3,5.7,28,Kansas,James McClinton,2004
de,"Lincoln, Nebraska",Lincoln Southwest,78,235,4.8,3,5.5,28,Nebraska,Ty Steinkuhler,2004
wr,"Woodinville, Washington",O'Dea,78,210,4.4,3,5.6,28,Duke,Chancellor Young,2004
de,"Columbia, South Carolina",Spring Valley,78,230,4.8,3,5.5,28,Wake Forest,Anthony Davis,2004
db,"Bluefield, Virginia",Graham,65,185,4.5,3,5.6,28,Virginia,Ahmad Bradshaw,2004
k,"Los Alamitos, California",Los Alamitos,78,165,4.9,2,5.2,28,Ohio,Brooks Rossman,2004
ath,"Atlanta, Georgia",Tri Cities,65,188,4.5,3,5.6,28,Auburn,Tristan Davis,2004
qb,"Atlanta, Georgia",Mays,78,205,4.8,3,5.5,28,Auburn,Calvin Booker,2004
ol,"Fredericksburg, Virginia",Stafford,78,295,5.2,3,5.5,28,West Virginia,John Bradshaw,2004
lb,"Leighton, Alabama",Colbert County,78,212,4.6,3,5.5,28,Auburn,Courtney Harden,2004
wr,"Santa Fe Springs, California",Santa Fe Springs,78,175,4.5,3,5.7,28,Arizona State,Nate Kimbrough,2004
db,"Marlin, Texas","",78,205,4.4,3,5.6,29,Arkansas,D'Nerian Wrighter,2004
qb,"Atlanta, Georgia",Landmark Christian,78,185,4.7,3,5.5,29,Arkansas,Alex Mortensen,2004
lb,"Elkhorn, Nebraska","",78,220,4.8,3,5.5,29,Nebraska,Clayton Sievers,2004
dt,"Cliffwood, New Jersey",Matawan,78,290,4.9,3,5.7,29,Virginia Tech,Carl Howard,2004
lb,"Issaquah, Washington",Juanita,78,230,4.6,3,5.5,29,Washington,Walter Winter,2004
db,"Tallahassee, Florida",Lincoln,78,175,4.4,3,5.6,29,Florida State,Joe Manning,2004
wr,"Youngstown, Ohio",Austintown Fitch,78,199,4.4,3,5.7,29,Michigan State,Miles Williams,2004
ol,"West Chester, Ohio",Lakota West,78,314,5.4,3,5.6,29,Ohio State,Steve Rehring,2004
ol,"Joliet, Illinois",Joliet Catholic,78,280,5.0,3,5.5,29,Indiana,Jim Jadron,2004
ath,"Greer, South Carolina","",78,190,4.5,3,5.6,29,Tennessee,Sinclair Cannon,2004
de,"Clayton, Ohio",Northmont,78,245,4.8,3,5.5,29,Kentucky,Nii Adjei Oninku,2004
db,"Tyler, Texas",Robert E. Lee,78,190,4.5,3,5.6,30,Oklahoma State,Martel Van Zant,2004
wr,"Houston, Texas",Strake Jesuit,78,200,4.5,3,5.7,30,Texas,Chris Ogbonnaya,2004
lb,"Forestville, Maryland","",78,200,4.5,3,5.5,30,Syracuse,Donte Woodyard,2004
lb,"Glen Allen, Virginia",Hermitage,78,225,4.5,3,5.5,30,Virginia Tech,Andrew Bowman,2004
rb,"Iowa City, Iowa",West,78,212,4.5,3,5.6,30,Iowa State,Greg Coleman,2004
ath,"St. Louis, Missouri",Hazelwood Central,78,200,4.5,3,5.6,30,Ohio State,Nick Patterson,2004
dt,"Metairie, Louisiana",Rummel,78,290,4.9,3,5.7,30,Ohio State,Nader Abdallah,2004
db,"Lake City, Florida",Columbia,78,185,4.5,3,5.6,30,Miami (FL),Rashaun Jones,2004
de,"Woodbridge, Virginia",Gar-Field,78,254,4.7,3,5.5,30,Virginia,Clint Sintim,2004
ol,"Lake Orion, Michigan","",78,320,5.1,3,5.5,30,Penn State,Trent Varva,2004
de,"Merritt Island, Florida","",78,250,4.7,3,5.5,31,Florida,Mike Mangold,2004
ath,"Orange, Texas",West Orange Stark,65,185,4.4,3,5.6,31,Texas A&M,Kerry Franks,2004
lb,"Vandergrift, Pennsylvania",Kiski Area,78,230,4.6,3,5.5,31,Pittsburgh,Scott McKillop,2004
wr,"Cherryville, North Carolina","",78,198,4.5,3,5.7,31,Georgia,Kenneth Harris,2004
ol,"Marietta, Georgia",Walton,78,275,5.1,3,5.5,31,Vanderbilt,Hamilton Holliday,2004
db,"Tuscaloosa, Alabama",Hillcrest,65,180,4.4,3,5.6,31,Alabama,Travis Robinson,2004
ol,"Tuscaloosa, Alabama",Hillcrest,78,270,5.1,3,5.6,31,Alabama,Cody Davis,2004
lb,"Wausau, Wisconsin",East High,78,230,4.7,3,5.5,31,Wisconsin,Andy Crooks,2004
dt,"Dublin, Ohio",Coffman,78,250,4.9,3,5.7,31,Ohio State,Alex Barrow,2004
qb,"Lincolnton, Georgia",Lincoln County,78,215,4.7,3,5.5,30,Southern Miss,Travis Clark,2004
db,"White Plains, New York","",78,215,4.5,3,5.5,31,Penn State,Spencer Ridenhour,2004
lb,"Blakely, Georgia",Early County,78,225,4.7,3,5.5,32,Auburn,Octavious Balkcom,2004
dt,"Orlando, Florida",Oak Ridge,78,270,4.9,3,5.6,32,Miami (FL),Joe Joseph,2004
wr,"Pensacola, Florida",Pensacola,78,190,4.5,3,5.7,32,Alabama,Keith Brown,2004
ath,"Spartanburg, South Carolina",Dorman,65,175,4.4,3,5.6,32,South Carolina,Kendrick Lynch,2004
rb,"Indianapolis, Indiana",Warren Central,65,205,4.4,3,5.6,32,Western Michigan,Mark Bonds,2004
de,"Batesville, Mississippi",South Panola,78,260,4.7,3,5.5,32,Mississippi,Peria Jerry,2004
ol,"Luverne, Alabama","",78,325,5.1,3,5.6,32,Georgia,Chester Adams,2004
db,"Boonville, North Carolina",Starmount,78,180,4.4,3,5.6,32,Marshall,James Houston,2004
ol,"Boca Raton, Florida",Saint Andrew's Prep,78,270,5.1,3,5.5,32,Michigan,Grant DeBenedictis,2004
de,"Pearland, Texas","",78,236,4.7,3,5.5,33,Texas A&M,Cyril Obiozor,2004
dt,"Denton, Texas",Ryan,78,250,4.8,3,5.6,33,Texas,Derek Lokey,2004
lb,"Mt. Vernon, Iowa","",78,235,4.7,3,5.5,33,Iowa,Matt Kroul,2004
wr,"Memphis, Tennessee",Melrose,78,190,4.5,3,5.7,33,Mississippi,Corey Kizer,2004
ath,"Forestville, Maryland","",65,175,4.4,3,5.6,33,Boston College,Andre Jones,2004
ol,"Rancho Cucamonga, California",Rancho Cucamonga,78,260,4.9,3,5.6,33,UCLA,Brian Abraham,2004
db,"Memphis, Tennessee",Melrose,78,200,4.5,3,5.5,33,Miami (FL),Carlos Armour,2004
ol,"Olathe, Kansas",Wichita East,78,284,5.0,3,5.5,33,Kansas,Todd Haselhorst,2004
db,"Puckett, Mississippi","",65,185,4.4,3,5.6,33,Mississippi,Terrell Jackson,2004
