position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
qb,"Galena Park, Texas",North Shore,78,224,4.4,4,6.0,3,Oklahoma State,Robbie Reid,2004
dt,"Silsbee, Texas","",78,285,4.9,4,6.0,3,Texas A&M,William Morrisey,2004
qb,"West Lawn, Pennsylvania",Wilson,78,210,4.6,5,6.1,3,Michigan,Chad Henne,2004
lb,"Wyckoff, New Jersey",Don Bosco Prep,78,228,4.4,5,6.1,3,Boston College,Brian Toal,2004
lb,"Chicago, Illinois",Hubbard,78,220,4.5,5,6.1,3,Oklahoma,Chris Patterson,2004
rb,"Norcross, Georgia",Greater Atlanta Christian,78,220,4.5,4,5.8,3,Georgia,Brannan Southerland,2004
rb,"Cleveland, Ohio",Benedictine,65,185,4.5,4,5.8,3,West Virginia,Raymond Williams,2004
wr,"Toledo, Ohio",Rogers,78,210,4.5,5,6.1,3,USC,Fred Davis,2004
db,"Alabaster, Alabama",Thompson,78,210,4.5,4,5.9,3,Auburn,Tony Bell,2004
de,"San Jose, California",Valley Christian,78,245,4.5,5,6.1,3,USC,Jeff Schweiger Jr.,2004
te,"Carrollton, Ohio","",78,225,4.7,4,5.8,3,Ohio State,Chad Hoobler,2004
rb,"Miami, Florida",Killian,78,200,4.4,4,6.0,3,Miami (FL),Bobby Washington,2004
ol,"Bay City, Michigan",Central High School,78,310,5.4,4,5.9,3,Michigan,Alex Mitchell,2004
ol,"Long Island, New York",Saint Anthony's,78,275,4.9,4,5.8,3,Stanford,Alex Fletcher,2004
k,"Covina, California",Charter Oak,78,210,4.7,3,5.5,3,UCLA,Aaron Perez,2004
lb,"Orlando, Florida",Evans,78,220,4.5,4,6.0,4,Florida,Brandon Siler,2004
wr,"Arlington, Texas",Grace Prepatory,78,178,4.4,5,6.1,4,Miami (FL),Lance Leggett,2004
qb,"Burnet, Texas","",78,205,4.6,4,6.0,4,Texas A&M,Stephen McGee,2004
ol,"Hutchinson, Minnesota","",78,315,4.9,4,6.0,4,Nebraska,Lydon Murtha,2004
db,"Miami, Florida",Killian,78,170,4.5,4,6.0,4,Florida State,J.R. Bryant,2004
de,"Hayward, California",Hayward,78,260,4.8,4,5.9,4,California,Phillip Mbakogu,2004
te,"Beaver, Pennsylvania",Area,78,245,4.8,4,5.8,4,Ohio State,Rory Nicol,2004
rb,"Reserve, Louisiana",East St. John,78,185,4.5,3,5.7,4,Miami (FL),Derron Thomas,2004
qb,"Columbia, Missouri",Rock Bridge,78,205,4.7,4,6.0,4,Missouri,Chase Patton,2004
ath,"Stockton, California",Edison,65,170,4.4,4,5.9,4,LSU,Lavelle Hawkins,2004
lb,"Huber Heights, Ohio",Wayne High School,78,240,4.6,4,6.0,4,Ohio State,Marcus Freeman,2004
rb,"Nashville, Tennessee",Brentwood Academy,78,237,4.6,4,5.8,4,Tennessee,David Holbert,2004
ol,"Baton Rouge, Louisiana",Parkview Baptist,78,286,5.3,3,5.6,4,LSU,Max Holmes,2004
dt,"Chattanooga, Tennessee",Tyner Academy,78,294,4.9,4,6.0,4,Tennessee,Demonte Bolden,2004
rb,"Tucker, Georgia",Tucker,65,185,4.4,4,6.0,4,Georgia,Thomas Brown,2004
de,"Hawkinsville, Georgia",Hawkinsville,78,240,4.6,4,6.0,4,Georgia,Charles Johnson,2004
ol,"Cherryvale, Kansas","",78,315,4.8,4,5.9,4,Kansas State,Matt Boss,2004
db,"Los Alamitos, California","",78,200,4.4,4,5.9,4,Washington State,Randy Estes,2004
k,"Augusta, Georgia",Westside,78,190,4.9,3,5.5,4,Maryland,Obi Egekeze,2004
rb,"Beaumont, Texas",Central,65,170,4.4,3,5.7,5,Houston,Ivory Williams,2004
db,"Omaha, Nebraska",Central High School,65,160,4.5,4,5.9,5,Nebraska,Cortney Grixby,2004
ol,"Youngstown, Ohio",Ursuline,78,300,5.1,4,6.0,5,Oklahoma,Brandon Braxton,2004
de,"Harvey, Illinois",Thornton Township,78,240,4.7,4,6.0,5,Michigan,Tim Jamison,2004
k,"Imperial, Pennsylvania",West Allegheny,78,225,5.0,3,5.5,5,Purdue,Dave Brytus,2004
qb,"Winfield, Kansas","",78,205,4.4,4,5.9,5,Kansas State,Nick Patton,2004
lb,"Stone Mountain, Georgia",Stephenson,78,225,4.6,4,6.0,5,Georgia,Josh Johnson,2004
rb,"Mill Creek, Washington",Jackson,78,240,4.5,3,5.5,5,Washington,John Kirton,2004
te,"Venice, Florida","",78,240,4.8,3,5.7,5,Vanderbilt,Brad Allen,2004
ol,"Columbia, South Carolina",Spring Valley,78,290,5.1,4,5.9,5,Auburn,Leon Hart,2004
lb,"Florence, South Carolina",Wilson,78,225,4.6,4,6.0,5,Florida State,Lawrence Timmons,2004
rb,"Homestead, Florida",South Dade,65,200,4.5,4,6.0,5,Miami (FL),Charlie Jones,2004
db,"Pittsburgh, Pennsylvania",Woodland Hills,78,210,4.5,4,5.8,5,Ohio State,Devon Lyons,2004
wr,"Palm Bay, Florida","",78,190,4.4,5,6.1,5,LSU,Xavier Carter,2004
dt,"Gonzales, Louisiana",East Ascension,78,293,5.0,4,6.0,5,LSU,Glenn Dorsey,2004
ol,"Conway Springs, Kansas",Conway Springs,78,300,5.2,3,5.5,5,Kansas State,Caleb Handy,2004
ath,"Orange, California",Lutheran,78,218,4.5,4,5.9,5,Notre Dame,Anthony Vernaglia,2004
qb,"Louisville, Kentucky",Trinity,78,200,4.7,4,5.9,5,Louisville,Brian Brohm,2004
de,"Cleveland, Ohio",St. Ignatius,78,225,4.7,4,5.9,5,Michigan,Michael Massey,2004
qb,"Brownwood, Texas","",78,190,4.5,4,5.8,6,Miami (FL),Kirby Freeman,2004
rb,"Syracuse, New York",Onondaga Central,65,175,4.4,3,5.7,6,Michigan,Mike Hart,2004
lb,"Reading, Pennsylvania","",78,240,4.5,4,6.0,6,Miami (FL),James Bryant,2004
rb,"Germantown, Ohio",Valley View,78,230,4.6,3,5.7,6,Illinois,Brock Bolen,2004
ath,"Southaven, Mississippi","",78,220,4.5,4,5.9,6,Memphis,Greg Hinds,2004
qb,"Land O'Lakes, Florida","",78,205,4.7,4,5.9,6,Florida State,Drew Weatherford,2004
rb,"Lawton, Oklahoma",Eisenhower,65,180,4.4,4,6.0,6,Oklahoma,D.J. Wolfe,2004
te,"Princeton, New Jersey",The Hun School,78,231,4.5,3,5.7,6,Michigan State,Craig McGovern,2004
wr,"Tyrone, Georgia",Sandy Creek,78,210,4.4,4,6.0,6,Georgia Tech,Calvin Johnson,2004
db,"Miami, Florida",Northwestern,78,187,4.4,4,5.9,6,Florida State,Trevor Ford,2004
de,"Charlottesville, Virginia",St. Anne's Belfield,78,262,4.9,4,5.8,6,Virginia,Chris Long,2004
ol,"Erie, Pennsylvania",McDowell,78,265,5.0,4,6.0,6,Ohio State,Kyle Mitchum,2004
ol,"Dalton, Georgia",Dalton,78,258,4.9,3,5.5,6,Tennessee,Cameron Mayo,2004
db,"Los Angeles, California",Dorsey,78,195,4.5,4,5.8,6,Oregon,Jerome Boyd,2004
lb,"Sacramento, California",Grant,78,240,4.5,4,5.9,6,California,Worrell Williams,2004
de,"Greenbelt, Maryland",Eleanor Roosevelt,78,230,4.5,4,6.0,6,Maryland,George Covington,2004
ol,"Shenandoah, Pennsylvania",Valley,78,295,5.2,4,5.9,6,Penn State,Greg Harrison,2004
ol,"Sarasota, Florida",Riverview,78,305,5.2,4,6.0,7,Florida,Drew Miller,2004
db,"Immokalee, Florida",Immokalee,78,180,4.3,4,5.9,7,Florida,McIntosh Nicolas,2004
db,"Ft. Worth, Texas",Dunbar,78,195,4.4,4,5.8,7,Texas,Bobby Tatum,2004
de,"Galena Park, Texas","",78,255,4.7,4,5.8,7,LSU,Tremaine Johnson,2004
ath,"Ft. Worth, Texas",Dunbar,65,182,4.4,4,5.8,7,Texas A&M,D.J. Davis,2004
qb,"Ennis, Texas","",78,183,4.7,4,5.9,7,Texas Tech,Graham Harrell,2004
qb,"Deerfield Beach, Florida","",78,190,4.5,4,5.8,7,Tennessee,Brent Schaeffer,2004
wr,"Martinsburg, West Virginia","",78,190,4.5,4,6.0,7,West Virginia,Brandon Barrett,2004
ol,"Spokane, Washington",East Valley,78,305,5.2,4,5.8,7,Washington State,Andrew Roof,2004
te,"Adrian, Michigan","",78,229,4.6,3,5.7,7,Michigan State,Kellen Freeman-Davis,2004
lb,"Rockingham, North Carolina",Richmond County,78,185,4.4,4,5.9,7,Georgia,Dannell Ellerbe,2004
dt,"Harvey, Louisiana",West Jefferson,78,310,4.8,4,5.9,7,LSU,Marlon Favorite,2004
rb,"San Antonio, Texas",Madison,65,170,4.4,3,5.7,7,Kansas,Gary Green II,2004
lb,"Hattiesburg, Mississippi",Oak Grove,78,217,4.5,4,5.9,7,Mississippi,Garry Pack,2004
rb,"Greensboro, North Carolina",Dudley,78,202,4.4,4,6.0,7,Florida State,Jamaal Edwards,2004
de,"Fairfax, Virginia",Robinson,78,220,4.7,4,6.0,7,Virginia,Olu Hall,2004
rb,"Long Island, New York",Saint Anthony's,78,210,4.5,3,5.7,7,Penn State,Matt Hahn,2004
ol,"Vancouver, Washington",Columbia River,78,308,5.1,3,5.5,7,Washington State,Eddie Vickers,2004
k,"Wilmington, Delaware",Tatnall,65,175,4.6,2,5.4,7,Boston College,James Ohliger,2004
ath,"Belton, Texas","",78,187,4.4,4,5.8,8,Texas,Ramonce Taylor,2004
qb,"Playa Del Rey, California",Saint Bernard,78,225,4.4,4,5.8,8,USC,Rocky Hinds,2004
k,"Wilmington, North Carolina",Hoggard,78,175,4.7,2,5.4,8,North Carolina,Connor Barth,2004
wr,"Hartselle, Alabama","",78,190,4.5,4,6.0,8,Alabama,Nikita Stover,2004
ol,"Graham, Washington",Bethel School,78,300,5.3,4,5.9,8,Oregon,Aaron Klovas,2004
rb,"Morgan City, Louisiana",Central Catholic,65,205,4.4,3,5.6,8,Auburn,Jerald Watson,2004
lb,"Hartwell, Georgia",Hart. Co.,78,225,4.7,4,5.9,8,Florida State,Jae Thaxton,2004
ol,"Miami, Florida",Edison,78,290,4.9,4,5.8,8,Florida State,Jacky Claude,2004
dt,"Orlando, Florida",Edgewater,78,270,4.8,4,5.9,8,Florida State,Aaron Jones,2004
rb,"Kansas City, Missouri",Rockhurst,65,192,4.4,4,5.9,8,Missouri,Tony Temple,2004
lb,"Columbia, Missouri",Rock Bridge,78,210,4.5,4,5.8,8,Missouri,Van Alexander,2004
db,"Miami, Florida",Monsignor Pace,78,190,4.5,4,5.8,8,Miami (FL),Lovon Ponder,2004
rb,"Kauai, Hawaii",Waimea,78,210,4.5,3,5.6,8,Colorado,Jordan Dizon,2004
de,"Long Beach, Mississippi","",78,245,4.8,4,5.8,8,Tennessee,Xavier Mitchell,2004
de,"Hacienda Heights, California",Los Altos,78,245,4.7,4,5.9,8,UCLA,Brigham Harwell,2004
te,"Hollywood, Florida",Chaminade Madonna,78,225,4.7,3,5.7,8,North Carolina State,Octavius Darby,2004
db,"Minneapolis, Minnesota",Breck School,78,185,4.4,4,5.9,8,Boston College,Brandon Robinson,2004
qb,"Canyon Country, California",Canyon,78,226,4.8,4,5.8,8,California,Nathan Longshore,2004
ol,"Colorado Springs, Colorado",U.S. Air Force Prep,78,285,4.9,3,5.5,8,Oregon,Jeff Kendall,2004
de,"Breaux Bridge, Louisiana","",78,266,4.9,4,5.8,9,LSU,Charles Alexander,2004
rb,"Lake Orion, Michigan",Lake Orion,78,230,4.6,3,5.6,9,Michigan,Roger Allison,2004
lb,"Tallahassee, Florida",Lincoln,78,210,4.5,4,5.8,9,Florida State,Rodney Gallon,2004
te,"New Orleans, Louisiana",Landry,78,248,4.6,3,5.7,9,San Diego State,Lance Louis,2004
db,"Concord, California",De La Salle,78,185,4.5,4,5.8,9,Oregon,"Willie Glasper, Jr.",2004
ol,"Tallahassee, Florida",Lincoln,78,270,5.1,3,5.5,9,Nebraska,Danny Muy,2004
ath,"Detroit, Michigan",DePorres,65,185,4.4,4,5.8,9,Michigan State,Carl Grimes,2004
db,"Madison, Florida",Madison,78,190,4.5,4,5.8,9,Florida State,Jonathan Warren,2004
rb,"Pittsburgh, Pennsylvania",North Hills,78,205,4.4,4,5.9,9,Miami (FL),Andrew Johnson,2004
rb,"Anderson, South Carolina",T. L. Hanna,65,190,4.5,3,5.6,9,Kentucky,Rafael Little,2004
ol,"Festus, Missouri","",78,303,5.2,4,5.9,9,Missouri,Kyle Riggs,2004
de,"Tulsa, Oklahoma",Union,78,240,4.6,4,5.9,9,Oklahoma State,Nathan Peterson,2004
ol,"Littleton, Colorado",Columbine,78,260,5.0,4,5.8,9,Colorado,Garrett Collins,2004
wr,"Culver City, California",Culver City,78,185,4.5,4,5.9,9,Washington State,Michael Bumpus,2004
lb,"West Monroe, Louisiana","",78,228,4.6,4,5.9,9,LSU,Luke Sanders,2004
dt,"Hartland, Wisconsin",Arrowhead,78,265,4.8,4,5.9,9,Wisconsin,Nick Hayden,2004
qb,"Baldwyn, Mississippi","",78,218,4.7,4,5.8,9,Georgia,Blake Barnes,2004
qb,"Leola, Pennsylvania",Conestoga Valley,78,210,4.5,3,5.7,9,Maryland,Jordan Steffy,2004
de,"Westlake Village, California",Westlake,78,240,4.6,4,5.8,10,USC,Jimmy Miller,2004
lb,"Vicksburg, Mississippi","",78,215,4.4,4,5.8,10,Mississippi State,Rory Johnson,2004
te,"Brewton, Alabama",Miller,78,258,4.8,3,5.7,10,Alabama,Trent Davidson,2004
rb,"Greenville, North Carolina",Rose,78,210,4.4,4,5.9,10,North Carolina State,Andre Brown,2004
ath,"Stone Mountain, Georgia",Stephenson,78,175,4.4,4,5.8,10,Arkansas,Michael Grant,2004
db,"Jacksonville, Florida",Trinity Christian,78,192,4.5,4,5.8,10,Oklahoma,Brett Bowers,2004
wr,"Washington, District of Columbia",Gonzaga,78,200,4.4,4,5.9,10,Michigan,Doug Dutch,2004
dt,"Marshville, North Carolina",Forest Hills,78,305,4.8,4,5.9,10,South Carolina,Marque Hall,2004
lb,"St. Clio, South Carolina",Marlboro County,78,229,4.7,4,5.9,10,Tennessee,Robert Ayers,2004
ol,"Riverside, Missouri",Park Hill South,78,290,5.1,4,5.9,10,Michigan,Brett Gallimore,2004
qb,"Webster Groves, Missouri","",78,215,4.6,3,5.7,10,Missouri,Darrell Jackson,2004
ol,"Xenia, Ohio","",78,305,5.1,4,5.8,10,Ohio State,Ben Person,2004
de,"Denver, Colorado",South High School,78,225,4.8,4,5.8,10,Miami (FL),Calais Campbell,2004
qb,"Centreville, Virginia",Westfield,78,185,4.8,4,5.8,10,Virginia Tech,Sean Glennon,2004
k,"Round Rock, Texas",Westwood,78,190,4.6,2,5.4,10,Oklahoma State,Jason Ricks,2004
rb,"Mahtomedi, Minnesota","",78,240,4.7,3,5.6,10,Stanford,Jerod Arlich,2004
ol,"Montgomery, Alabama",Lee,78,265,4.9,3,5.5,10,Alabama,Antoine Caldwell,2004
rb,"Memphis, Tennessee",Melrose,65,175,4.4,3,5.6,10,Memphis,Joseph Doss,2004
db,"Robersonville, North Carolina",Roanoke,65,180,4.4,4,5.8,10,North Carolina,Trimane Goddard,2004
rb,"Tuscaloosa, Alabama",Hillcrest,78,190,4.4,4,5.8,11,Florida,Markus Manson,2004
wr,"Round Rock, Texas",McNeil,78,195,4.4,4,5.9,11,Texas,Myron Hardy,2004
qb,"Hillsboro, Oregon",Glencoe High School,78,200,4.6,4,5.8,11,Tennessee,Erik Ainge,2004
te,"Harvey, Louisiana",West Jefferson,78,285,4.8,3,5.7,11,Mississippi State,Jeremy Jones,2004
de,"Indianapolis, Indiana",Bishop Chatard,78,225,4.8,4,5.8,11,Purdue,Ryan Baker,2004
k,"Ankeny, Iowa",Ankeny Senior,78,185,,2,5.4,11,Kansas State,Jared Parker,2004
ath,"Bradenton, Florida",Bayshore,78,209,4.4,4,5.8,11,Michigan State,SirDarean Adams,2004
lb,"Fort Lauderdale, Florida",Dillard,65,234,4.6,4,5.8,11,Pittsburgh,Vernon Smith,2004
dt,"Millville, New Jersey","",78,246,4.8,4,5.9,11,Miami (FL),Dwayne Hendricks,2004
de,"Detroit, Michigan",Cass Tech,78,238,4.5,4,5.8,11,Ohio State,Vernon Gholston,2004
rb,"Charlotte, North Carolina",Providence,65,163,4.3,3,5.6,11,Hawaii,Andrew Pearman,2004
lb,"Hampton, Virginia",Kecoughtan,78,214,4.6,4,5.8,11,Tennessee,Jerod Mayo,2004
db,"New Orleans, Louisiana",Rummel,78,200,4.5,4,5.8,11,LSU,Craig Steltz,2004
db,"Oakland, California",Oakland Tech,65,177,4.5,4,5.8,11,California,Virdell Larkins,2004
ol,"Sarasota, Florida",Booker,78,280,4.9,4,5.8,11,Florida State,Dumaka Atkins,2004
ol,"West Hills, California",Chaminade,78,270,4.9,3,5.5,11,Oregon State,Adam Speer,2004
ol,"Elizabeth, New Jersey","",78,285,5.1,4,5.9,11,Maryland,Carlos Feliciano,2004
rb,"Mechanicsburg, Pennsylvania",Cumberland Valley,78,235,4.6,3,5.6,11,Penn State,Dan Lawlor,2004
wr,"Jacksonville, Florida",First Coast,78,180,4.4,4,5.9,12,Florida,Mike McIntosh,2004
lb,"Miami, Florida",South Miami,78,230,4.6,4,5.8,12,Florida,Javier Estopinan,2004
ath,"Ennis, Texas","",78,180,4.4,4,5.8,12,Texas Tech,Anthony Jenkins,2004
de,"Houston, Texas",Lamar,78,220,4.6,4,5.8,12,Texas,Brian Orakpo,2004
ol,"Greenville, Florida",Madison,78,290,,3,5.5,12,Clemson,Bobby Hutchinson,2004
de,"Deerfield Beach, Florida","",78,265,4.7,4,5.8,12,Florida State,Emmanuel Dunbar,2004
qb,"Tucker, Georgia",Tucker HS,78,190,4.6,3,5.6,12,Troy,D.T. McDowell,2004
db,"Culpeper, Virginia",Culpeper County,78,190,4.4,4,5.8,12,Virginia Tech,Kent Hicks,2004
lb,"Concord, California",De La Salle,78,215,4.5,4,5.8,12,Oregon,Terrance Kelly,2004
rb,"Philadelphia, Pennsylvania",West Catholic,65,185,4.5,3,5.6,12,Syracuse,Curtis Brinkley,2004
ol,"Compton, California",Dominguez,78,310,4.9,4,5.9,12,USC,Chilo Rachal,2004
db,"West Covina, California",South Hills,78,185,4.5,4,5.8,12,Oregon State,Bryan Payton,2004
k,"Glendale, Arizona",Cactus,78,190,4.6,2,5.4,12,Northern Arizona,Bubba Bradley,2004
rb,"Fayetteville, North Carolina",Jack Britt,65,225,4.5,4,5.8,12,Virginia Tech,George Bell,2004
rb,"Portland, Oregon",Jesuit,78,225,4.6,3,5.6,12,Oregon State,Mike Jones,2004
te,"Phoenix, Arizona",Moon Valley,78,245,4.7,3,5.7,12,Arizona State,Andrew Pettes,2004
qb,"Corona, California",Corona,78,190,4.7,3,5.7,12,Oregon State,Brian Hildebrand,2004
ol,"Baltimore, Maryland",Woodlawn,78,328,5.3,4,5.8,12,Maryland,Scott Burley,2004
dt,"Coraopolis, Pennsylvania",Moon,78,275,4.9,4,5.9,12,Penn State,A.Q. Shipley,2004
db,"Jacksonville, Florida",White,78,172,4.4,4,5.8,13,Florida,Dawayne Grace,2004
te,"Cypress, Texas",Cypress Springs,78,237,4.6,3,5.6,13,Texas A&M,Amos Gbunblee,2004
de,"Colleyville, Texas",Heritage School,78,237,4.7,4,5.8,13,Oklahoma,Alan Davis,2004
ol,"Greenville, South Carolina",Greenville High School,78,310,5.0,4,5.8,13,Clemson,Corey Lambert,2004
lb,"Little Rock, Arkansas",Pulaski Academy,78,230,4.6,4,5.8,13,LSU,Matt Stoltz,2004
rb,"Akron, Ohio",Buchtel,65,195,4.5,4,5.8,13,Ohio State,Tony Pittman,2004
k,"Eagle, Idaho","",65,180,4.6,2,5.4,13,Boise State,Jameson Davis,2004
db,"Rock Hill, South Carolina",Northwestern,78,215,4.5,4,5.8,13,South Carolina,C.J. Barber,2004
wr,"Herndon, Virginia",Westfield,65,170,4.4,4,5.9,13,Virginia Tech,Eddie Royal,2004
ath,"Detroit, Michigan",Ford,78,244,4.7,4,5.8,13,Michigan State,Dwayne Holmes,2004
lb,"Miami, Florida",Edison,78,210,4.6,3,5.7,13,South Florida,Brouce Mompremier,2004
ol,"Harrisburg, Pennsylvania",Bishop McDevitt,78,320,5.1,4,5.8,13,Maryland,Jaimie Thomas,2004
de,"Tucker, Georgia",Tucker,78,225,4.6,3,5.7,13,Georgia,Brandon Lang,2004
qb,"Aurora, Colorado",Grandview High School,78,195,4.5,3,5.6,13,Colorado,Ryan Walters,2004
qb,"Oak Lawn, Illinois",HL Richards,78,220,4.6,3,5.7,13,Wisconsin,Sean Lewis,2004
dt,"Medford, Oregon",North Medford,78,280,4.8,4,5.9,13,Oregon,David Faaeteete,2004
rb,"Lafayette, Louisiana",Comeaux,78,194,4.4,3,5.6,13,West Virginia,Tyler Benoit,2004
rb,"Stoughton, Massachusetts",Xaverian Brothers,78,240,4.7,3,5.5,13,Boston College,Keith Willis,2004
lb,"Tyler, Texas",Tyler Lee,78,215,4.5,3,5.7,14,Texas,Nic Redwine,2004
lb,"Wexford, Pennsylvania",North Allegheny,78,240,4.7,4,5.8,14,Michigan,Chris Rogers,2004
dt,"Lake Orion, Michigan","",78,285,5.0,4,5.9,14,Michigan,Will Johnson,2004
db,"Seattle, Washington",Ballard,78,200,4.5,4,5.8,14,Washington,Keauntea Bankhead,2004
qb,"Cleveland, Ohio",St. Ignatius,78,189,4.8,3,5.6,14,Michigan State,Brian Hoyer,2004
ath,"East Point, Georgia",Tri Cities,65,162,4.4,4,5.8,14,Georgia,Ramarcus Brown,2004
ol,"Tempe, Arizona",Corona Del Sol,78,325,5.1,4,5.8,14,Stanford,Allen Smith,2004
db,"Hubbard, Ohio","",65,175,4.5,3,5.7,14,Ohio State,Shaun Lane,2004
wr,"Belle Glades, Florida",Glade Central,78,185,4.6,4,5.9,14,Ohio State,Albert Dukes,2004
de,"Edgard, Louisiana",West St. John,78,265,4.8,3,5.7,14,LSU,Tyson Jackson,2004
te,"Prattville, Alabama","",78,235,4.8,3,5.6,14,Alabama,Travis McCall,2004
de,"Palm Beach, Florida",Palm Beach Gardens,78,210,4.6,4,5.8,14,North Carolina State,Willie Young,2004
rb,"Plaquemine, Louisiana","",65,179,4.4,3,5.6,14,Tennessee,Ja'Kouri Williams,2004
ol,"Grove Hill, Alabama",Clarke County,78,293,5.1,3,5.7,14,Alabama,B.J. Stabler,2004
qb,"Carmichael, California",Jesuit,78,180,4.6,3,5.6,14,Northwestern,C.J. Bacher,2004
k,"Rock Island, Illinois",Rock Island,78,185,,2,5.4,14,Illinois,Jason Reda,2004
dt,"Atlanta, Georgia",Westlake,78,270,4.9,4,5.8,15,Florida,Michael Brown,2004
de,"Pompano Beach, Florida",Blanche Ely,78,250,4.8,3,5.7,15,Florida,Brandon Daniel,2004
te,"Miami, Florida",Killian,78,240,4.6,3,5.6,15,Florida,Dane Guthrie,2004
de,"Klein, Texas",Forest,78,240,4.7,4,5.8,15,Arizona,McCollins Umeh,2004
wr,"Houston, Texas",Westbury,78,190,4.4,4,5.8,15,Texas,George Walker,2004
qb,"Mountain Brook, Alabama",Mountian Brook,78,190,4.7,3,5.6,15,Clemson,Tribble Reese,2004
rb,"Madison, Alabama",Bob Jones,78,210,4.5,4,5.8,15,Michigan,Max Martin,2004
lb,"Indianapolis, Indiana",Warren Central,65,210,4.5,4,5.8,15,Michigan,Chris Graham,2004
ol,"La Mirada, California",La Mirada,78,300,5.3,3,5.7,15,UCLA,Shannon Tevaga,2004
