position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
wr,"McDonough, Georgia",Henry County,78,182,4.7,5,6.1,3,USC,Markeith Ambles,2010
lb,"Atlanta, Georgia",Westlake,78,213,4.5,4,5.8,3,Florida,Michael Taylor,2010
ath,"Cincinnati, Ohio",Princeton,65,220,4.7,5,6.1,3,LSU,Spencer Ware,2010
ol,"Fort Lauderdale, Florida",St. Thomas Aquinas,78,290,,4,5.8,3,Miami (FL),Brandon Linder,2010
db,"Newnan, Georgia",Newnan,78,210,4.6,4,6.0,3,Georgia,Alec Ogletree,2010
te,"Eugene, Oregon",Sheldon,78,240,4.8,4,5.9,3,Oregon,Curtis White,2010
dt,"Chino, California",Don Lugo,78,300,5.0,4,6.0,3,USC,George Uko,2010
rb,"Woodland Hills, California",Taft,65,175,4.4,4,5.9,3,USC,D.J. Morgan,2010
ol,"Olive Branch, Mississippi",Olive Branch,78,285,,5,6.1,3,Auburn,Shon Coleman,2010
ol,"Mustang, Oklahoma",Mustang,78,322,,4,5.8,3,Oklahoma,Bronson Irwin,2010
k,"Whitefish Bay, Wisconsin",Whitefish Bay,78,215,4.8,3,5.5,3,Michigan,Will Hagerup,2010
db,"Palmdale, California",Palmdale,78,195,,4,6.0,3,Florida,Joshua Shaw,2010
rb,"Prichard, Alabama",Vigor,78,240,4.8,4,5.8,3,Alabama,Jalston Fowler,2010
wr,"Dallas, Texas",Skyline,78,185,,4,6.0,4,Texas,Mike Davis,2010
qb,"Danville, California",Monte Vista,78,210,,4,5.9,4,Stanford,Brett Nottingham,2010
lb,"Huntington Beach, California",Edison,78,220,4.6,4,5.8,4,UCLA,Jordan Zumwalt,2010
ol,"Westlake Village, California",Oaks Christian,78,264,,4,5.8,4,Washington,Erik Kohler,2010
dt,"Westlake Village, California",Oaks Christian,78,275,4.9,4,6.0,4,UCLA,Cassius Marsh,2010
te,"Palmdale, California",Highland,78,235,4.5,4,5.9,4,USC,Christian Thomas,2010
k,"Bakersfield, California",Frontier,78,215,4.7,3,5.5,4,Tennessee,Matt Darr,2010
ol,"Pittsburgh, Pennsylvania",Fox Chapel Area,78,277,5.5,4,5.8,4,Penn State,Miles Dieffenbach,2010
ath,"Thibodaux, Louisiana",Thibodaux,78,173,4.4,4,6.0,4,Auburn,Trovon Reed,2010
de,"Decatur, Georgia",Southwest Dekalb,78,215,4.6,4,6.0,4,Georgia,T.J. Stripling,2010
rb,"Niceville, Florida",Niceville,65,170,4.5,4,5.9,4,Oklahoma,Roy Finch,2010
qb,"Corinth, Texas",Lake Dallas,78,218,4.6,4,5.8,4,Missouri,James Franklin,2010
de,"Haltom City, Texas",Haltom,78,240,4.8,4,6.0,4,Texas,Reggie Wilson,2010
rb,"Ringgold, Georgia",Ringgold,78,235,4.6,3,5.7,4,Mississippi,Martez Eastland,2010
rb,"Stamford, Connecticut",King & Low Heywood Thomas,65,200,4.5,4,6.0,4,Penn State,Silas Redd,2010
db,"Chula Vista, California",Eastlake,78,196,4.5,4,5.9,4,Oklahoma,Tony Jefferson,2010
ol,"Indianapolis, Indiana",Plainfield,78,284,5.4,4,6.0,4,North Carolina,James Hurst,2010
db,"Cape Coral, Florida",Cape Coral,78,172,4.4,4,6.0,4,Florida,Jaylen Watkins,2010
lb,"Newport Beach, California",Newport Harbor,78,220,4.6,4,6.0,4,California,Cecil Whiteside,2010
ol,"Arlington, Texas",Arlington,78,280,,4,6.0,5,Texas A&M,Luke Joeckel,2010
ol,"Palatine, Illinois",Fremd,78,290,5.2,4,5.8,5,Notre Dame,Christian Lombard,2010
qb,"Lakewood, California",Lakewood,78,195,4.8,4,5.9,5,USC,Jesse Scroggins,2010
k,"Baton Rouge, Louisiana",Parkview Baptist,78,175,,3,5.5,5,LSU,Brad Wing,2010
ath,"Los Angeles, California",Loyola,78,230,4.5,4,6.0,5,UCLA,Anthony Barr,2010
te,"Johnsburg, Illinois",Johnsburg,78,240,4.6,4,5.9,5,Iowa,C.J. Fiedorowicz,2010
de,"Eugene, Oregon",South Eugene,78,253,4.6,4,6.0,5,California,Gabe King,2010
dt,"Warner Robins, Georgia",Warner Robins,78,295,,4,5.9,5,Auburn,Jeffrey Whitaker,2010
rb,"LaGrange, Georgia",Troup,78,227,4.6,3,5.6,5,LSU,Brandon Worle,2010
ol,"Rockwall, Texas",Rockwall-Heath,78,290,,4,5.8,5,Oklahoma,Austin Woods,2010
db,"Eight Mile, Alabama",Blount,78,205,4.6,4,5.9,5,Alabama,Jarrick Williams,2010
qb,"Baton Rouge, Louisiana",Capitol,78,197,4.7,4,5.8,5,Houston,Terrance Broadway,2010
rb,"Opelika, Alabama",Opelika,65,186,4.4,4,5.8,5,Alabama,Corey Grant,2010
wr,"Miramar, Florida",Miramar,78,180,,4,6.0,5,West Virginia,Ivan McCartney,2010
rb,"Youngstown, Ohio",Cardinal Mooney,65,180,4.4,4,5.9,5,Nebraska,Braylon Heard,2010
lb,"Stamford, Connecticut",Stamford,78,220,4.6,4,6.0,5,Penn State,Khairi Fortt,2010
lb,"Traverse City, Michigan",St Francis Catholic,78,225,,4,5.8,5,Michigan State,Max Bullough,2010
db,"Manning, South Carolina",Manning,78,180,4.4,4,5.9,5,Alabama,John Fulton,2010
de,"Duncan, South Carolina",Byrnes,78,227,4.6,4,5.9,5,Tennessee,Corey Miller,2010
db,"Darlington, South Carolina",Darlington,65,170,4.5,4,5.9,6,South Carolina,Victor Hampton,2010
rb,"Fort Wayne, Indiana",Harding,78,220,4.5,4,5.9,6,Ohio State,Roderick Smith,2010
de,"Chatham, Virginia",Hargrave Military Academy,78,272,4.9,4,6.0,6,LSU,J.R. Ferguson,2010
rb,"Miami, Florida",Columbus,65,170,,4,5.8,6,LSU,Jakhari Gore,2010
wr,"Fort Worth, Texas",Dunbar,78,205,4.5,4,6.0,6,Texas,Darius White,2010
lb,"Danville, California",Monte Vista,78,235,,4,5.8,6,California,David Wilkerson,2010
ol,"Tampa, Florida",Tampa Catholic,78,290,,4,6.0,6,Florida,Chaz Green,2010
lb,"Theodore, Alabama",Theodore,78,212,4.5,4,5.9,6,Alabama,C.J. Mosley,2010
ath,"Shawnee, Kansas",Bishop Miege,78,197,4.5,4,6.0,6,Oklahoma,Justin McCay,2010
ol,"St. Matthews, South Carolina",Calhoun County,78,315,5.1,4,5.8,6,Auburn,Eric Mack,2010
te,"Rancho Cucamonga, California",Rancho Cucamonga,78,220,,4,5.8,6,USC,Randall Telfer,2010
rb,"Seattle, Washington",O'Dea,78,225,,3,5.6,6,Washington,Zach Fogerson,2010
qb,"Wichita, Kansas",Bishop Carroll,78,210,4.8,4,5.9,6,Oklahoma,Blake Bell,2010
dt,"Atlanta, Georgia",Douglass,78,250,,4,5.9,6,Georgia,Garrison Smith,2010
ol,"Edison, New Jersey",Bishop Ahr,78,298,,3,5.7,6,Northwestern,Brandon Vitabile,2010
db,"Geismar, Louisiana",Dutchtown,78,210,,4,5.9,6,LSU,Eric Reid,2010
k,"Jupiter, Florida",Jupiter,78,195,,3,5.5,6,Auburn,Cody Parkey,2010
de,"Ooltewah, Tennessee",Ooltewah,78,225,,4,5.9,6,Tennessee,Jacques Smith,2010
qb,"Sand Springs, Oklahoma",Charles Page,78,195,4.6,4,5.8,6,Oklahoma State,Johnny Deaton,2010
wr,"Galena Park, Texas",North Shore,78,170,4.4,4,5.9,7,Alabama,DeAndrew White,2010
rb,"Aldine, Texas",Nimitz,65,185,4.4,4,5.8,7,Oregon,Josh Huff,2010
ol,"Missouri City, Texas",Elkins,78,275,,4,6.0,7,Texas A&M,Jake Matthews,2010
de,"Duncan, South Carolina",Byrnes,78,255,4.7,4,5.9,7,North Carolina,Brandon Willis,2010
db,"Lakewood, California",Lakewood,78,195,4.5,4,5.9,7,USC,Dion Bailey,2010
lb,"Charlotte, North Carolina",Ardrey Kell,78,232,4.6,4,5.8,7,Notre Dame,Prince Shembo,2010
dt,"Jacksonville, Florida",Raines,78,320,,4,5.9,7,Notre Dame,Louis Nix,2010
qb,"Bradenton, Florida",Manatee,78,181,,4,5.8,7,Nebraska,Brion Carnes,2010
db,"Tampa, Florida",Hillsborough,65,165,,4,5.9,7,South Florida,Terrence Mitchell,2010
lb,"Canonsburg, Pennsylvania",Canon McMillan,78,215,,4,5.9,7,Penn State,Mike Hull,2010
de,"Miami, Florida",Booker T. Washington,78,220,,4,5.9,7,Florida,Lynden Trail,2010
k,"Grand Rapids, Michigan",Forest Hills Northern,78,185,,3,5.5,7,Michigan State,Mike Sadler,2010
te,"Moore, Oklahoma",Southmoore,78,245,4.8,4,5.8,7,Oklahoma,Austin Haywood,2010
ath,"Tampa, Florida",Tampa Catholic,78,200,4.5,4,5.9,7,Florida State,Christian Green,2010
ol,"Nashville, Tennessee",Maplewood,78,297,,4,5.8,7,Tennessee,James Stone,2010
rb,"Thomaston, Georgia",Upson Lee,78,240,4.7,3,5.6,7,North Carolina State,Logan Winkles,2010
ol,"Avon Lake, Ohio",Avon Lake,78,262,5.3,3,5.7,7,Michigan,Christian Pace,2010
rb,"Loganville, Georgia",Loganville,78,217,4.5,4,5.9,7,Miami (FL),Storm Johnson,2010
qb,"Kingsburg, California",Kingsburg,78,187,5.5,4,5.9,7,Tennessee,Tyler Bray,2010
qb,"McKees Rocks, Pennsylvania",Sto Rox,78,226,,4,5.9,8,Penn State,Paul Jones,2010
ol,"Miami, Florida",Northwestern,78,315,,4,5.8,8,UCF,Torrian Wilson,2010
rb,"Corona, California",Corona,65,190,4.4,4,5.9,8,UCLA,Jordon James,2010
dt,"Salt Lake City, Utah",Brighton,78,280,4.9,4,5.9,8,Oregon,Ricky Heimuli,2010
db,"Pittsburgh, Pennsylvania",Penn Hills,78,180,4.7,4,5.9,8,Michigan,Cullen Christian,2010
lb,"Bessemer, Alabama",Jess Lanier,78,225,4.5,4,5.9,8,Auburn,LaDarius Owens,2010
de,"Lynchburg, Virginia",Brookville,78,236,4.8,4,5.9,8,Virginia Tech,Zack McCray,2010
wr,"Virginia Beach, Virginia",Ocean Lakes,78,172,4.4,4,5.9,8,Tennessee,Justin Hunter,2010
rb,"Tampa, Florida",Tampa Bay Tech,78,235,,3,5.6,8,Miami (FL),Maurice Hagens,2010
ol,"Fork Union, Virginia",Fork Union Military Academy,78,285,5.1,3,5.7,8,North Carolina,Russell Bodine,2010
lb,"Pelham, Alabama",Pelham,78,228,4.5,4,5.8,8,Auburn,Jake Holland,2010
ath,"Goodyear, Arizona",Millennium,78,210,4.4,4,5.9,8,Arizona,Marquis Flowers,2010
rb,"Dallas, Texas",Skyline,65,176,4.4,3,5.7,8,Colorado State,Tony Drake,2010
db,"Corona, California",Corona,78,201,4.5,4,5.9,8,USC,Demetrius Wright,2010
te,"York, Pennsylvania",Central York,78,254,5.1,4,5.8,8,Penn State,Kyle Baublitz,2010
qb,"Miami, Florida",Miami Central,65,167,4.6,3,5.7,8,UCF,Jeffrey Godfrey,2010
de,"Shallotte, North Carolina",West Brunswick,78,222,4.6,4,5.9,8,Alabama,Alfy Hill,2010
ol,"Suwanee, Georgia",North Gwinnett,78,293,5.3,4,5.9,8,Tennessee,Jawuan James,2010
dt,"Greenwood, South Carolina",Greenwood,78,265,4.7,4,5.9,9,South Carolina,Kelcy Quarles,2010
qb,"McKinney, Texas",McKinney,78,195,4.8,4,5.8,9,LSU,Zach Lee,2010
ol,"Cincinnati, Ohio",Anderson,78,275,,4,5.9,9,Ohio State,Andrew Norwell,2010
lb,"Honolulu, Hawaii",Farrington,65,215,4.6,4,5.8,9,Utah,V.J. Fehoko,2010
wr,"Pahokee, Florida",Pahokee,65,164,4.4,4,5.9,9,Florida,Chris Dunkley,2010
ath,"Westlake Village, California",Oaks Christian,78,210,4.6,4,5.9,9,UCLA,Malcolm Jones,2010
db,"Frostproof, Florida",Frostproof,65,165,4.4,4,5.9,9,USC,Nickell Robey,2010
te,"Columbus, Georgia",Brookstone School,78,248,4.7,4,5.8,9,Alabama,Brian Vogler,2010
ol,"Peoria, Arizona",Centennial,78,300,5.2,4,5.8,9,Oregon,Nick Rowland,2010
rb,"Tyrone, Georgia",Sandy Creek,65,214,4.4,4,5.8,9,Tennessee,Rajion Neal,2010
ol,"Jacksonville, Florida",Robert E. Lee,78,260,4.9,3,5.7,9,South Carolina,Tramell Williams,2010
qb,"Silsbee, Texas",Silsbee,78,182,4.5,3,5.7,9,West Virginia,Jeremy Johnson,2010
de,"Hollandale, Mississippi",Simmons School,78,220,4.6,4,5.8,9,Mississippi,Carlos Thompson,2010
db,"La Canada, California",St. Francis,78,200,4.5,4,5.9,9,UCLA,Dietrich Riley,2010
lb,"Fontana, California",Kaiser,78,225,4.5,4,5.8,9,UCLA,Josh Shirley,2010
k,"Corona, California",Centennial,78,185,,3,5.5,9,Oregon State,Trevor Romaine,2010
rb,"Chelsea, Michigan",Chelsea,65,179,4.4,3,5.7,9,Michigan State,Nick Hill,2010
de,"Provo, Utah",Timpview,78,250,,4,5.9,9,Brigham Young,Bronson Kaufusi,2010
rb,"Kapolei, Hawaii",Kapolei,78,225,4.6,3,5.6,9,Hawaii,Dustin Elisara,2010
db,"Waco, Texas",Midway,78,194,4.5,4,5.9,10,Baylor,Ahmad Dixon,2010
db,"Cleveland, Ohio",Glenville Academic Campus,65,173,4.5,4,5.9,10,Ohio State,Christian Bryant,2010
ath,"Springfield, Pennsylvania",Cardinal O'Hara,78,186,4.5,4,5.9,10,Ohio State,Corey Brown,2010
rb,"Perris, California",Citrus Hill,78,205,4.5,4,5.8,10,Washington,Deontae Cooper,2010
de,"West Monroe, Louisiana",West Monroe,78,266,5.0,4,5.9,10,LSU,Jordan Allen,2010
de,"Norcross, Georgia",Norcross,78,227,,4,5.8,10,Alabama,Adrian Hubbard,2010
qb,"Denton, Texas",Ryan,78,185,4.8,4,5.8,10,Texas Tech,Scotty Young,2010
ol,"Santa Ana, California",Mater Dei,78,285,5.3,4,5.8,10,UCLA,Chris Ward,2010
qb,"Rochester, Illinois",Rochester,78,205,,3,5.7,10,Purdue,Sean Robinson,2010
dt,"Lakewood, Washington",Lakes,78,285,4.9,4,5.9,10,Washington,Sione Potoae,2010
ol,"Jenks, Oklahoma",Jenks,78,270,,3,5.7,10,Tulsa,Jake Alexander,2010
lb,"Stamford, Connecticut",King & Low Heywood Thomas,78,215,4.6,4,5.8,10,Boston College,Kevin Pierre-Louis,2010
rb,"Livonia, Michigan",Stevenson,78,186,4.4,3,5.7,10,Michigan,Austin White,2010
wr,"Anderson, South Carolina",T. L. Hanna,78,190,4.4,4,5.9,10,Clemson,Martavis Bryant,2010
lb,"Celina, Texas",Celina,78,210,4.6,3,5.7,10,Oklahoma State,Caleb Lavey,2010
ol,"Fleming Island, Florida",Fleming Island,78,257,5.1,4,5.9,10,Florida,Ian Silberman,2010
rb,"Atlanta, Georgia",St Pius X School,78,202,4.6,3,5.6,10,Georgia State,Cole Moon,2010
k,"Southlake, Texas",Carroll,78,215,,3,5.5,10,Alabama,Cade Foster,2010
te,"Cambridge, Massachusetts",Buckingham Browne & Nichols,78,230,4.8,4,5.8,10,Harvard,Blake Barker,2010
wr,"Daingerfield, Texas",Daingerfield,78,172,4.4,4,5.9,11,Texas,Chris Jones,2010
db,"Ft. Lauderdale, Florida",St. Thomas Aquinas,65,156,,4,5.9,11,Florida,Cody Riggs,2010
qb,"Allen, Texas",Allen,78,185,4.5,3,5.7,11,TCU,Matt Brown,2010
ol,"Cedar Hill, Texas",Cedar Hill,78,256,,3,5.7,11,Louisiana-Monroe,Josh Allen,2010
k,"Shreveport, Louisiana",Evangel Christian,78,170,,3,5.5,11,Texas,William Russ,2010
lb,"Cedar Hill, Texas",Cedar Hill,78,205,4.5,4,5.8,11,Texas,Aaron Benson,2010
ath,"Tulsa, Oklahoma",Tulsa Central,78,198,4.8,4,5.8,11,Texas,DeMarco Cobbs,2010
de,"New Madrid, Missouri",New Madrid County Central,78,230,4.7,4,5.8,11,Missouri,Kony Ealy,2010
ol,"Wentzville, Missouri",Timberland,78,295,5.0,4,5.9,11,Missouri,Nick Demien,2010
ol,"Memphis, Tennessee",Manassas,78,312,,4,5.8,11,Southern Miss,O.C. Brown,2010
qb,"Cleveland, Ohio",St. Ignatius,78,220,,4,5.8,11,Pittsburgh,Mark Myers,2010
rb,"Miami, Florida",Booker T. Washington,65,185,4.5,4,5.8,11,Miami (FL),Eduardo Clements,2010
db,"Upper Marlboro, Maryland",Wise,78,200,4.6,4,5.8,11,Maryland,Titus Till,2010
rb,"Mission Hills, California",Bishop Alemany,65,170,4.5,3,5.7,11,Oregon State,Malcolm Marable,2010
te,"Cincinnati, Ohio",Lakota West,78,260,4.9,4,5.8,11,Kentucky,Alex Smith,2010
de,"Titusville, Florida",Astronaut,78,245,4.8,4,5.8,11,Florida State,Darious Cummings,2010
dt,"New Port Richey, Florida",Gulf,78,300,,4,5.9,11,Florida,Leon Orr,2010
lb,"Warren, Michigan",Fitzgerald School,78,220,4.6,3,5.7,11,Iowa,Austin Gray,2010
rb,"Houston, Texas",Aldine,65,200,4.5,4,5.8,12,Oregon,Dontae Williams,2010
lb,"Dallas, Texas",Skyline,78,210,4.5,4,5.8,12,Oklahoma,Corey Nelson,2010
k,"Chillicothe, Ohio",Chillicothe,78,188,,2,5.4,12,Ohio State,Drew Basil,2010
te,"Cincinnati, Ohio",Elder,78,225,4.9,4,5.8,12,Notre Dame,Alex Welch,2010
ath,"Central, South Carolina",D. W. Daniel,78,194,4.6,4,5.8,12,Clemson,DeAndre Hopkins,2010
de,"Zionsville, Indiana",Zionsville,78,250,4.8,4,5.8,12,Stanford,Blake Lueders,2010
qb,"New Orleans, Louisiana",Edna Karr,78,185,4.6,3,5.7,12,Cincinnati,Munchie Legaux,2010
db,"Fort Washington, Maryland",Friendly,78,198,4.4,4,5.8,12,Florida,Jordan Haden,2010
ol,"Encino, California",Crespi,78,260,4.9,3,5.7,12,Oregon,Hroniss Grasu,2010
db,"Detroit, Michigan",Cass Tech,65,166,4.5,4,5.8,12,Oregon,Dior Mathis,2010
dt,"Denton, Texas",Guyer,78,280,4.9,4,5.9,12,Texas,Taylor Bible,2010
qb,"Pleasanton, California",Foothill,78,205,4.9,4,5.8,12,Oregon State,Sean Mannion,2010
rb,"Downey, California",Warren,65,185,,3,5.7,12,Washington,Jesse Callier,2010
ol,"Jacksonville, Florida",Bolles,78,278,5.1,4,5.9,12,Georgia,Brent Benedict,2010
wr,"Ocala, Florida",Trinity Catholic,78,190,,4,5.9,12,LSU,Kadron Boone,2010
de,"Ariton, Alabama",Ariton,78,230,4.6,4,5.8,12,Auburn,Craig Sanders,2010
lb,"Leesburg, Virginia",Loudoun County,78,225,4.7,3,5.7,12,Virginia Tech,Chase Williams,2010
ol,"Washington, District of Columbia",Archbishop Carroll,78,282,5.0,4,5.8,12,Maryland,Nathaniel Clarke,2010
lb,"Greensboro, North Carolina",Northern Guilford,78,203,4.7,4,5.8,13,California,Chris McCain,2010
qb,"Cincinnati, Ohio",Moeller,78,220,4.7,4,5.8,13,Notre Dame,Andrew Hendrix,2010
rb,"Lithonia, Georgia",Martin Luther King,65,185,4.4,4,5.8,13,Florida,Mack Brown,2010
db,"New Orleans, Louisiana",St. Augustine,65,175,,4,5.8,13,LSU,Tyrann Mathieu,2010
wr,"Arlington, Texas",The Oakridge School,78,190,4.6,4,5.9,13,Brigham Young,Ross Apo,2010
ol,"Cedar Hill, Texas",Cedar Hill,78,315,,3,5.7,13,Oklahoma,Adam Shead,2010
ath,"New Orleans, Louisiana",Isidore Newman School,65,186,4.5,4,5.8,13,LSU,Ronnie Vinson,2010
ol,"Allen, Texas",Allen,78,270,,4,5.9,13,Texas A&M,Cedric Ogbuehi,2010
te,"Ocean Springs, Mississippi",Ocean Springs,78,235,,4,5.8,13,LSU,Travis Dickson,2010
rb,"DeSoto, Texas",DeSoto,65,170,4.5,3,5.7,13,Missouri,Marcus Murphy,2010
de,"McDonough, Georgia",Union Grove,78,235,4.8,4,5.8,13,Georgia Tech,Anthony Williams,2010
db,"Lauderdale Lakes, Florida",Boyd Anderson,78,175,,4,5.8,13,Michigan,Demar Dorsey,2010
k,"Austin, Texas",Westwood,65,150,,2,5.4,13,Stanford,Jordan Williamson,2010
dt,"Tulsa, Oklahoma",Booker T. Washington,78,330,5.1,4,5.9,13,Arkansas,Calvin Barnett,2010
qb,"Bethlehem, Pennsylvania",Liberty,78,193,,3,5.7,13,Pittsburgh,Anthony Gonzalez,2010
de,"Hutchinson, Kansas",Hutchinson,78,230,4.6,4,5.8,13,Oklahoma,Geneo Grissom,2010
lb,"Sierra Vista, Arizona",Buena,78,231,4.5,3,5.7,13,UTEP,DeAndre Little,2010
rb,"Fort Lauderdale, Florida",St. Thomas Aquinas,65,198,4.5,4,5.8,14,North Carolina,Giovani Bernard,2010
db,"Irving, Texas",Nimitz,65,195,4.5,4,5.8,14,Tennessee,Eddrick Loften,2010
qb,"Wheaton, Illinois",Wheaton North,78,211,,4,5.8,14,Ohio State,Taylor Graham,2010
qb,"Moorpark, California",Moorpark,78,205,4.6,3,5.7,14,Utah,Brian Blechen,2010
de,"Warren, Michigan",Warren Mott,78,230,4.7,4,5.8,14,Penn State,C.J. Olaniyan,2010
ol,"Sherman Oaks, California",Notre Dame,78,265,4.9,3,5.6,14,Southern Methodist,Ben Gottschalk,2010
db,"Lufkin, Texas",Lufkin,78,165,4.5,4,5.8,14,Texas,Carrington Byndom,2010
lb,"Gainesville, Florida",Gainesville,78,220,4.7,3,5.7,14,Miami (FL),Kevin Nelson,2010
ath,"Los Angeles, California",Cathedral,78,173,4.5,4,5.8,14,UCLA,Anthony Jefferson,2010
wr,"Orlando, Florida",Dr. Phillips,78,160,4.5,4,5.9,14,Florida State,Kenny Shaw,2010
rb,"Ramsey, New Jersey",Don Bosco Prep,65,178,4.6,3,5.7,14,Colorado,Tony Jones,2010
lb,"Norfolk, Virginia",Lake Taylor,78,189,4.5,4,5.8,14,Miami (FL),Travis Williams,2010
dt,"Tyler, Texas",John Tyler,78,276,4.9,4,5.9,14,Texas,Ashton Dorsey,2010
te,"Phoenix, Arizona",St. Mary's,78,235,,4,5.8,14,Arizona State,Josh Fulton,2010
k,"Cedar Hill, Texas",Cedar Hill,65,155,,2,5.4,14,Arkansas,Eduardo Camara,2010
ol,"Cincinnati, Ohio",St. Xavier,78,290,5.2,4,5.9,14,Notre Dame,Matt James,2010
de,"Dalton, Georgia",Dalton,78,250,4.7,4,5.8,14,Georgia,Jalen Fields,2010
ol,"Homewood, Illinois",Homewood Flossmoor,78,306,,3,5.7,14,Tennessee,Zach Fulton,2010
db,"Virginia Beach, Virginia",First Colonial,78,183,4.4,4,5.8,15,Virginia Tech,Nick Dew,2010
lb,"Missouri City, Texas",Hightower,78,205,4.5,4,5.8,15,Oklahoma State,Shaun Lewis,2010
ath,"Los Angeles, California",Crenshaw,78,220,4.5,4,5.8,15,USC,Hayes Pullard,2010
dt,"Stone Mountain, Georgia",Stephenson,78,280,4.8,4,5.8,15,Georgia,Mike Thornton,2010
