position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
rb,"Coconut Creek, Florida",North Broward,65,175,4.4,4,5.8,15,TCU,Ethan Grant,2010
ol,"Hyattsville, Maryland",DeMatha,78,314,5.2,4,5.9,15,Alabama,Arie Kouandjio,2010
qb,"Encino, California",Crespi,78,185,4.6,4,5.8,15,Oregon,Bryan Bennett,2010
te,"Columbia, Missouri",Rock Bridge,78,245,4.5,4,5.8,15,Oklahoma,Trey Millard,2010
db,"Olney, Maryland",Good Counsel,78,185,4.4,4,5.8,15,Georgia Tech,Louis Young,2010
de,"Manning, South Carolina",Manning,78,240,4.9,4,5.8,15,Georgia,Dexter Morant,2010
lb,"Memphis, Tennessee",Whitehaven,78,232,4.8,3,5.7,15,Mississippi State,Ferlando Bohanna,2010
ol,"College Park, Georgia",North Clayton,78,295,5.3,3,5.6,15,North Carolina State,Torian Box,2010
rb,"Stone Mountain, Georgia",Stephenson,65,175,4.4,3,5.7,15,Kentucky,Raymond Sanders,2010
wr,"Macon, Mississippi",Noxubee County,78,182,,4,5.9,15,Mississippi,Vincent Sanders,2010
k,"LaGrange, Georgia",La Grange,78,174,,2,5.4,15,Kentucky,Joseph Mansour,2010
ol,"Rancho Santa Margarita, California",Tesoro,78,305,5.4,3,5.7,15,Arizona State,Silvarius Ajawara,2010
de,"Washington, Pennsylvania",Trinity,78,244,4.6,4,5.8,15,Michigan,Ken Wilkins,2010
qb,"Hartland, Wisconsin",Arrowhead,78,200,4.6,3,5.7,15,Minnesota,Tom Parish,2010
rb,"Cayuga, Texas",Cayuga,78,215,4.5,4,5.8,16,Texas,Traylon Shead,2010
lb,"Norco, California",Norco,78,220,,3,5.7,16,Arizona State,Carl Bradford,2010
de,"Paterson, New Jersey",Paterson Catholic,78,265,,4,5.8,16,Pittsburgh,T.J. Clemmings,2010
lb,"Kapolei, Hawaii",Kapolei,78,210,4.5,4,5.8,16,Oregon State,Shaydon Akuna,2010
ath,"Bradenton, Florida",Southeast,78,178,4.5,4,5.8,16,Florida,Jonathan Dowling,2010
ol,"Katy, Texas",Katy,78,290,,4,5.8,16,Texas A&M,Shep Klinke,2010
te,"Tabor City, North Carolina",South Columbus,78,257,4.9,3,5.7,16,North Carolina,Ethan Farmer,2010
dt,"Longville, Louisiana",S Beauregard,78,260,4.8,4,5.8,16,Texas A&M,Ivan Robinson,2010
de,"Ramsey, New Jersey",Don Bosco Prep,78,235,4.6,4,5.8,16,Pittsburgh,Bryan Murphy,2010
db,"Atlanta, Georgia",Westlake,78,170,4.4,4,5.8,16,Clemson,Darius Robinson,2010
wr,"Miami, Florida",Northwestern,78,167,4.6,4,5.9,16,Louisville,Michaelee Harris,2010
qb,"Easton, Pennsylvania",Wilson Area,78,195,,3,5.7,16,Maryland,Tyler Smith,2010
db,"Greensboro, North Carolina",Dudley,78,180,4.5,4,5.8,16,North Carolina State,David Amerson,2010
ol,"Springville, Alabama",Springville,78,290,5.0,3,5.6,16,Mississippi,Chase Hughes,2010
rb,"Virginia Beach, Virginia",Green Run,65,170,4.4,3,5.7,16,James Madison,Dejor Simmons,2010
k,"Roswell, Georgia",Roswell,78,190,4.7,2,5.3,16,Houston,Richie Leone,2010
qb,"El Cajon, California",Valhalla,78,220,4.9,4,5.8,16,Colorado State,Pete Thomas,2010
rb,"Newbury Park, California",Newbury Park,78,215,4.6,4,5.8,17,Notre Dame,Cameron Roberson,2010
ath,"Portland, Oregon",Jesuit,65,170,4.4,4,5.8,17,Oregon,Keanon Lowe,2010
rb,"Arcadia, Florida",De Soto,65,187,4.4,3,5.6,17,South Florida,Marcus Shaw,2010
db,"Sulphur Springs, Texas",Sulphur Springs,78,175,4.5,4,5.8,17,Texas,Bryant Jackson,2010
de,"Houston, Texas",St. Pius X,78,242,4.7,4,5.8,17,Texas,Greg Daniels,2010
wr,"Los Angeles, California",Santee Educational Complex,78,190,,4,5.9,17,California,Tevin Carter,2010
k,"Memphis, Tennessee",Christian Brothers,78,162,,2,5.3,17,Southern Miss,Corey Acosta,2010
de,"LaGrange, Georgia",Troup,78,240,4.7,4,5.8,17,LSU,J.C. Copeland,2010
dt,"Dallas, Texas",Parish Episcopal School,78,273,,4,5.8,17,Oklahoma,Eric Humphrey,2010
lb,"Washington, District of Columbia",Dunbar,78,208,4.5,4,5.8,17,Maryland,Javarie Johnson,2010
te,"Frisco, Texas",Wakeland,78,225,4.6,3,5.7,17,Kansas,Trent Smiley,2010
ol,"Slidell, Louisiana",Slidell,78,305,5.1,3,5.6,17,Illinois,Alex Hill,2010
ol,"New Brighton, Minnesota",Irondale,78,275,,4,5.8,17,Minnesota,Jimmy Gjere,2010
qb,"Pleasant Grove, Utah",Pleasant Grove,78,205,4.6,3,5.7,17,Stanford,Dallas Lloyd,2010
qb,"Ballwin, Missouri",Parkway West,78,190,4.7,4,5.8,17,Missouri,Tyler Gabbert,2010
ol,"Clark Summitt, Pennsylvania",Abington,78,255,,3,5.7,17,Maryland,Sal Conaboy,2010
lb,"Mililani, Hawaii",Mililani,78,205,,3,5.7,17,Hawaii,Zachary Quines,2010
de,"Denver, Colorado",Mullen,78,240,4.5,4,5.8,18,Arizona State,Nduka Onyeali,2010
lb,"Cincinnati, Ohio",Roger Bacon,78,230,4.6,3,5.7,18,Cincinnati,Solomon Tentman,2010
ol,"Harrison City, Pennsylvania",Penn Trafford,78,260,,3,5.7,18,Penn State,Luke Graham,2010
db,"Lancaster, Texas",Lancaster,65,175,4.4,4,5.8,18,Baylor,Tyler Stephenson,2010
rb,"Berkeley, California",Berkeley,65,168,4.5,3,5.6,18,Washington State,Rickey Galvin,2010
de,"Pickens, Mississippi",Yazoo County,78,255,4.6,4,5.8,18,Mississippi State,Kaleb Eulls,2010
ol,"Pflugerville, Texas",Pflugerville,78,278,5.0,4,5.8,18,Oklahoma,Tyrus Thompson,2010
ol,"Farmersville, Texas",Farmersville,78,315,4.9,3,5.6,18,TCU,Michael Thompson,2010
rb,"Wichita, Kansas",Northwest,65,192,,4,5.8,18,Kansas State,DeMarcus Robinson,2010
db,"Orange, Texas",West Orange-Stark,78,181,4.4,4,5.8,18,Oklahoma,James Haynes,2010
dt,"Duluth, Georgia",Northview,78,275,,4,5.8,18,Georgia Tech,Denzel McCoy,2010
te,"Birmingham, Alabama",Oak Mountain,78,231,4.7,3,5.7,18,Stanford,Davis Dudchock,2010
qb,"Saline, Michigan",Saline,78,202,,4,5.8,18,Michigan State,Joe Boisture,2010
wr,"Mascoutah, Illinois",Mascoutah,78,192,4.6,4,5.9,18,Tennessee,Matt Milton,2010
qb,"Venice, Florida",Venice,78,203,4.6,3,5.7,18,Florida,Trey Burton,2010
ath,"Iowa City, Iowa",Iowa City,78,218,4.9,4,5.8,18,Iowa,A.J. Derby,2010
k,"Richardson, Texas",Berkner,65,185,,2,5.3,18,North Texas,Zachery Olen,2010
db,"Jacksonville, Florida",Trinity Christian,0,181,4.4,4,5.8,19,Rutgers,Rashad Knight,2010
rb,"Fountain Valley, California",Fountain Valley,65,175,,3,5.6,19,Arizona State,Kyle Middlebrooks,2010
dt,"Junction City, Arkansas",Junction City,78,297,5.1,4,5.8,19,Arkansas,Byran Jones,2010
lb,"Culver City, California",Culver City,78,225,4.7,3,5.7,19,Washington,Victor Burnett,2010
ol,"Wexford, Pennsylvania",North Allegheny,78,265,,4,5.8,19,Penn State,Thomas Ricketts,2010
ol,"Johnson City, New York",Johnson City,78,302,5.4,3,5.7,19,Penn State,Daquan Jones,2010
ath,"Eunice, Louisiana",Eunice,78,185,,4,5.8,19,LSU,Tharold Simon,2010
lb,"Valdosta, Georgia",Lowndes,78,196,,4,5.8,18,Florida State,Telvin Smith,2010
db,"Indianapolis, Indiana",Ben Davis,65,190,4.4,4,5.8,19,Michigan State,Isaiah Lewis,2010
qb,"Flowery Branch, Georgia",Flowery Branch,78,195,4.5,3,5.7,19,South Carolina,Connor Shaw,2010
ol,"Miami, Florida",Westminster Christian,78,325,,3,5.6,19,UCF,Perry Meiklejohn,2010
rb,"Powder Springs, Georgia",Mceachern,65,210,4.6,4,5.8,19,Vanderbilt,Rajaan Bennett,2010
te,"Memphis, Tennessee",Evangelical Christian School,78,230,4.8,3,5.7,19,Alabama,Harrison Jones,2010
qb,"Downers Grove, Illinois",Downers Grove South,78,185,4.9,4,5.8,19,Illinois,Chandler Whitmer,2010
k,"Thomasville, Alabama",Thomasville,78,220,,2,5.3,19,Alabama,Jay Williams,2010
wr,"Gainesville, Georgia",Gainesville High School,78,184,4.5,4,5.8,19,Notre Dame,Tai-ler Jones,2010
de,"Jackson, Georgia",Jackson,78,210,4.5,4,5.8,19,Florida,Neiron Ball,2010
lb,"San Antonio, Texas",James Madison,78,215,4.6,3,5.7,20,Oklahoma State,Kris Catlin,2010
rb,"Norco, California",Norco,65,189,,4,5.8,20,Arizona State,Deantre Lewis,2010
db,"Conyers, Georgia",Heritage,78,173,4.5,4,5.8,20,Clemson,Garry Peters,2010
k,"Kansas City, Missouri",Park Hill,78,230,,2,5.3,20,Auburn,Steven Clark,2010
lb,"Eagle Lake, Florida",Lake Region,78,190,4.6,4,5.8,20,Michigan,Marvin Robinson,2010
ath,"Cincinnati, Ohio",Winton Woods,78,215,,4,5.8,20,Louisville,Dominique Brown,2010
db,"Maywood, Illinois",Proviso East,78,203,4.5,4,5.8,20,Nebraska,Corey Cooper,2010
de,"Memphis, Tennessee",Ridgeway,78,215,4.5,4,5.8,20,LSU,Justin Maclin,2010
dt,"Miami, Florida",Northwestern,78,290,5.2,4,5.8,20,South Florida,Todd Chandler,2010
ol,"Huntington Beach, California",Edison,78,250,,3,5.5,20,Oregon State,Roman Sapolu,2010
ol,"Ventura, California",St. Bonaventure,78,260,,4,5.8,20,USC,Giovanni Di Poalo,2010
rb,"Baton Rouge, Louisiana",Capitol,65,185,,3,5.5,20,Arkansas State,Frankie Jackson,2010
te,"Benoit, Mississippi",Ray Brooks,78,235,4.6,3,5.7,20,Mississippi,Cordell Giles,2010
qb,"Redlands, California",East Valley,78,210,,3,5.7,20,Utah,Tyler Shreve,2010
de,"Columbus, Georgia",Carver,78,235,4.8,4,5.8,20,Clemson,Corey Crawford,2010
qb,"Tampa, Florida",Hillsborough,78,205,,3,5.7,20,New Mexico,Tarean Austin,2010
wr,"Indianapolis, Indiana",Pike,78,186,4.5,4,5.8,20,Cincinnati,Dyjuan Lewis,2010
ol,"Suwanee, Georgia",North Gwinnett,78,316,5.5,3,5.7,20,Alabama,Austin Shepherd,2010
db,"Harbor City, California",Narbonne,65,185,4.6,4,5.8,21,Washington,Sean Parker,2010
dt,"Fork Union, Virginia",Fork Union Military Academy,78,297,5.3,4,5.8,21,Virginia Tech,Nick Acree,2010
te,"Rochester, New York",Bishop Kearney,78,236,4.6,3,5.7,21,Virginia Tech,Jerome Lewis,2010
wr,"Wayne, New Jersey",De Paul Catholic,78,191,4.6,4,5.8,21,Boston College,Shakim Phillips,2010
lb,"Fort Worth, Texas",Dunbar,78,215,4.5,3,5.6,21,Oklahoma,Rashod Favors,2010
rb,"Jacksonville, Florida",Bolles,65,185,,3,5.6,21,Rutgers,Jawan Jamison,2010
db,"Midwest City, Oklahoma",Carl Albert,78,185,4.4,4,5.8,21,Texas Tech,Tre'Vante Porter,2010
lb,"Woodberry Forest, Virginia",Woodberry Forest School,78,202,4.5,4,5.8,21,UCLA,Aramide Olaniyan,2010
ol,"Olive Branch, Mississippi",Olive Branch,78,330,,4,5.8,21,Mississippi State,Damien Robinson,2010
ol,"Houston, Texas",Klein Forest,78,260,4.9,3,5.7,21,Utah,Zach Bolton,2010
rb,"Tustin, California",Tustin,78,210,4.5,4,5.8,21,Stanford,Anthony Wilkerson,2010
de,"Manheim, Pennsylvania",Manheim Central,78,211,4.7,4,5.8,21,Penn State,Dakota Royer,2010
ath,"Stonewall, Louisiana",North De Soto,65,170,4.4,4,5.8,21,TCU,Curtis Carter,2010
de,"Dallas, Texas",Jesuit,78,240,,3,5.7,21,Oklahoma,Chuka Ndulue,2010
qb,"San Clemente, California",San Clemente,78,205,,3,5.7,21,Boston College,Chase Rettig,2010
qb,"Washington, District of Columbia",H. D. Woodson,78,170,4.5,3,5.6,21,Virginia Tech,Ricardo Young,2010
k,"Henderson, Nevada",Green Valley,78,165,,2,5.3,21,UNLV,Nolan Kohorst,2010
wr,"Miami, Florida",Miami Central,78,182,,4,5.8,22,UCF,Joshua Reese,2010
de,"Solon, Ohio",Solon,78,250,4.7,3,5.7,22,Ohio State,Darryl Baldwin,2010
lb,"Raleigh, North Carolina",Southeast Raleigh,78,232,4.6,4,5.8,22,Notre Dame,Kendall Moore,2010
qb,"Westlake Village, California",Oaks Christian,78,177,4.7,3,5.7,22,Washington,Nick Montana,2010
ol,"Columbus, Georgia",Carver,78,287,5.1,3,5.7,22,Clemson,David Beasley,2010
db,"Pittsburg, California",Pittsburg,78,200,4.7,4,5.8,22,Oregon,Erick Dargan,2010
ath,"West Point, Mississippi",West Point,78,192,4.4,4,5.8,22,Mississippi State,Michael Carr,2010
k,"Arvada, Colorado",Arvada West,78,180,4.7,2,5.3,22,Colorado,Justin Castor,2010
ol,"Sunbury, Ohio",Big Walnut,78,276,5.0,4,5.8,22,Michigan State,Skyler Schofner,2010
rb,"Round Rock, Texas",Westwood,78,187,4.6,3,5.6,22,Utah,Princeton Collins,2010
rb,"Hyattsville, Maryland",DeMatha,78,222,4.6,4,5.8,22,Iowa,Marcus Coker,2010
db,"Durham, North Carolina",Southern Durham,65,170,4.5,4,5.8,22,Wake Forest,A.J. Marshall,2010
qb,"Vancouver, Washington",Heritage,78,184,4.6,3,5.6,22,Colorado State,Garrett Grayson,2010
de,"Fork Union, Virginia",Fork Union Military Academy,78,210,4.6,4,5.8,22,Ohio State,Jamel Turner,2010
dt,"Jacksonville, Florida",Terry Parker,78,265,4.9,4,5.8,22,Miami (FL),Tavadis Glenn,2010
lb,"Westlake Village, California",Oaks Christian,78,215,4.7,3,5.6,22,Brigham Young,Zac Stout,2010
db,"Ft. Lauderdale, Florida",St. Thomas Aquinas,78,180,,4,5.8,23,Marshall,Brian Robinson,2010
de,"Orem, Utah",Pleasant Grove,78,235,4.9,3,5.7,23,Utah,Joe Kruger,2010
dt,"Greenville, Alabama",Greenville,78,267,4.9,4,5.8,23,Auburn,Kenneth Carter,2010
qb,"Steamboat Springs, Colorado",Steamboat Springs,78,185,4.9,3,5.7,23,California,Austin Hinder,2010
de,"Southlake, Texas",Carroll,78,245,4.9,4,5.8,23,Texas Tech,Jackson Richards,2010
rb,"Concord, California",De La Salle,65,185,4.4,3,5.6,23,Oregon State,Terron Ward,2010
ol,"Whitehouse, Ohio",Anthony Wayne,78,285,4.9,4,5.8,23,Iowa,Andrew Donnal,2010
k,"Lawndale, North Carolina",Burns,78,175,,2,5.3,23,South Carolina,Patrick Fish,2010
qb,"Alief, Texas",Hastings,0,205,4.6,3,5.6,23,TCU,Sam Carter,2010
db,"Escondido, California",Escondido,65,180,4.4,4,5.8,23,Stanford,Ricky Seale,2010
ath,"Miami, Florida",Miami Palmetto,78,230,,4,5.8,23,Mississippi,Delvin Jones,2010
wr,"Carlsbad, California",La Costa Canyon,78,175,4.4,4,5.8,23,Oklahoma,Kenny Stills,2010
te,"Little Rock, Arkansas",Catholic,78,235,4.7,3,5.7,23,Arkansas,Garrett Uekman,2010
rb,"Clinton, Oklahoma",Clinton,65,181,4.5,4,5.8,23,Texas Tech,Delans Griffin,2010
lb,"Troy, Alabama",Henderson,78,220,4.6,3,5.7,23,Auburn,Jawara White,2010
ol,"Buford, Georgia",Buford,78,270,,3,5.7,23,Georgia,Kolton Houston,2010
lb,"Sandy, Utah",Alta,78,225,4.6,3,5.6,23,Brigham Young,Toloa'i Ho Ching,2010
qb,"Graham, Texas",Graham,78,169,4.7,3,5.6,24,Texas,Case McCoy,2010
k,"Colton, California",Colton,65,190,,2,5.3,24,Oregon,Alejandro Maldonado,2010
de,"Mount Ulla, North Carolina",West Rowan,78,230,4.7,3,5.7,24,Arkansas,Chris Smith,2010
dt,"Madison, Mississippi",Madison Central,78,268,5.0,4,5.8,24,Mississippi,Carlton Martin,2010
te,"Tampa, Florida",Blake,78,230,,3,5.7,24,Florida,Michael McFarland,2010
db,"Gilmer, Texas",Gilmer,78,185,4.4,4,5.8,24,Missouri,Tristen Holt,2010
de,"Harlan, Iowa",Harlan,78,230,4.8,3,5.7,24,Missouri,Matt Hoch,2010
rb,"Decatur, Georgia",Southwest Dekalb,78,213,4.5,4,5.8,24,Georgia,Ken Malcome,2010
db,"Centre, Alabama",Cherokee County,78,192,4.5,4,5.8,24,Clemson,Desmond Brown,2010
wr,"Miami, Florida",Booker T. Washington,78,170,,4,5.8,24,Florida,Quinton Dunbar,2010
ol,"Aurora, Nebraska",Aurora,78,298,5.4,4,5.8,24,Nebraska,Andrew Rodriguez,2010
lb,"Palm Desert, California",Palm Desert,78,205,,3,5.7,24,Oregon State,Donell Welch,2010
ol,"Waggaman, Louisiana",Archbishop Shaw,78,280,,3,5.7,24,LSU,Elliott Porter,2010
lb,"Memphis, Tennessee",Christian Brothers,78,225,,3,5.6,24,Illinois,Jonathan Brown,2010
ath,"Louisville, Georgia",Jefferson County,65,156,4.6,4,5.8,24,Georgia Tech,Barry Bostic,2010
rb,"Delray Beach, Florida",American Heritage School,65,175,4.5,3,5.6,24,Buffalo,James Potts,2010
qb,"Independence, Oregon",Central,78,180,,3,5.7,24,Boise State,Grant Hedrick,2010
wr,"Liberty, Missouri",Liberty Senior,78,195,,4,5.8,25,Missouri,Marcus Lucas,2010
dt,"Pahokee, Florida",Pahokee,78,263,4.9,4,5.8,25,Michigan,Richard Ash,2010
rb,"Endicott, New York",Union-Endicott,78,187,4.5,3,5.6,25,Rutgers,Jordan Thomas,2010
rb,"Cedar Hill, Texas",Cedar Hill,65,201,4.4,4,5.8,25,Texas A&M,Ben Malena,2010
db,"Prattville, Alabama",Prattville,78,195,4.5,4,5.8,25,Alabama,Nick Perry,2010
lb,"Orange Park, Florida",Orange Park,78,200,4.5,3,5.7,25,Georgia,Demetre Baker,2010
lb,"Hoover, Alabama",Hoover,78,215,4.7,3,5.6,25,Tennessee,John Propst,2010
qb,"Cuero, Texas",Cuero,78,200,4.8,3,5.7,25,Texas State,Tyler Arndt,2010
qb,"Phenix City, Alabama",Central,78,186,4.6,3,5.6,25,Stanford,Darren Daniel,2010
de,"Westlake Village, California",Oaks Christian,78,210,4.6,3,5.7,25,Brigham Young,Alani Fua,2010
ath,"Wichita, Kansas",Wichita Southeast,78,180,4.4,4,5.8,25,Oklahoma State,Joseph Randle,2010
ol,"DeSoto, Texas",DeSoto,78,290,,4,5.8,25,LSU,Evan Washington,2010
de,"Cincinnati, Ohio",Wyoming,78,253,4.8,3,5.7,25,Michigan,Jibreel Black,2010
db,"Douglasville, Georgia",South Paulding,65,175,4.4,4,5.8,25,Georgia Tech,Ryan Ayers,2010
te,"Annandale, New Jersey",North Hunterdon Reg,78,226,4.8,3,5.7,25,Penn State,Kevin Haplea,2010
ol,"Lexington, Virginia",Rockbridge,78,315,5.5,3,5.7,25,Virginia Tech,Caleb Farris,2010
k,"Harrisburg, Pennsylvania",Central Dauphin,78,180,,2,5.3,25,Purdue,Cody Webster,2010
db,"DeSoto, Texas",DeSoto,65,171,4.4,3,5.7,26,Texas,Adrian White,2010
ath,"Huntsville, Texas",Huntsville,78,173,4.4,4,5.8,26,Oklahoma State,Justin Gilbert,2010
ol,"San Diego, California",Cathedral Catholic,78,298,5.1,4,5.8,26,California,Alex Crosthwaite,2010
wr,"Durham, North Carolina",Southern Durham,78,196,4.5,4,5.8,26,North Carolina State,Anthony Creecy,2010
lb,"Solon, Iowa",Solon,78,215,4.6,3,5.7,26,Iowa,James Morris,2010
rb,"Irmo, South Carolina",Irmo,78,190,4.5,4,5.8,26,North Carolina State,Mustafa Greene,2010
te,"Bothell, Washington",Bothell,78,240,,3,5.7,26,Washington,Michael Hartvigson,2010
de,"Fair Oaks, California",Del Campo,78,270,4.9,3,5.7,26,Stanford,Eddie Plantaric,2010
dt,"Hialeah, Florida",Hialeah,78,265,,4,5.8,26,New Mexico,Calvin Smith,2010
qb,"Stockton, California",St. Mary's,78,190,,3,5.7,26,Fresno State,Marcus McDade,2010
de,"Homewood, Alabama",Homewood,78,220,,3,5.7,26,Southern Miss,Anthony Wilson,2010
ol,"Columbus, Ohio",DeSales,78,265,,3,5.7,26,Michigan State,Travis Jackson,2010
db,"Warren, Ohio",Harding,78,201,,3,5.7,26,West Virginia,Mike Dorsey,2010
lb,"Anderson, South Carolina",T. L. Hanna,78,220,4.7,3,5.6,26,Clemson,Jake Nicolopulos,2010
rb,"Lockport, New York",Lockport,78,197,,3,5.6,26,Toledo,David Fluellen,2010
qb,"Miami Shores, Florida",Monsignor Pace,78,186,4.6,3,5.6,26,Miami (FL),Stephen Morris,2010
qb,"Killeen, Texas",Shoemaker,78,200,4.6,3,5.7,27,Texas A&M,Jameill Showers,2010
ath,"Littleton, Colorado",Columbine,78,232,4.7,4,5.8,27,Notre Dame,Danny Spond,2010
db,"Galena Park, Texas",North Shore,65,180,4.5,3,5.7,27,Houston,Alton Demby,2010
ol,"Owasso, Oklahoma",Owasso,78,270,,4,5.8,27,Arizona,Trent Spurgeon,2010
ol,"North Olmsted, Ohio",North Olmsted,78,310,5.8,3,5.7,27,Pittsburgh,Matt Rotheram,2010
rb,"Denison, Texas",Denison,65,210,4.5,4,5.8,27,Texas A&M,D.J. Jones,2010
db,"Jacksonville, Florida",Andrew Jackson,65,180,4.5,3,5.7,27,Georgia,Derek Owens,2010
lb,"Dallas, Texas",Skyline,78,210,4.5,3,5.7,27,Texas A&M,Domonique Patterson,2010
de,"College Park, Georgia",Woodward Academy,78,250,4.9,3,5.7,27,Stanford,Henry Anderson,2010
qb,"Garland, Texas",Garland,78,190,4.6,3,5.6,27,Iowa State,Jared Barnett,2010
dt,"Oceanside, California",Oceanside,78,280,,4,5.8,27,Oregon State,Thomas Molesi,2010
rb,"Panama City, Florida",Arnold,65,170,4.5,3,5.5,27,Southern Miss,Jeremy Hester,2010
lb,"Canton, Ohio",McKinley,78,237,4.7,3,5.6,27,West Virginia,Jewone Snow,2010
te,"Mansfield, Texas",Summitt,78,215,4.7,3,5.6,27,Missouri,Eric Waters,2010
wr,"Springville, Alabama",Springville,78,220,4.5,4,5.8,27,Auburn,Jeremy Richardson,2010
de,"Kissimmee, Florida",Osceola,78,240,4.7,3,5.7,27,Louisville,B.J. Butler,2010
qb,"Cincinnati, Ohio",St. Xavier,78,205,4.8,3,5.7,28,Notre Dame,Luke Massa,2010
ol,"Midlothian, Virginia",Midlothian,78,290,5.2,3,5.7,28,Virginia Tech,Matt Arkema,2010
wr,"Brenham, Texas",Brenham,78,185,4.5,4,5.8,28,Utah,Terrell Reese,2010
qb,"Delray Beach, Florida",Atlantic,78,190,4.7,3,5.6,28,Virginia Tech,Mark Leal,2010
de,"Roanoke Rapids, North Carolina",Roanoke Rapids,78,222,4.7,3,5.7,28,North Carolina,Kareem Martin,2010
db,"Ft. Lauderdale, Florida",St. Thomas Aquinas,78,165,4.5,3,5.7,28,Miami (FL),Keion Payne,2010
ath,"Shreveport, Louisiana",Huntington,65,180,4.5,4,5.8,28,LSU,Jarrett Fobbs,2010
de,"Marietta, Georgia",Walton,78,240,4.7,3,5.7,28,Georgia,Brandon Burrows,2010
dt,"Spanaway, Washington",Bethel School,78,283,4.9,4,5.8,28,Oregon State,Happy Iona,2010
te,"Ventura, California",Buena,78,240,4.8,3,5.6,28,Oregon State,Tyler Perry,2010
ol,"Pilot Point, Texas",Pilot Point Selz,78,290,5.3,4,5.8,28,Arkansas,Cam Feldt,2010
rb,"Littleton, Colorado",Littleton,78,205,4.5,4,5.8,28,Texas A&M,Mister Jones,2010
lb,"Warren, Ohio",Harding,78,210,4.6,3,5.7,28,Michigan,Davion Rogers,2010
rb,"Deland, Florida",Deland,65,180,4.5,3,5.5,28,Iowa State,Shontrelle Johnson,2010
db,"Tyrone, Georgia",Sandy Creek,78,175,4.5,3,5.7,28,Georgia Tech,Isaiah Johnson,2010
lb,"Cedar Park, Texas",Cedar Park,78,220,4.5,3,5.7,29,Florida State,Holmes Onwukaife,2010
de,"Ft. Lauderdale, Florida",University School,78,230,4.7,3,5.7,29,Miami (FL),David Perry,2010
de,"Columbus, Georgia",Carver,78,235,,3,5.7,29,Southern Miss,Brandon Smith,2010
wr,"Forestville, Maryland",Bishop McNamara,78,200,4.5,4,5.8,29,Rutgers,Brandon Coleman,2010
ol,"Fork Union, Virginia",Fork Union Military Academy,78,280,4.9,4,5.8,29,Virginia Tech,Mark Shuman,2010
db,"Lakeland, Florida",Kathleen,78,183,,3,5.7,29,Florida State,Chad Abram,2010
rb,"Potosi, Missouri",Potosi R3,78,205,4.4,4,5.8,29,Kansas,Brandon Bourbon,2010
ath,"Woodbury, Minnesota",Woodbury,78,215,4.5,4,5.8,29,Minnesota,Lamonte Edwards,2010
db,"Daytona Beach, Florida",Mainland,65,170,4.5,3,5.7,29,Purdue,Ricardo Allen,2010
ol,"Chicago, Illinois",Lane,78,285,,3,5.7,29,Duke,Laken Tomlinson,2010
dt,"Jacksonville, Florida",First Coast,78,250,,4,5.8,29,Clemson,Tavaris Barnes,2010
rb,"Broadview, Illinois",Nazareth Academy,65,166,4.4,3,5.5,29,Southern Illinois,LaSteven McKinney,2010
te,"Los Angeles, California",Loyola,78,225,4.7,3,5.6,29,UCLA,John Young,2010
qb,"Arlington, Texas",Arlington,78,220,,3,5.7,29,Texas A&M,Matt Joeckel,2010
ol,"Wilmington, North Carolina",Hoggard,78,300,5.4,4,5.8,30,North Carolina,T.J. Leifheit,2010
rb,"Miami, Florida",Miami Central,78,194,,3,5.7,30,Kentucky,Brandon Gainer,2010
db,"Los Alamitos, California",Los Alamitos,78,170,,3,5.7,30,Arizona,Shaquille Richardson,2010
ath,"Garland, Texas",Garland,65,199,4.5,4,5.8,30,Texas,Adrian Phillips,2010
te,"Decatur, Georgia",Columbia,78,230,4.8,3,5.6,30,Florida State,Tank Sessions,2010
lb,"San Antonio, Texas",James Madison,78,200,4.5,3,5.7,30,Oklahoma State,Tommie Saunders,2010
lb,"Westlake, Ohio",St. Ignatius,78,220,4.6,3,5.6,30,Michigan,Jake Ryan,2010
db,"Pennington, New Jersey",Pennington Prep,78,180,4.7,3,5.7,30,North Carolina State,Dontae Johnson,2010
qb,"Waynesville, North Carolina",Tuscola Senior,78,233,4.9,3,5.7,30,North Carolina State,Tyler Brosius,2010
rb,"Ocala, Florida",Trinity Catholic,65,175,4.5,3,5.5,30,Florida International,Kedrick Rhodes,2010
qb,"Phoenix, Arizona",Paradise Valley,78,190,4.7,3,5.6,30,Hawaii,Kevin Spain,2010
wr,"Pahokee, Florida",Pahokee,65,150,,4,5.8,30,Florida State,De'Joshua Johnson,2010
dt,"Columbia, Missouri",Rock Bridge,78,290,4.7,4,5.8,30,Nebraska,Chase Rome,2010
de,"Arlington, Texas",Bowie,78,240,4.7,3,5.7,30,Nebraska,Donovan Vestal,2010
de,"Norwood, North Carolina",South Stanly,78,222,4.7,3,5.7,30,Virginia Tech,Justin Taylor,2010
ol,"The Woodlands, Texas",The Woodlands,78,307,5.4,3,5.7,30,Alabama,Chad Lindsay,2010
dt,"Argyle, Texas",Argyle,78,270,4.7,3,5.7,31,TCU,David Johnson,2010
db,"Owasso, Oklahoma",Owasso,78,180,4.4,3,5.7,31,Oklahoma,Aaron Colvin,2010
wr,"Garland, Texas",Naaman Forest,78,187,,4,5.8,31,Texas,John Harris,2010
qb,"Lake Forest, Illinois",Lake Forest,78,192,,3,5.7,31,Notre Dame,Tommy Rees,2010
